arm_id	unit_id	replicate_index	seed	standing_carrier_genomes	standing_population_genomes	standing_realized_frequency	target_entry_af	target_entry_total_genomes	census_alt_count	census_total_count	census_af	census_state	sample_af	sample_carrier_diploids	lost	fixed	segregating
chb_ancient_eurasia	chb_ancient_eurasia__selected__rep000	0	30260819	30	936	0.03205128205128205	0.040873015873015874	2520	2520	2520	1.0	segregating_or_fixed	1.0	100	False	True	False
chb_ancient_eurasia	chb_ancient_eurasia__selected__rep001	1	30260820	18	936	0.019230769230769232	0.04523809523809524	2520	2520	2520	1.0	segregating_or_fixed	1.0	100	False	True	False
chb_ancient_eurasia	chb_ancient_eurasia__selected__rep002	2	30260821	32	936	0.03418803418803419	0.02142857142857143	2520	2494	2520	0.9896825396825397	segregating_or_fixed	0.99	100	False	False	True
chb_ancient_eurasia	chb_ancient_eurasia__selected__rep003	3	30260822	22	936	0.023504273504273504	0.03888888888888889	2520	2520	2520	1.0	segregating_or_fixed	1.0	100	False	True	False
chb_ancient_eurasia	chb_ancient_eurasia__selected__rep004	4	30260823	16	936	0.017094017094017096	0.20317460317460317	2520	2520	2520	1.0	segregating_or_fixed	1.0	100	False	True	False
chb_ancient_eurasia	chb_ancient_eurasia__selected__rep005	5	30260824	24	936	0.02564102564102564	0.03134920634920635	2520	2520	2520	1.0	segregating_or_fixed	1.0	100	False	True	False
chb_ancient_eurasia	chb_ancient_eurasia__selected__rep006	6	30260825	26	936	0.027777777777777776	0.10873015873015873	2520	2520	2520	1.0	segregating_or_fixed	1.0	100	False	True	False
chb_ancient_eurasia	chb_ancient_eurasia__selected__rep007	7	30260826	30	936	0.03205128205128205	0.0	2520	0	2520	0.0	lost	0.0	0	True	False	False
chb_ancient_eurasia	chb_ancient_eurasia__selected__rep008	8	30260827	26	936	0.027777777777777776	0.07738095238095238	2520	2520	2520	1.0	segregating_or_fixed	1.0	100	False	True	False
chb_ancient_eurasia	chb_ancient_eurasia__selected__rep009	9	30260828	24	936	0.02564102564102564	0.056746031746031746	2520	2520	2520	1.0	segregating_or_fixed	1.0	100	False	True	False
chb_ancient_eurasia	chb_ancient_eurasia__selected__rep010	10	30260829	18	936	0.019230769230769232	0.057539682539682536	2520	2520	2520	1.0	segregating_or_fixed	1.0	100	False	True	False
chb_ancient_eurasia	chb_ancient_eurasia__selected__rep011	11	30260830	26	936	0.027777777777777776	0.25317460317460316	2520	2520	2520	1.0	segregating_or_fixed	1.0	100	False	True	False
chb_ancient_eurasia	chb_ancient_eurasia__selected__rep012	12	30260831	28	936	0.029914529914529916	0.08888888888888889	2520	2520	2520	1.0	segregating_or_fixed	1.0	100	False	True	False
chb_ancient_eurasia	chb_ancient_eurasia__selected__rep013	13	30260832	18	936	0.019230769230769232	0.014285714285714285	2520	2520	2520	1.0	segregating_or_fixed	1.0	100	False	True	False
chb_ancient_eurasia	chb_ancient_eurasia__selected__rep014	14	30260833	36	936	0.038461538461538464	0.029365079365079365	2520	2512	2520	0.9968253968253968	segregating_or_fixed	1.0	100	False	False	True
chb_ancient_eurasia	chb_ancient_eurasia__selected__rep015	15	30260834	28	936	0.029914529914529916	0.0	2520	0	2520	0.0	lost	0.0	0	True	False	False
chb_ancient_eurasia	chb_ancient_eurasia__selected__rep016	16	30260835	18	936	0.019230769230769232	0.0	2520	0	2520	0.0	lost	0.0	0	True	False	False
chb_ancient_eurasia	chb_ancient_eurasia__selected__rep017	17	30260836	36	936	0.038461538461538464	0.04722222222222222	2520	2520	2520	1.0	segregating_or_fixed	1.0	100	False	True	False
