arm_id	mode	unit_id	replicate_index	genotype_class	n_pairs	threshold_years	threshold_generations	p_tmrca_lt_threshold	mean_tmrca_generations	median_tmrca_generations	seed
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep000	0	overall	100	50000.0	2000.0	0.13	14461.35	3050.0	31260819
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	het	0	1000.0	40.0				31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	het	0	4500.0	180.0				31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	het	0	10000.0	400.0				31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	het	0	20000.0	800.0				31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	het	0	30000.0	1200.0				31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	het	0	40000.0	1600.0				31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	het	0	50000.0	2000.0				31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	hom_carrier	0	1000.0	40.0				31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	hom_carrier	0	4500.0	180.0				31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	hom_carrier	0	10000.0	400.0				31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	hom_carrier	0	20000.0	800.0				31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	hom_carrier	0	30000.0	1200.0				31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	hom_carrier	0	40000.0	1600.0				31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	hom_carrier	0	50000.0	2000.0				31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	hom_noncarrier	100	1000.0	40.0	0.0	27711.01348363826	29110.0	31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	hom_noncarrier	100	4500.0	180.0	0.0	27711.01348363826	29110.0	31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	hom_noncarrier	100	10000.0	400.0	0.01	27711.01348363826	29110.0	31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	hom_noncarrier	100	20000.0	800.0	0.04	27711.01348363826	29110.0	31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	hom_noncarrier	100	30000.0	1200.0	0.08	27711.01348363826	29110.0	31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	hom_noncarrier	100	40000.0	1600.0	0.1	27711.01348363826	29110.0	31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	hom_noncarrier	100	50000.0	2000.0	0.14	27711.01348363826	29110.0	31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	overall	100	1000.0	40.0	0.0	27711.01348363826	29110.0	31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	overall	100	4500.0	180.0	0.0	27711.01348363826	29110.0	31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	overall	100	10000.0	400.0	0.01	27711.01348363826	29110.0	31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	overall	100	20000.0	800.0	0.04	27711.01348363826	29110.0	31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	overall	100	30000.0	1200.0	0.08	27711.01348363826	29110.0	31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	overall	100	40000.0	1600.0	0.1	27711.01348363826	29110.0	31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep001	1	overall	100	50000.0	2000.0	0.14	27711.01348363826	29110.0	31260820
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	het	0	1000.0	40.0				31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	het	0	4500.0	180.0				31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	het	0	10000.0	400.0				31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	het	0	20000.0	800.0				31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	het	0	30000.0	1200.0				31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	het	0	40000.0	1600.0				31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	het	0	50000.0	2000.0				31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	hom_carrier	0	1000.0	40.0				31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	hom_carrier	0	4500.0	180.0				31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	hom_carrier	0	10000.0	400.0				31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	hom_carrier	0	20000.0	800.0				31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	hom_carrier	0	30000.0	1200.0				31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	hom_carrier	0	40000.0	1600.0				31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	hom_carrier	0	50000.0	2000.0				31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	hom_noncarrier	100	1000.0	40.0	0.01	23238.009165327017	32223.605215203843	31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	hom_noncarrier	100	4500.0	180.0	0.01	23238.009165327017	32223.605215203843	31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	hom_noncarrier	100	10000.0	400.0	0.02	23238.009165327017	32223.605215203843	31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	hom_noncarrier	100	20000.0	800.0	0.04	23238.009165327017	32223.605215203843	31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	hom_noncarrier	100	30000.0	1200.0	0.07	23238.009165327017	32223.605215203843	31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	hom_noncarrier	100	40000.0	1600.0	0.11	23238.009165327017	32223.605215203843	31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	hom_noncarrier	100	50000.0	2000.0	0.15	23238.009165327017	32223.605215203843	31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	overall	100	1000.0	40.0	0.01	23238.009165327017	32223.605215203843	31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	overall	100	4500.0	180.0	0.01	23238.009165327017	32223.605215203843	31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	overall	100	10000.0	400.0	0.02	23238.009165327017	32223.605215203843	31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	overall	100	20000.0	800.0	0.04	23238.009165327017	32223.605215203843	31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	overall	100	30000.0	1200.0	0.07	23238.009165327017	32223.605215203843	31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	overall	100	40000.0	1600.0	0.11	23238.009165327017	32223.605215203843	31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep002	2	overall	100	50000.0	2000.0	0.15	23238.009165327017	32223.605215203843	31260821
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	het	0	1000.0	40.0				31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	het	0	4500.0	180.0				31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	het	0	10000.0	400.0				31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	het	0	20000.0	800.0				31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	het	0	30000.0	1200.0				31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	het	0	40000.0	1600.0				31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	het	0	50000.0	2000.0				31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	hom_carrier	0	1000.0	40.0				31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	hom_carrier	0	4500.0	180.0				31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	hom_carrier	0	10000.0	400.0				31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	hom_carrier	0	20000.0	800.0				31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	hom_carrier	0	30000.0	1200.0				31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	hom_carrier	0	40000.0	1600.0				31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	hom_carrier	0	50000.0	2000.0				31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	hom_noncarrier	100	1000.0	40.0	0.0	18533.575180066757	3350.0	31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	hom_noncarrier	100	4500.0	180.0	0.01	18533.575180066757	3350.0	31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	hom_noncarrier	100	10000.0	400.0	0.04	18533.575180066757	3350.0	31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	hom_noncarrier	100	20000.0	800.0	0.06	18533.575180066757	3350.0	31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	hom_noncarrier	100	30000.0	1200.0	0.1	18533.575180066757	3350.0	31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	hom_noncarrier	100	40000.0	1600.0	0.1	18533.575180066757	3350.0	31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	hom_noncarrier	100	50000.0	2000.0	0.1	18533.575180066757	3350.0	31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	overall	100	1000.0	40.0	0.0	18533.575180066757	3350.0	31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	overall	100	4500.0	180.0	0.01	18533.575180066757	3350.0	31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	overall	100	10000.0	400.0	0.04	18533.575180066757	3350.0	31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	overall	100	20000.0	800.0	0.06	18533.575180066757	3350.0	31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	overall	100	30000.0	1200.0	0.1	18533.575180066757	3350.0	31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	overall	100	40000.0	1600.0	0.1	18533.575180066757	3350.0	31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep003	3	overall	100	50000.0	2000.0	0.1	18533.575180066757	3350.0	31260822
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep004	4	het	0	1000.0	40.0				31260823
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep004	4	het	0	4500.0	180.0				31260823
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep004	4	het	0	10000.0	400.0				31260823
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep004	4	het	0	20000.0	800.0				31260823
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep004	4	het	0	30000.0	1200.0				31260823
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep004	4	het	0	40000.0	1600.0				31260823
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep004	4	het	0	50000.0	2000.0				31260823
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep004	4	hom_carrier	0	1000.0	40.0				31260823
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep004	4	hom_carrier	0	4500.0	180.0				31260823
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep004	4	hom_carrier	0	10000.0	400.0				31260823
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep004	4	hom_carrier	0	20000.0	800.0				31260823
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep004	4	hom_carrier	0	30000.0	1200.0				31260823
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep004	4	hom_carrier	0	40000.0	1600.0				31260823
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep004	4	hom_carrier	0	50000.0	2000.0				31260823
chb_ancient_eurasia	neutral	chb_ancient_eurasia__neutral__rep004	4	hom_noncarrier	100	1000.0	40.0	0.0	39292.98044296568	62557.597268360856	31260823
