arm_id	threshold_years	n_null	mean	sd	min	max	q50	q90	q95	q99
chb_ancient_eurasia	1000.0	100	0.0029	0.004776838056516236	0.0	0.02	0.0	0.01	0.01	0.010100000000000052
chb_ancient_eurasia	4500.0	100	0.0131	0.010607315943024961	0.0	0.04	0.01	0.03	0.03	0.04
chb_ancient_eurasia	10000.0	100	0.027499999999999997	0.01659834481221096	0.0	0.08	0.025	0.05	0.06	0.0602000000000001
chb_ancient_eurasia	20000.0	100	0.0547	0.02618716626074071	0.0	0.12	0.05	0.09	0.1	0.11010000000000005
chb_ancient_eurasia	30000.0	100	0.08380000000000001	0.034459169221476356	0.02	0.2	0.08	0.13	0.14049999999999999	0.15050000000000024
chb_ancient_eurasia	40000.0	100	0.11080000000000002	0.044054144830738426	0.03	0.28	0.10500000000000001	0.17	0.18	0.2404000000000002
chb_ancient_eurasia	50000.0	100	0.1322	0.04416635220013836	0.03	0.28	0.13	0.18200000000000016	0.2	0.2404000000000002
