# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	30
6	7
10	11
14	15
16	17
18	19
20	21
28	29
38	39
42	43
46	47
48	49
54	55
56	57
58	59
66	67
68	69
84	85
90	91
100	101
102	103
116	117
120	121
126	127
128	129
134	135
140	141
150	151
156	157
158	159
192	193
