# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	53
0	1
2	3
8	9
12	13
18	19
20	21
22	23
26	27
28	29
32	33
34	35
36	37
50	51
56	57
60	61
64	65
68	69
72	73
74	75
76	77
78	79
80	81
86	87
90	91
92	93
98	99
100	101
102	103
106	107
108	109
110	111
112	113
116	117
118	119
122	123
126	127
128	129
138	139
144	145
150	151
154	155
158	159
160	161
168	169
170	171
172	173
180	181
182	183
184	185
186	187
188	189
192	193
196	197
