# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	38
16	17
20	21
22	23
24	25
26	27
28	29
30	31
42	43
50	51
52	53
58	59
60	61
70	71
72	73
88	89
94	95
98	99
110	111
114	115
118	119
122	123
126	127
130	131
134	135
136	137
138	139
142	143
150	151
158	159
160	161
164	165
174	175
180	181
182	183
188	189
190	191
192	193
196	197
