key,fold,marker_present,marker_position,af,profile_sha256
neutral/rep0218,3,False,,0.0,98280cf59cdcfd6fb4ed4ff01989bccaaf23ae50195d4e4f293cf5f16bb39474
neutral/rep0219,1,False,,0.0,1e393251efc6e096b774a8fbaf50b9f7713b398bbedd7d7128a68fce57a38572
neutral/rep0220,0,False,,0.0,25d786ed033f67da3d4efa2b8ec52c1ac9d1c8719f5ac5e224b1b8ecf7d67054
neutral/rep0221,0,False,,0.0,93073c71376c17db1c56259522358203028808c4a3041019c1891320d1bfb118
neutral/rep0222,2,False,,0.0,f3a025601133b333e1c9ad0d6406932c5834c360b36b826dcd1b3ebb122b52a6
neutral/rep0223,4,False,,0.0,a966cbe72d69fcf4b5479627ad0d17d3a8872fb231a5460ddf1433c0edd37ede
neutral/rep0224,3,True,4998243.0,0.0475,410fece554e1f7cd26f1984c917e5a2be867ae338eeaa15bd228f2b169b119af
neutral/rep0225,4,False,,0.0,34e136b11af1d9fb8943f85da256559eb7f46ff1a5348662a858dc819f2044f4
neutral/rep0226,2,False,,0.0,da6d48d5d115d10a2d39e9d535eac4b9d2beadbb66746f1cbaf6e94dc96f479b
neutral/rep0227,3,False,,0.0,5687be68a157729f60063f980be64893b0183d26a841152ce28bc01b4bc1f508
neutral/rep0228,3,True,4996352.0,0.0625,30ae5b89f66a45436aae89e899bfb6a8001efbab91b878c9aebc6e120fba9964
neutral/rep0229,2,False,,0.0,45eddc61ef7222ae62263579ea692b3bfb106cb1d7260616d96cadcc75925bcc
neutral/rep0230,0,False,,0.0,32de85595bd238f8f3b466661a8d293c8cda4d028923cc8ffb5535d51db9aef0
neutral/rep0231,2,False,,0.0,72b0e9722776d39515d26945dfff808b36d60607a3d3c1f2091acefb5590b949
neutral/rep0232,0,False,,0.0,831ffbcbd978d70d36ab28abe4e72be81b7bf058d2155af18dcca6cf16661ac4
neutral/rep0233,1,False,,0.0,0e4fec1e0040e980b9cc846741dce36af82b31868021ea278f184f6b353fc5f5
neutral/rep0234,2,True,5000939.0,0.1725,f81235e5a7f66b7f15ade3f858e2a26de5c992e71412cd954c1cec3073288b00
neutral/rep0235,2,False,,0.0,d05d873ebbe1d400e4ab57c67ae8a92a3d6705154d15ba16f7eed5e27d3ec192
neutral/rep0236,2,False,,0.0,a0056fcac273d54f68016f129c49bff84a05077685d536116ee9c50304f9e942
neutral/rep0237,4,True,4999599.0,0.075,b5baf9b4f1e5fcdcb89f68b0fbc339647fc07b3f449948a97430bc548ecac0e3
neutral/rep0238,0,False,,0.0,58d5bb03c3a2c42613c880c5f30ffc1f1c5df09e64c0c6819d0aa7c02b95cf34
neutral/rep0239,2,True,5000659.0,0.3,2a87cb872a92941a14210b6720477d7f80fd5f2202cf850ac85d1261d822b343
neutral/rep0240,2,False,,0.0,4cd03b094794ac9f95f5ae54761f61b837216894e9bfacf6b7fa2e2c3a9c7cfc
neutral/rep0241,4,False,,0.0,4d2739f1d359297c18f41fd25308a56fc8124ee144cc4f53d8310f37ba762990
neutral/rep0242,1,False,,0.0,8ccab74f0f59946103319c2aee520e8ad53957a4dd4735bd371609b3f3db91b2
neutral/rep0243,1,False,,0.0,8bd2e489c4169ea3c0644d0122bdf347bb6446d93a8959986fffc509516ee38a
neutral/rep0244,1,False,,0.0,3e145510d80d461f999bd1d55f63d70979bd30e452fcb6af33bdc9c4987699a1
neutral/rep0245,1,False,,0.0,325c862df2e19fe64b2c8f4c93d0661c45c85673d76d5e99fb675f179b4fe807
neutral/rep0246,1,False,,0.0,db76b4a7d3afa90580e1948e212b12211d6bdc45d7473ff3ff01f999e97ecd9d
neutral/rep0247,2,False,,0.0,3ddf657e82c87a5dc044d72caa0cde2729cc9672a36e0bf70800c16b40b44703
neutral/rep0248,2,True,5000472.0,0.0725,a26ef05df208146a9756beb8c73ba51bc14cab200a9fb8242de7b0828319c15f
neutral/rep0249,0,False,,0.0,b2bdfe6c2c7912ecd067d4b8763b1405b8419a46996ca0eae5d501815fdf43f8
neutral/rep0250,0,False,,0.0,540007b0823aec1958cbb73c7ff1108639348a3c01a8284f07d20a7b6df7dc38
neutral/rep0251,3,False,,0.0,3a3de10c30de193f1243370f35aa7000ab1903ac403bfc17321908a9f0c0724f
neutral/rep0252,1,False,,0.0,1599043d57109454693a2ab91c5124c91b07aea2e09dc72eccb168ed2835d31e
neutral/rep0253,0,False,,0.0,e9cb5d05c8fd0558c96b812300337513bca865a9771cc2a3f22289bbb2239747
neutral/rep0254,2,False,,0.0,def79515b768ba80b68b16c6f2a3799376fa0d51c34a288bdbc3290106093269
neutral/rep0255,3,True,5000000.0,0.2,bfac31ff786b62252ff3dd330793aaf2fd1a2ae6b203f07e5f5c21a52d9b3220
neutral/rep0256,4,False,,0.0,61a94931d47ef9a63a1afa21b3a700522bb1341d4a0de528287f63c8d5b618dd
neutral/rep0257,3,False,,0.0,cc95dcda19f0c0d2bbfa7295fd7002dc2a99563d4e144a15067c27e4d74706cb
neutral/rep0258,3,False,,0.0,5dc42463f338b906c0054a996dc1af9ba0a6edae6a1f211bf06cd5a0b5bc2401
neutral/rep0259,3,False,,0.0,c9c1358a8c142aa1a9dce5aabf736b21b3103ec506ffc5a05a30a9396364e9f6
neutral/rep0260,1,False,,0.0,9542a390b52e1f959405b8f66dad0a7042cb40d58887c7baba9379e3fe649e4a
neutral/rep0261,0,True,4999912.0,0.0975,1930c7eaeca0390343bafc4e601df9ed80ddc9d5eca41b1941b577cea9b9a194
neutral/rep0262,3,False,,0.0,2ba9148c8b15f5778a34f8bccd9cff51cf05e007fce1b53dd927dc3eb841625a
neutral/rep0263,0,False,,0.0,4d00b5d93f8dae28b9f1325b0bab85602b0cd5fd846ad5ef0e0d8d1e597bd5fb
neutral/rep0264,0,False,,0.0,a87358b42ff548d90d76d2bb84d461d41ff3458e68bef7562aeb9ef9bf33f364
neutral/rep0265,0,False,,0.0,164267541b104d5c2c6b0f10d7fb0687883f92e52148d4742f4a4ba0b1fa41ac
neutral/rep0266,1,False,,0.0,2067acec46bada2e4e37d28fc6590ea0be22b48d777a7f35db12e98f403f357f
neutral/rep0267,2,False,,0.0,2170fdceca5e85cf8ce2b9f916b81ef2aa23a03a879a4e9015f18142cc7dff0e
neutral/rep0268,1,False,,0.0,e68244d4202b10045c58029edd31748cd687d3053ba16ee1f0b1f2d5184a3ce1
neutral/rep0269,1,False,,0.0,c3a55a02f5d3b55b606f924b9c9769729b0640811a345d3b9b04aa725b56603f
neutral/rep0270,1,False,,0.0,54efe4a935a8805bc37e7f8e3ecd3f5257ddda590ac7e993fa02fbea404c69d7
neutral/rep0271,1,False,,0.0,f0bdbdafb68d425b9008abee5df0fb9c6817541f958cc427bb9315878849baa2
neutral/rep0272,1,False,,0.0,a537c7029ad5eebfc2dd301a06499d0fcdcffc6a916845de1b8fb070291d50e1
neutral/rep0273,4,False,,0.0,5bd55a826e14c06ba911df9331c1101a72929e40ddfc48de7bafa6efdf17e6e2
neutral/rep0274,4,False,,0.0,d68ae402c23592f2d71278dc1602b2b605f96e8cba6615b3a2bc3400ea634da6
neutral/rep0275,0,False,,0.0,67915036ea0b0f41e2f7a3900dfa0c05027c7188977125d3c66e84bc6316a018
neutral/rep0276,0,False,,0.0,030c94b9d83fb13b0f042c8c51e3dbea4ec3ab7e253ca6182b185346484de1b8
neutral/rep0277,0,False,,0.0,a9acadebcdb23ea4f82d1f8acd983ea338a191bf08931f436bd4fead086f2bdc
neutral/rep0278,2,False,,0.0,d5265c32a24f058d9dfd82074fb52194d2ab3a4d68bec4ee2cb1d8802bec1e47
neutral/rep0279,4,False,,0.0,7f16bc1a5a50fbb72d5561df35dff4ad61654e3af3681417f88727264e1e5464
neutral/rep0280,2,False,,0.0,44803422480bb4d925ab1b7e810a2de95e5302ed520730300dd4bbc502cb09a0
neutral/rep0281,1,False,,0.0,0bb3c697c3a23e4f062a322d062dcbacad0e34ae8b79a8498d86c05ef4cc2475
neutral/rep0282,2,False,,0.0,578f5b5d514383c4c518aae215be446f566e0a7d7492ca06fed65b5c13c159fc
neutral/rep0283,1,False,,0.0,384e5ad9c40b228877de744620f9df1d12fde825ab0210471df0888b8fb68856
neutral/rep0284,0,False,,0.0,aa802af370e1804240e6057d5ad2bedca5c5fb04dfe4d02826ac3e250943c146
neutral/rep0285,4,False,,0.0,85f0faa5a53e6d5e0360091673998dcf0fdd7a7a97547be918b428ecfd7b6245
neutral/rep0286,3,False,,0.0,d9ab737651d4777242b8513bea9c3841a7d11793df980e50e2fc99bf84615975
neutral/rep0287,1,True,4996568.0,0.3175,8953593720db99cba244d9a0e0206e23b850e32e904592f2f58229579574ab5a
neutral/rep0288,2,False,,0.0,7f81a61b9ed4c51ac5db944c1ceb8d656d45550f05372ca37861c92743a10324
neutral/rep0289,1,False,,0.0,39f5bd219c9b6fd584d5a39fde5f40ae8d50ec32fb6590c39c878eb896969f88
neutral/rep0290,1,False,,0.0,605066fdbe7b35652bc4e6544d3e283cfba8dc7fb3017f0d4ecb073ac77a3a27
neutral/rep0291,2,False,,0.0,f66f1658748d2e13f2e2f727f224e258de3b31076b4387412a977418be620a3c
neutral/rep0292,2,False,,0.0,fbd705e1f58c18839fef902526f017b05e898dbdffcd777cb5958c3a091d920f
neutral/rep0293,0,False,,0.0,48dbb0ac9ad7c748071b1a92ecc137d38479049d8368582f38e48a9a1c637c27
neutral/rep0294,4,False,,0.0,660bf0eadfe4ba0f0c744a64b0d139e14a014662b2c15636376222a5c2432b42
neutral/rep0295,0,False,,0.0,59d836e4d7a7e40024f3202b88e61dc3abfe02b74142f4d72d20a76252cb3064
neutral/rep0296,2,False,,0.0,0f79e891adc79a2af4c1cedfb29868b96129d9babcd3b46a358f72062a0cf7bc
neutral/rep0297,0,False,,0.0,5531e17e2366a2ac9f297c08753dbbcdf9f7ddd40f78ea90a1cabb74b09827f2
neutral/rep0298,1,False,,0.0,9eb02f675b3aaf4fc482c4bffb521214a9fe5936a22a3a57d9049e1a548f08f0
neutral/rep0299,0,False,,0.0,8ae631f7b1b51611650e621e475704688664a17cb5026c58016a97543e9a3eb3
neutral/rep0300,2,False,,0.0,dd0c932af37257ee8cde0c09c103b099a64aaad401f64a87e76ebacf66290334
neutral/rep0301,1,False,,0.0,2167109c5321560c68ff149061ac110965dd4e54fd3ade7b795010e3b787fbc2
neutral/rep0302,2,False,,0.0,54cb74dffab44857e4fc4c7883112880f8bb3cbbedbe23d62354903816e0aae4
neutral/rep0303,4,False,,0.0,7c3171819d13f30a470ba44d4e7d21c9fae06c00fbb1139e222f12632fc70279
neutral/rep0304,3,True,4997770.0,0.16,ba6e0f5877dbf60f93d44b3f9e53c0763d3f9f97662277abb2cc78656ffc0d7f
neutral/rep0305,3,False,,0.0,420cf456a7b70282f55e0ad442ea06f7e44f5c478a7c139fa320eb1b7ab59544
neutral/rep0306,0,False,,0.0,c3b1ee46e22993f6c8b0bd99236812dd0f1c79c4893a8fe9dc9475c34b4b8ee5
neutral/rep0307,3,False,,0.0,07da6dfb72462889a18ca710097cfd5422fc8c3c3acc113c3183052914ff775f
neutral/rep0308,3,False,,0.0,4f1ce57eda6f798cc726fa529b3b8fa5ae122bec6012606644cfbe79c0a8bcdf
neutral/rep0309,0,True,4998818.0,0.1425,0399ffb386f8d2a26e46cafb9d4ff45a56514b6aff5776d88f996fcd9d755c8a
neutral/rep0310,0,False,,0.0,f7c33910cc4f6f0bac59bf9e796ac9dfeda9e53d56be0702dd037073b78c7895
neutral/rep0311,4,False,,0.0,c7ad93142a5a9f8ec4498404645e82b74d5e00a4694de6158d37a2a6d6e1827e
neutral/rep0312,3,False,,0.0,2cbc3d34363252992f06e6e4ea9a92d922c5a527dd29c6d9b00ba19903156a86
neutral/rep0313,1,False,,0.0,31b3b47901e9c299a6ea198713b00e5863a182a30d14bca5abc24671c1775ef1
neutral/rep0314,1,False,,0.0,572e87edd7a0db81301268e072588f103fcd66747052de858be98336a7e272d1
neutral/rep0315,1,False,,0.0,f99e6c34776181ffd26264e59fda5046fb051e0bdc5871447de95b672c589f64
neutral/rep0316,0,True,5001865.0,0.095,089c6273a02938c4b7f7c12a431cb082ec3bb15378c81e970be2db719826e961
neutral/rep0317,2,False,,0.0,33a12b17b7f2158062cf6947a77d24ce837c6e9f900ece2ad846f943dcb40023
neutral/rep0318,0,False,,0.0,49a43d12cfd53f0875afbdb3faeceb3f778b26dcacb29b8f57b264f5db1bf4da
neutral/rep0319,1,False,,0.0,50813773c73ba26208f875648d9f57e5e30b055d871e5799fbe7a44f52983d34
neutral/rep0320,2,False,,0.0,62fd4bd1d52868b1483942c734524eaaa015a4399c11786e223807323b3bcbf2
neutral/rep0321,4,False,,0.0,73608c999f2e4200156c4d34b2cb25bf921d5cd78558e7e0e63c95f27ec456ca
neutral/rep0322,1,True,4998294.0,0.0475,96afda50ba408e397bd78c80dff302f48c78b7b2226e573e3c66ffaedca9a906
neutral/rep0323,1,False,,0.0,cad5e569487f9e40639ab63bde6c3a500da4709e6f65def72b55ad55f9a5564d
neutral/rep0324,0,False,,0.0,2cbf421155a48adc851c64160706fded98ba1801f63d7f403ce856ac7a5bada7
neutral/rep0325,2,False,,0.0,13808e6f7b5b6967a94f62b4f7643b36fa0a26d3db4df26c03a00ab6c093c04a
neutral/rep0326,1,False,,0.0,d409af43d62735b527b965b785ba0dc81e5e2ad91ab1c511b3c9fa9275f10bb6
neutral/rep0327,3,False,,0.0,2f28eda2819e93cdeca9413c7f612cebcc952a302849a0a89a834296c077dd2e
neutral/rep0328,0,False,,0.0,7cd697e2333c06713d2f1c7789bc57f066a82ad8796c51c3095105f4ca283b24
neutral/rep0329,2,False,,0.0,1e43ea0ddc2026630466b33763ae73d4d34589e91f13beef85f115fc177001e3
neutral/rep0330,1,False,,0.0,50bb551847b18e75a32c6d9697ed68bf58905c9cff9eeac16e6e1e5308d47b42
neutral/rep0331,3,True,5000144.0,0.025,c863e53e20936bb10baea539bf782eae2415fb63cccf6d185b3ed2cafec1fb4b
neutral/rep0332,1,False,,0.0,d5f2c4b89981df7ab41ddfcd98e8468b409aa83059b1c90eddf35e3960816251
neutral/rep0333,2,False,,0.0,27b59cc2d7dc31453151f294ef184cced55435de0b12143d7e49c232b281a2ee
neutral/rep0334,3,False,,0.0,ba1029eeb56bd10d45ec50001e08132b6e1f170e9520ebaffc8da4ae1eb6b659
neutral/rep0335,2,True,4997611.0,0.0175,3b82ec8a80cf63a4be05f7ac981be2c8fa8032b88a2c079115f36771eabd93bc
neutral/rep0336,2,False,,0.0,b41526776ba95057176b2a398f16a24759dca3f80971af04c624120e1a5f53aa
neutral/rep0337,2,False,,0.0,76c4001cc635680a592f17990a7aa2bf850d98ad8ceb4b95737cc438e3e280ba
neutral/rep0338,4,False,,0.0,d2db509aff73258e687eabae7fa9010f6855c85aa5475701aa40a739f47810c5
neutral/rep0339,2,False,,0.0,e68ba1495f2d457928d67a16b893fef4552793c0d657a9f43c34a9569b7702ac
neutral/rep0340,0,False,,0.0,65d243b5723c26127ba46831cd89f7023f1a168e28efc523e0bd89a9a4502c26
neutral/rep0341,2,False,,0.0,7f6a378449e37d5bed85a93a66d6a9b30e24148124096125e18a209b214c4067
neutral/rep0342,2,False,,0.0,2b24c73013bb1bdc64efe456bdd229e5645171a263a7b8de3043297e06e46722
neutral/rep0343,1,True,5001402.0,0.0075,9806a0e94807d1999d3ad32ca6e42ff54e65f2756b38482b1493317017a9c9e6
neutral/rep0344,0,True,4999761.0,0.0025,3123ba5bef688741a7a59755d7056fd38d86087bd05bad6a9166d0f01786e07f
neutral/rep0345,4,False,,0.0,f49d2e98cd4fe933cfc90f552931dfb725b795d35d71ec3b311ffc92ed430a8d
neutral/rep0346,2,False,,0.0,5dea51d2dc28239461d9e89d182cfd7ce4ee711153aaa09629caa2e61d13b338
neutral/rep0347,1,True,5000453.0,0.1025,5f5ac2b621ea0b46c5c732a006a5461e8e29b787df2c8fea35cde5c8301d9308
neutral/rep0348,2,False,,0.0,00883bb6f0895106740efbafbc6b8f158a1feb1a6e8e970584010049d888b24d
neutral/rep0349,1,False,,0.0,0197b163ae44d57076f612d1b939181dcf5d90f4ee9bc31e52fda4396bae8031
neutral/rep0350,3,False,,0.0,6b8616832bd3b9c574df21b4bc6beace3958b8008acd042719ab934353cbc954
neutral/rep0351,3,False,,0.0,d9f810f33a5db0d8f12068eee7aa746f15921d88d4c56dbd32d04502eaa01ef0
neutral/rep0352,2,False,,0.0,ec60f494de837cf29b18fa72126a87738047daa8d56ad30ceaa590164b9eebf6
neutral/rep0353,3,False,,0.0,083f299b3d3a22ac3decbc8db3d74f753a83374b88b1ab234d0e7853574d33f7
neutral/rep0354,2,False,,0.0,f69276a5655e0987a0da6afab8fb66aecb09c34f8a279b16bf472dbba851e180
neutral/rep0355,4,False,,0.0,d6cc6e558c340d33fc151644ad84b545a651b3d4d5c45ca962ed3cc5411e7f7a
neutral/rep0356,4,False,,0.0,08d7d5b2c30eeca3c38c10a073333ec419102ed3522a618accad51d4a9ea8921
neutral/rep0357,4,True,4998314.0,0.0225,ab6910592c4996f78380b8511af3048d735abd73a95ffdc464f7245a1cccb059
neutral/rep0358,4,True,4999358.0,0.0125,aef8f72c0d6c42f38e87f147a545007233e862e0bb15dc9da41b634fcb689376
neutral/rep0359,0,True,4998053.0,0.1225,e3d528104ba54f85181039e003beea0015afc4914cc4b0a76dd362aab4ee8f00
neutral/rep0360,3,False,,0.0,35e20d70a1d9cd1903ee918a2413eb5468e9336b0bb905cf59a670e2e71b2f63
neutral/rep0361,4,False,,0.0,9b2e3d558bc14f12f05c6c6c9cea7d7e2b53348479cb35dc33724fde71178be8
neutral/rep0362,2,False,,0.0,2369b298c0ddccfaeb6c830dd570c852d6ce08da274be14a90dc3f0ad51429b0
neutral/rep0363,3,False,,0.0,a331ae00a90e427f673dad8ceed55c9d242df2c4e795745985b30c302ce447a8
neutral/rep0364,0,False,,0.0,1572061b82bb2d88738925288a34646c587f2fd6670e3e5981b3da27900fa8be
neutral/rep0365,2,False,,0.0,f21c2d19916aeed0418d354c69edb67947c38bf43a388ef6604ae8daa8967f5c
neutral/rep0366,3,False,,0.0,05b3815b91f723756a7858a9408f278bd2310e400b1261494f7800b83caddf1b
neutral/rep0367,1,True,4998514.0,0.2825,2fde6b479a526bc3c1ea8a286a52ab5f80f5c45b3d19849620c0c669062a3591
neutral/rep0368,2,False,,0.0,c72ded7b7005419c15bc16528d1b55092f705a4f484faf90e7a5b0ca53dd60d8
neutral/rep0369,1,False,,0.0,dfad94eac7c1bd8d39df26bd423e5804d38aeb8cc64604443f39e7e43318cea4
neutral/rep0370,2,False,,0.0,b82cf7ee57d6cc8cbb4ab2d7d866a0cfa628679f112d52383a76764c3c314229
neutral/rep0371,3,False,,0.0,fb2d6cade5ac757cb8d6582151564d8946c89206e27621884bd283d72fbe255b
neutral/rep0372,4,False,,0.0,8665146d2c943fb92628d70c062a22b038d1164053876fc60a823777e7c96385
neutral/rep0373,0,False,,0.0,cd757f5c07fcfd68060d4677d42ce1b2b706f2d23147e4e1f060aadcd1d4f7b5
neutral/rep0374,2,False,,0.0,ff0f9197fbfd15195836246f47c54a5c8978bbcc45da5cdc4ef8bc16aefe92c0
neutral/rep0375,2,True,5000823.0,0.0225,6e9574e5d1e1a5b7595d06fbf852661773665a41e6c488cab60d7d5dacda22e6
neutral/rep0376,1,True,5000427.0,0.265,198d1d55a5b7678f87f53fc635d05962188d1bd21abd7d22ae6cb0f7142a9916
neutral/rep0377,3,False,,0.0,b7e996e2793cbafb16d555fc13c44b3d6cc7164e0996711f71824bb273ad27a5
neutral/rep0378,3,False,,0.0,4b82190b8fd639d9c192c5def357d4fbc6b3665eac7ebd36080c406178c580c2
neutral/rep0379,2,True,5002501.0,0.0225,990b96050dcef6255fb500c116cc789e16437fdad7521a9416aa2504c6cbf34f
neutral/rep0380,0,False,,0.0,551c3fd17f63df837b5515c39875594e8996d911ceb9428c25fee1bbe67ac9af
neutral/rep0381,0,False,,0.0,9f420110a9c1963ccdb3257e2ce47f279ecfbe9ad12e7ec68b16e7768adb4e27
neutral/rep0382,2,False,,0.0,921e061a8e8e56a3663eee20f6b19983dbce583c36c36d8e52cc736d5a3ba58e
neutral/rep0383,0,False,,0.0,f9e8720311310c8ec2f3618c0aeae0c05344b64c838bc2e65f3251f8b88a922a
neutral/rep0384,2,False,,0.0,b2ca7e2510bfa65d214f1e9c9da079bc085b85b3e4b2283927b174d6f7f9ff66
neutral/rep0385,0,False,,0.0,ed61fa566393bea1e04ab2a77252816e949e8f7cc20291a346b287d421904290
neutral/rep0386,0,False,,0.0,6d08d126e6596c1c17b7dcb568b3df80ca2fc5e3c0a55d11308706ce5fcc3d36
neutral/rep0387,3,False,,0.0,9b1c8c191bb210eb5ff87e0f290059594016d8b44f89d977cca9b5f693dbd161
neutral/rep0388,1,False,,0.0,ed324027fe564848128cb60fc9db83093a3c2b575e2d0a871bc0069bc3b04b09
neutral/rep0389,4,False,,0.0,17c2392d6eb984ac516658004ac978a8d050c7c99618f652ba1869924caea545
neutral/rep0390,4,False,,0.0,bf249d5f54914917716602a788979d98577191f0ecfa7b5c8e67988644da3b6f
neutral/rep0391,4,False,,0.0,dbf7c7b8c7a815ece1fdfdd40d2b2a24fd3eab6f43782e8342474c08ce746616
neutral/rep0392,2,True,5004065.0,0.0425,e4397d6dc3583113cc6d6896b62a08e147473789123f389d03d0b64dbd89ef0c
neutral/rep0393,2,False,,0.0,ebb3022e887bfaf98a6bdc44668e79f49f3227325e28051cc53d4f2e689605a6
neutral/rep0394,2,False,,0.0,2f839a011970d0e0690326aa7e4bc1ee65b5d83a16334e40bd488513572853c6
neutral/rep0395,1,False,,0.0,8327562f9fc664586fbf0f849384c4d4d64732fc1da483c4396df49522874b42
neutral/rep0396,2,False,,0.0,858e3dc70831e87b2d57026c6f3782da7e986eabcd0b7c6ec5fdfc96489e5b28
neutral/rep0397,3,False,,0.0,b062028b13738d693c106a8c1fc4aa5a9cf377c67a9834842d0d457e5dca97d2
neutral/rep0398,0,False,,0.0,385fbd57f2cf5e43eff5bd57a3e67d316974a9d18c1ca885f9ff28f07b7ff9d0
neutral/rep0399,4,False,,0.0,19969811e1e1e190499e0638c0a783804af8c7e2606e8ea3c59ca8ea6589e7eb
neutral/rep0400,1,True,5002102.0,0.045,d2fbac7cfa9d09c0930424a74769982f15e00eed6015a4f7e1a4c900fba2b5d8
neutral/rep0401,1,False,,0.0,4625b6edda01de82d332e5ffe29ada019a5504c16a147453eb1b9bcd74166323
neutral/rep0402,2,False,,0.0,7cd0e832c33c7f356b6ed4bfae107978726fff387b626a1cd1c5ad86623a21ea
neutral/rep0403,3,False,,0.0,cfb4ba5ac9b3eb2f9f13af23b9d6799bac28e090fd21b7240677aaaf01f4b647
neutral/rep0404,0,False,,0.0,98e4522ee9cede7b4b91e7f352240af55b349bf75426f1025a67a32fb4d4c8eb
neutral/rep0405,4,False,,0.0,4a734edf33b309ec0fec7ef9518358566a979e8ab7129733c61fb93b7f2295d5
neutral/rep0406,0,False,,0.0,7899447947db09a3c7b03fd28a1a91a538b2bd3516c13f11e3d69a756f168fc2
neutral/rep0407,0,False,,0.0,7c4719456fbbab2bd9b71a18bc8e4c4c4fd98aa33294704ce80a4afb275f6d26
neutral/rep0408,4,False,,0.0,19d76525c3ad4be36837217c71baa7a1a7670b7a71cc0e306386a24f99e0ec6a
neutral/rep0409,4,False,,0.0,ef16b811ecfcec3744fc80df7f2cf2f9d0cfeabbd67628ea5fa8f6e0d7f054b0
neutral/rep0410,0,False,,0.0,5484590431063d4225b3212d5b3891203aa8269917ba160a7f7daa0884fe8fa2
neutral/rep0411,4,True,4999138.0,0.1975,d1535756707bd92ace217fcb900f8ba9cb18ce1286bc157de446447f588ac027
neutral/rep0412,2,True,5000000.0,0.33,1f1a09da4becbd9fb3e322d7395ab44e303df021c8bf0d52cf3915b07adead58
neutral/rep0413,4,True,4999774.0,0.2025,5fe463d1e9170103dd24615e0c5ba65531baf0ed2aaaff69ff08ec4393e808d2
neutral/rep0414,4,False,,0.0,c519d2a93f2515429c3f78ce2d6aadaac8041a29a1e2588c354b08004c76aa67
neutral/rep0415,0,False,,0.0,2cddf3d52366732fb2aa86ab52e34ddf6179c9616c3a63ae6ec4e95dea2a506d
neutral/rep0416,3,True,5003568.0,0.1825,740d7a138db426bd2a48109e4957f08747e378aa2cd87c31e9be143958c2e5b7
neutral/rep0417,4,True,5002732.0,0.09,0fbefcb1891ea8aafb4b6293a35940bba49eae250cc6712f66ef1199c67567d1
neutral/rep0418,4,False,,0.0,19e5d90f013b0c402684b2df8112efde7985d7abe1937434544b4d00df2326f7
neutral/rep0419,4,False,,0.0,e47b0c0ad8ac12f636841722c3ecbf44ab7ffa6c18506bec160bfa74e4f838ce
neutral/rep0420,4,True,5000000.0,0.2975,0e3610208aef6821ee53fe2088ba174f5462facd1d927577c9f1fd6fdfe7c9f2
neutral/rep0421,4,False,,0.0,f19d1209467ef078b5df8b6dcca0197c712554b5e9116c854a796c369c170138
neutral/rep0422,3,False,,0.0,4616c9ef3005c91a51095f663dc2930bc36d75afbaaf8b733056b64186c65ef2
neutral/rep0423,3,True,4997290.0,0.1625,0b6fcd86ce63063b843e38bfcd5001b65d6b074f2f1cd6ba48539ab0b88627cd
neutral/rep0424,0,False,,0.0,89b770d51d16c994ce5fd0b2ab27de14761b02e766569a10ddf75a57c35b7503
neutral/rep0425,0,False,,0.0,8c0a909d92b082f70542bca629c5d03b2d0096b2bd940597824dde7028de3570
neutral/rep0426,1,False,,0.0,141c46c3d21239293b3bd43df5ac750cae14e98b2e8ff29fcc6c045cabde8ee9
neutral/rep0427,0,False,,0.0,15fd2dbd56a17eb81a7bb816b0514c68a03c9bae6409f0d11b19654cb87152a5
neutral/rep0428,4,False,,0.0,61a72dc056640935c53d8a2963daaa4df6e65cb98fa206004df41cacc4023274
neutral/rep0429,1,False,,0.0,14de5b1fee000dd6539eaf816b14559f6c2d664bc4d1a783d91c0b2571f13b9b
neutral/rep0430,2,False,,0.0,8d9b5f953ede41aff82a36be0a656ba2574b8600d1b1ea5219766b8b1117a415
neutral/rep0431,1,False,,0.0,e7aa74d27e806aa7d81d32ffd7431f4cb777c9813a65b234b0f336b9bffccb4a
neutral/rep0432,4,False,,0.0,ee3e049a48843f1a61d661ecca821ce4121569ca77c2ad44aaad8c54a36cfb04
neutral/rep0433,2,False,,0.0,9109201e26d6e5ef82e198e69cef8393809a4956a95490d5c742e45f544e52d3
neutral/rep0434,0,False,,0.0,f8fa427a303631d1ed640b2b3abce2ece5b1e1b447d9f2beb23abcfb38adb32a
neutral/rep0435,4,False,,0.0,ea1d6da4d52acbdd1027b675821cad85b36d385e787ef78e48b60cda38c157db
neutral/rep0436,2,False,,0.0,c1d260abbc7d3c0dec85bbe3e46b16336aaa8876db4071b22bf115c8d8f8678a
neutral/rep0437,0,False,,0.0,5379990e72b0aa4e6789a6e2e73db927f02e8554a688711fe721f844339ee2fb
neutral/rep0438,4,False,,0.0,d5bfa57c7384482d24429b55454be8bd66e85b4ca1738a5f5d1447b33c625174
neutral/rep0439,3,False,,0.0,2b64aa6eb4a3e11b67436d2daaee23739b26faff57d37913117e7411aca1bfe4
neutral/rep0440,4,False,,0.0,f97869aca5182b88ac67fb08e23c0c3d736803a2331902662718aa9d9f303593
neutral/rep0441,3,False,,0.0,5f04f6b6c534cbbfff04c6e341442f29e3eb4eb9ed1cb02ace5c3722b78eb71c
neutral/rep0442,1,False,,0.0,a46328e663e7ce60b3f6b33202afb7c095cd55a3608ee8a1b9c3bee3ef1f84b9
neutral/rep0443,2,False,,0.0,3624faef9589d95a0fb4112fbbcfdcb25af6b2eb47cbf411070ceee82668ffa8
