position_0based	focal_carrier_copies	pair_class	n_pairs	mean_tmrca_generations	standard_error_generations	ci95_lower_generations	ci95_upper_generations	selected_attempt	population_focal_allele_frequency	sample_focal_allele_frequency
2450000.0	0	hom_ref	1603	8658.548374882224	86.9682706765106	8489.634183912305	8830.823370722286	39	0.107825	0.10325
2450000.0	2	hom_alt	16	7343.822099172259	981.3097627348113	5523.6945584110845	9763.704791056469	39	0.107825	0.10325
2500000.0	0	hom_ref	1603	10670.411909606242	121.20076585420755	10435.311815038482	10910.808640771495	39	0.107825	0.10325
2500000.0	2	hom_alt	16	9897.886892289709	1377.4964304256637	7357.247179828026	13315.87243679509	39	0.107825	0.10325
2550000.0	0	hom_ref	1603	17185.381483252408	247.25303462662887	16707.187116270212	17677.262765394058	39	0.107825	0.10325
2550000.0	2	hom_alt	16	16697.412800231516	2947.108094484286	11462.15867395026	24323.829581504982	39	0.107825	0.10325
2600000.0	0	hom_ref	1603	21556.64678161524	373.0411269348759	20837.225565329285	22300.90656793153	39	0.107825	0.10325
2600000.0	2	hom_alt	16	20725.89491754721	3971.0645241792013	13776.991113770238	31179.719619899963	39	0.107825	0.10325
2650000.0	0	hom_ref	1603	10198.168212671753	100.87567131339613	10002.21312180098	10397.962293691065	39	0.107825	0.10325
2650000.0	2	hom_alt	16	9682.746558854493	1278.7977416613392	7307.093776487563	12830.76196786895	39	0.107825	0.10325
2700000.0	0	hom_ref	1603	26412.31540292851	471.9678602654511	25502.61145471496	27354.469411202183	39	0.107825	0.10325
2700000.0	2	hom_alt	16	13033.841664738713	4075.3290380321027	6693.2708759135	25380.868590395035	39	0.107825	0.10325
2750000.0	0	hom_ref	1603	43375.12239004501	1136.2290981842	41202.75738983415	45662.02267850106	39	0.107825	0.10325
2750000.0	2	hom_alt	16	43121.260885159674	11455.976880626427	24477.54982936406	75965.24788176935	39	0.107825	0.10325
2800000.0	0	hom_ref	1603	16776.67103064807	308.96915196402995	16181.459926496602	17393.77609616733	39	0.107825	0.10325
2800000.0	2	hom_alt	16	18956.509459632627	3702.9841296158193	12500.73977790483	28746.23880486612	39	0.107825	0.10325
2850000.0	0	hom_ref	1603	13793.222509185533	227.46002346468708	13354.210317216844	14246.666981320473	39	0.107825	0.10325
2850000.0	2	hom_alt	16	11127.951576586009	2184.5346825410056	7323.101908337913	16909.679510243	39	0.107825	0.10325
2900000.0	0	hom_ref	1603	13142.356297070653	270.6136175291053	12622.138329553864	13684.01490536173	39	0.107825	0.10325
2900000.0	2	hom_alt	16	11903.966407862878	2813.312809383929	7193.209915857897	19699.74710832938	39	0.107825	0.10325
2950000.0	0	hom_ref	1603	13197.797065611903	217.19704160030327	12778.579319419725	13630.767789684445	39	0.107825	0.10325
2950000.0	2	hom_alt	16	11811.329547579327	2490.992910847778	7534.854098499164	18514.95780247535	39	0.107825	0.10325
3000000.0	0	hom_ref	1603	23742.430682417515	441.127915974643	22892.75853157569	24623.638690457166	39	0.107825	0.10325
3000000.0	2	hom_alt	16	20322.0361397141	4485.417613406833	12695.64221413184	32529.67797124447	39	0.107825	0.10325
3050000.0	0	hom_ref	1603	11568.813490405772	314.97937831200875	10967.205435907224	12203.422864461309	39	0.107825	0.10325
3050000.0	2	hom_alt	16	12025.725044461113	3242.5042015210884	6768.936317493331	21364.961356075233	39	0.107825	0.10325
3100000.0	0	hom_ref	1603	18645.040375295634	355.01861564366965	17961.53372207834	19354.557131671212	39	0.107825	0.10325
3100000.0	2	hom_alt	16	17225.668391248924	3806.5922386639036	10755.152857599589	27588.975763892322	39	0.107825	0.10325
3150000.0	0	hom_ref	1603	7650.485502147133	86.42781092721762	7482.826425395424	7821.901122806078	39	0.107825	0.10325
3150000.0	2	hom_alt	16	7258.736802726034	1003.163894841058	5406.692796622822	9745.192107855768	39	0.107825	0.10325
3200000.0	0	hom_ref	1603	23630.93444144115	352.0639021554399	22950.372424703277	24331.677597293256	39	0.107825	0.10325
3200000.0	2	hom_alt	16	15002.663156629067	4229.298458817851	8226.538437985193	27360.220035196337	39	0.107825	0.10325
3250000.0	0	hom_ref	1603	14897.149893366242	375.1730007509796	14179.148079583465	15651.50978745835	39	0.107825	0.10325
3250000.0	2	hom_alt	16	9788.547938831114	3174.3070653242225	4903.797750450146	19539.074738961128	39	0.107825	0.10325
3300000.0	0	hom_ref	1603	7174.220004494384	169.70718515856115	6848.952811259421	7514.934631798541	39	0.107825	0.10325
3300000.0	2	hom_alt	16	4376.024303231595	1333.175447436549	2285.9574387478365	8377.053910926272	39	0.107825	0.10325
3350000.0	0	hom_ref	1603	17061.442902820356	248.66763265516923	16580.600637751137	17556.22973412866	39	0.107825	0.10325
3350000.0	2	hom_alt	16	15441.808630968198	2718.944150392375	10609.818812675288	22474.413371750918	39	0.107825	0.10325
3400000.0	0	hom_ref	1603	18133.96339206522	357.5465706711992	17446.043101322804	18849.009279349306	39	0.107825	0.10325
3400000.0	2	hom_alt	16	17816.574181735574	3693.431786610576	11453.243586685645	27715.320395551375	39	0.107825	0.10325
3450000.0	0	hom_ref	1603	13967.508173592663	260.07341550720713	13466.59113683326	14487.057830527896	39	0.107825	0.10325
3450000.0	2	hom_alt	16	15660.015357871824	2802.444836036448	10693.92896494176	22932.27136749706	39	0.107825	0.10325
3500000.0	0	hom_ref	1603	16421.08180761612	261.4486737425905	15916.189110802043	16941.990689807335	39	0.107825	0.10325
3500000.0	2	hom_alt	16	12706.10409035986	2920.528429322463	7784.726995742119	20738.695299573443	39	0.107825	0.10325
3550000.0	0	hom_ref	1603	13754.806431694884	143.18323780374638	13476.808005800762	14038.539384990921	39	0.107825	0.10325
3550000.0	2	hom_alt	16	11716.609157698244	1668.8127938876346	8648.813330058736	15872.574064831395	39	0.107825	0.10325
3600000.0	0	hom_ref	1603	12606.277875850066	360.22589022008833	11919.150399923654	13333.017585226946	39	0.107825	0.10325
3600000.0	2	hom_alt	16	7804.540896385543	2802.935367847508	3629.9305402410896	16780.171942163095	39	0.107825	0.10325
3650000.0	0	hom_ref	1603	13086.165693859444	207.45490690297785	12685.515465376	13499.46977200489	39	0.107825	0.10325
3650000.0	2	hom_alt	16	11543.812437437899	2344.2562166737025	7488.03267185966	17796.344037271778	39	0.107825	0.10325
3700000.0	0	hom_ref	1603	19575.82145594632	335.6954409794997	18928.32360834725	20245.46883307163	39	0.107825	0.10325
3700000.0	2	hom_alt	16	20605.612145307452	4027.861418272319	13584.378672178056	31255.846301784888	39	0.107825	0.10325
3750000.0	0	hom_ref	1603	33368.026313999835	657.5387443944122	32102.90656859539	34683.00222949256	39	0.107825	0.10325
3750000.0	2	hom_alt	16	36480.82434073348	6883.152672870139	24401.088453779033	54540.62211611472	39	0.107825	0.10325
3800000.0	0	hom_ref	1603	29229.15507912683	734.7689738844083	27822.899683124597	30706.48697187483	39	0.107825	0.10325
3800000.0	2	hom_alt	16	47857.101002630756	8836.502615261239	32286.88803565751	70935.98224290309	39	0.107825	0.10325
3850000.0	0	hom_ref	1603	24161.293154759398	594.681406385585	23022.56608324653	25356.343198208044	39	0.107825	0.10325
3850000.0	2	hom_alt	16	14243.439429599272	5320.150940020059	6424.804087315857	31576.92655332316	39	0.107825	0.10325
3900000.0	0	hom_ref	1603	12763.988502734765	208.56699735430618	12361.381964953081	13179.707815829444	39	0.107825	0.10325
3900000.0	2	hom_alt	16	13190.029612639551	2196.911541216042	9248.396393663978	18811.572706972078	39	0.107825	0.10325
3950000.0	0	hom_ref	1603	22981.924129461844	576.9787502773165	21877.62451119966	24141.96460963843	39	0.107825	0.10325
3950000.0	2	hom_alt	16	17847.73774341744	5816.475937045672	8910.670692954425	35748.3463966046	39	0.107825	0.10325
4000000.0	0	hom_ref	1603	17333.5334185062	262.54907891160923	16826.132317749827	17856.23547328973	39	0.107825	0.10325
4000000.0	2	hom_alt	16	19804.77490034127	3396.5675843805384	13740.864840654589	28544.717774438308	39	0.107825	0.10325
4050000.0	0	hom_ref	1603	17181.684490498068	637.5532665934907	15975.58220385987	18478.84341014476	39	0.107825	0.10325
4050000.0	2	hom_alt	16	35442.91306058601	9583.664712458854	19917.232555523588	63071.01565030831	39	0.107825	0.10325
4100000.0	0	hom_ref	1603	39527.952869800814	974.3024230356485	37662.371973924295	41485.94409186362	39	0.107825	0.10325
4100000.0	2	hom_alt	16	24897.676106326027	9079.07146830404	11444.736527015217	54164.1368529771	39	0.107825	0.10325
4150000.0	0	hom_ref	1603	23739.38549586709	497.48060863657616	22783.386433763462	24735.49862132122	39	0.107825	0.10325
4150000.0	2	hom_alt	16	8847.599476331136	3878.3937422748804	3475.761464456921	22521.688353491783	39	0.107825	0.10325
4200000.0	0	hom_ref	1603	24787.48357247794	449.58436278692403	23921.149809304658	25685.192674846752	39	0.107825	0.10325
4200000.0	2	hom_alt	16	21960.88162257817	5434.258573610983	12959.535432139202	37214.32177613813	39	0.107825	0.10325
4250000.0	0	hom_ref	1603	13585.676817262283	211.00753015021462	13178.037733510244	14005.925488720972	39	0.107825	0.10325
4250000.0	2	hom_alt	16	7413.171078118668	1961.744305582473	4217.378421796368	13030.631813696076	39	0.107825	0.10325
4300000.0	0	hom_ref	1603	35115.04550194375	848.2241418829623	33490.09857746484	36818.835207409575	39	0.107825	0.10325
4300000.0	2	hom_alt	16	42580.80587652969	10191.856044676024	25565.25289950641	70921.45875582992	39	0.107825	0.10325
4350000.0	0	hom_ref	1603	12141.559296481879	143.89404661336417	11862.57408963659	12427.105705394308	39	0.107825	0.10325
4350000.0	2	hom_alt	16	9874.030368038195	2047.1325009777638	6347.147635804874	15360.675582674874	39	0.107825	0.10325
4400000.0	0	hom_ref	1603	17150.527814598212	358.8359093209107	16460.93735596578	17869.006968348884	39	0.107825	0.10325
4400000.0	2	hom_alt	16	10531.408853742361	3547.2421361171237	5136.832003226081	21591.239965610694	39	0.107825	0.10325
4450000.0	0	hom_ref	1603	10210.672255570857	110.24109231388154	9996.713817222679	10429.210020103355	39	0.107825	0.10325
4450000.0	2	hom_alt	16	7445.228509361941	1521.8199278272773	4815.792946088192	11510.342777847642	39	0.107825	0.10325
4500000.0	0	hom_ref	1603	9874.850037946126	114.66797976048055	9652.477057023769	10102.346029506287	39	0.107825	0.10325
4500000.0	2	hom_alt	16	3440.481579897646	1202.650567123636	1633.2053209411567	7247.657933660062	39	0.107825	0.10325
4505000.0	0	hom_ref	1603	11187.077924144003	177.40822132877082	10844.457562049289	11540.523051963537	39	0.107825	0.10325
4505000.0	2	hom_alt	16	2960.5300988043764	974.2235363708061	1468.1026784546405	5970.112713882261	39	0.107825	0.10325
4510000.0	0	hom_ref	1603	18755.70950907717	256.39117151033486	18259.49434094704	19265.409688811935	39	0.107825	0.10325
4510000.0	2	hom_alt	16	8777.567811180066	3008.3702667319476	4227.789527707632	18223.63582078309	39	0.107825	0.10325
4515000.0	0	hom_ref	1603	20109.002608416784	265.43879486668123	19595.040993564544	20636.44500861815	39	0.107825	0.10325
4515000.0	2	hom_alt	16	9302.025930985823	3164.629050184317	4504.580605221145	19208.821864668298	39	0.107825	0.10325
4520000.0	0	hom_ref	1603	24760.806643628443	362.1221727144313	24060.614385458975	25481.3753223891	39	0.107825	0.10325
4520000.0	2	hom_alt	16	11788.402872746472	4111.109216700023	5605.737467502206	24790.037545603733	39	0.107825	0.10325
4525000.0	0	hom_ref	1603	27874.915180074586	565.4235775869703	26787.640321811446	29006.32108546279	39	0.107825	0.10325
4525000.0	2	hom_alt	16	14952.375810976846	5759.11632541871	6579.196662870836	33981.890776180124	39	0.107825	0.10325
4530000.0	0	hom_ref	1603	13340.686520207444	177.04004434153796	12997.91256088065	13692.499930033866	39	0.107825	0.10325
4530000.0	2	hom_alt	16	6673.217157256378	2189.415674510694	3316.1180614520586	13428.902832368203	39	0.107825	0.10325
4535000.0	0	hom_ref	1603	13613.685217297301	180.25987080979826	13264.667139617128	13971.88661011576	39	0.107825	0.10325
4535000.0	2	hom_alt	16	6673.217157256378	2189.415674510694	3316.1180614520586	13428.902832368203	39	0.107825	0.10325
4540000.0	0	hom_ref	1603	13537.171223858006	180.19281645993092	13188.306784567578	13895.264019675886	39	0.107825	0.10325
4540000.0	2	hom_alt	16	6673.217157256378	2189.415674510694	3316.1180614520586	13428.902832368203	39	0.107825	0.10325
4545000.0	0	hom_ref	1603	37617.29150802656	866.288183521312	35955.9187693893	39355.429337674	39	0.107825	0.10325
4545000.0	2	hom_alt	16	22406.07163946225	8321.93092014719	10152.1099829923	49451.0054711545	39	0.107825	0.10325
4550000.0	0	hom_ref	1603	23345.747516383002	496.75031831249913	22391.451222582284	24340.714752290565	39	0.107825	0.10325
4550000.0	2	hom_alt	16	16678.42291472499	5453.763663142585	8307.362300953122	33484.73087426421	39	0.107825	0.10325
4555000.0	0	hom_ref	1603	16292.236610327192	298.26901459757784	15717.577549049147	16887.906099941185	39	0.107825	0.10325
4555000.0	2	hom_alt	16	8637.235061292444	2841.715727331365	4283.710091611946	17415.237704834286	39	0.107825	0.10325
4560000.0	0	hom_ref	1603	16212.879853355884	259.71891783170855	15711.375387040109	16730.39225809455	39	0.107825	0.10325
4560000.0	2	hom_alt	16	5800.288711894213	1954.3307788583757	2828.4924951360454	11894.445256326988	39	0.107825	0.10325
4565000.0	0	hom_ref	1603	22883.92707714021	460.2268264503035	21998.789981790498	23804.678298458337	39	0.107825	0.10325
4565000.0	2	hom_alt	16	5800.288711894213	1954.3307788583757	2828.4924951360454	11894.445256326988	39	0.107825	0.10325
4570000.0	0	hom_ref	1603	22324.389643241317	526.6273497698062	21314.971590848265	23381.610940417228	39	0.107825	0.10325
4570000.0	2	hom_alt	16	10842.051870913765	4571.760452342345	4413.488507128646	26634.280021737526	39	0.107825	0.10325
4575000.0	0	hom_ref	1603	20811.13024815461	518.7710477420407	19818.064262365304	21853.9579078933	39	0.107825	0.10325
4575000.0	2	hom_alt	16	10303.174629263101	4611.940693786099	3968.4105685174586	26750.10702855501	39	0.107825	0.10325
4580000.0	0	hom_ref	1603	9268.565514588663	154.62405233868947	8970.187202778425	9576.868883139206	39	0.107825	0.10325
4580000.0	2	hom_alt	16	7559.5870613177685	2557.11173140469	3676.0205881657007	15545.983806951146	39	0.107825	0.10325
4585000.0	0	hom_ref	1603	14083.19558740384	250.7328600180853	13599.88460640674	14583.68241298438	39	0.107825	0.10325
4585000.0	2	hom_alt	16	7099.631481915532	2383.0556077046444	3471.55470153933	14519.364236621721	39	0.107825	0.10325
4590000.0	0	hom_ref	1603	16659.35373736172	308.7263643692139	16064.67708620177	17276.04392278303	39	0.107825	0.10325
4590000.0	2	hom_alt	16	5389.638370712733	2051.7368852229038	2394.260414654087	12132.43204008607	39	0.107825	0.10325
4595000.0	0	hom_ref	1603	18786.53507948014	387.55307770525036	18041.544694949356	19562.28838827421	39	0.107825	0.10325
4595000.0	2	hom_alt	16	8029.310007156592	2981.5716605856583	3638.6571621630655	17718.02517187405	39	0.107825	0.10325
4600000.0	0	hom_ref	1603	40571.446837219366	928.5839866636702	38790.357768068105	42434.315978913844	39	0.107825	0.10325
4600000.0	2	hom_alt	16	21050.990704041935	8705.812653810879	8718.689146181783	50826.93076811073	39	0.107825	0.10325
4605000.0	0	hom_ref	1603	29418.263962005738	740.3304922492127	28001.402355294333	30906.81829278506	39	0.107825	0.10325
4605000.0	2	hom_alt	16	12977.766676448162	5546.508820728367	5218.902269554357	32271.619434389213	39	0.107825	0.10325
4610000.0	0	hom_ref	1603	17987.787645109485	497.89891767844495	17037.223582587816	18991.386876922537	39	0.107825	0.10325
4610000.0	2	hom_alt	16	3452.6738421234304	1259.066248721881	1587.0640450649903	7511.326777990996	39	0.107825	0.10325
4615000.0	0	hom_ref	1603	23754.170854817887	432.8829142388021	22920.090060535164	24618.604530330736	39	0.107825	0.10325
