# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	18
16	17
32	33
58	59
70	71
86	87
100	101
102	103
116	117
120	121
132	133
138	139
150	151
162	163
166	167
170	171
174	175
186	187
192	193
