haplotypes,source,method,cutoff_years,policy,target,mode,n,called,region_call_rate
400,truth,maximum_frac_recent,50000,neutral_target,0.05,neutral,1000,55,0.055
400,truth,maximum_frac_recent,50000,neutral_target,0.05,selected,100,45,0.45
400,truth,maximum_frac_recent,50000,neutral_target,0.1,neutral,1000,106,0.106
400,truth,maximum_frac_recent,50000,neutral_target,0.1,selected,100,47,0.47
400,truth,maximum_frac_recent,50000,selected_target,0.7,neutral,1000,259,0.259
400,truth,maximum_frac_recent,50000,selected_target,0.7,selected,100,68,0.68
400,truth,maximum_standardized_frac_recent,5000,neutral_target,0.01,neutral,1000,7,0.007
400,truth,maximum_standardized_frac_recent,5000,neutral_target,0.01,selected,100,1,0.01
400,truth,maximum_standardized_frac_recent,5000,neutral_target,0.05,neutral,1000,47,0.047
400,truth,maximum_standardized_frac_recent,5000,neutral_target,0.05,selected,100,1,0.01
400,truth,maximum_standardized_frac_recent,5000,neutral_target,0.1,neutral,1000,92,0.092
400,truth,maximum_standardized_frac_recent,5000,neutral_target,0.1,selected,100,3,0.03
400,truth,maximum_standardized_frac_recent,5000,selected_target,0.7,neutral,1000,756,0.756
400,truth,maximum_standardized_frac_recent,5000,selected_target,0.7,selected,100,67,0.67
400,truth,maximum_standardized_frac_recent,10000,neutral_target,0.01,neutral,1000,11,0.011
400,truth,maximum_standardized_frac_recent,10000,neutral_target,0.01,selected,100,0,0.0
400,truth,maximum_standardized_frac_recent,10000,neutral_target,0.05,neutral,1000,50,0.05
400,truth,maximum_standardized_frac_recent,10000,neutral_target,0.05,selected,100,3,0.03
400,truth,maximum_standardized_frac_recent,10000,neutral_target,0.1,neutral,1000,94,0.094
400,truth,maximum_standardized_frac_recent,10000,neutral_target,0.1,selected,100,5,0.05
400,truth,maximum_standardized_frac_recent,10000,selected_target,0.7,neutral,1000,669,0.669
400,truth,maximum_standardized_frac_recent,10000,selected_target,0.7,selected,100,70,0.7
400,truth,maximum_standardized_frac_recent,20000,neutral_target,0.01,neutral,1000,7,0.007
400,truth,maximum_standardized_frac_recent,20000,neutral_target,0.01,selected,100,5,0.05
400,truth,maximum_standardized_frac_recent,20000,neutral_target,0.05,neutral,1000,55,0.055
400,truth,maximum_standardized_frac_recent,20000,neutral_target,0.05,selected,100,11,0.11
400,truth,maximum_standardized_frac_recent,20000,neutral_target,0.1,neutral,1000,104,0.104
400,truth,maximum_standardized_frac_recent,20000,neutral_target,0.1,selected,100,17,0.17
400,truth,maximum_standardized_frac_recent,20000,selected_target,0.7,neutral,1000,616,0.616
400,truth,maximum_standardized_frac_recent,20000,selected_target,0.7,selected,100,71,0.71
400,truth,maximum_standardized_frac_recent,30000,neutral_target,0.01,neutral,1000,8,0.008
400,truth,maximum_standardized_frac_recent,30000,neutral_target,0.01,selected,100,5,0.05
400,truth,maximum_standardized_frac_recent,30000,neutral_target,0.05,neutral,1000,46,0.046
400,truth,maximum_standardized_frac_recent,30000,neutral_target,0.05,selected,100,9,0.09
400,truth,maximum_standardized_frac_recent,30000,neutral_target,0.1,neutral,1000,88,0.088
400,truth,maximum_standardized_frac_recent,30000,neutral_target,0.1,selected,100,17,0.17
400,truth,maximum_standardized_frac_recent,30000,selected_target,0.7,neutral,1000,493,0.493
400,truth,maximum_standardized_frac_recent,30000,selected_target,0.7,selected,100,68,0.68
400,truth,maximum_standardized_frac_recent,40000,neutral_target,0.01,neutral,1000,7,0.007
400,truth,maximum_standardized_frac_recent,40000,neutral_target,0.01,selected,100,8,0.08
400,truth,maximum_standardized_frac_recent,40000,neutral_target,0.05,neutral,1000,45,0.045
400,truth,maximum_standardized_frac_recent,40000,neutral_target,0.05,selected,100,24,0.24
400,truth,maximum_standardized_frac_recent,40000,neutral_target,0.1,neutral,1000,99,0.099
400,truth,maximum_standardized_frac_recent,40000,neutral_target,0.1,selected,100,32,0.32
400,truth,maximum_standardized_frac_recent,40000,selected_target,0.7,neutral,1000,547,0.547
400,truth,maximum_standardized_frac_recent,40000,selected_target,0.7,selected,100,72,0.72
400,truth,maximum_standardized_frac_recent,50000,neutral_target,0.01,neutral,1000,6,0.006
400,truth,maximum_standardized_frac_recent,50000,neutral_target,0.01,selected,100,26,0.26
400,truth,maximum_standardized_frac_recent,50000,neutral_target,0.05,neutral,1000,56,0.056
400,truth,maximum_standardized_frac_recent,50000,neutral_target,0.05,selected,100,42,0.42
400,truth,maximum_standardized_frac_recent,50000,neutral_target,0.1,neutral,1000,104,0.104
400,truth,maximum_standardized_frac_recent,50000,neutral_target,0.1,selected,100,45,0.45
400,truth,maximum_standardized_frac_recent,50000,selected_target,0.7,neutral,1000,283,0.283
400,truth,maximum_standardized_frac_recent,50000,selected_target,0.7,selected,100,69,0.69
