# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	22
14	15
24	25
26	27
38	39
46	47
54	55
56	57
74	75
82	83
92	93
94	95
112	113
128	129
142	143
148	149
154	155
162	163
174	175
184	185
186	187
192	193
194	195
