demography_id	target_allele_frequency	statistic_scope	metric	statistic	threshold_years	selection_coefficient	n_selected	n_neutral	mean_selected_score	mean_neutral_score	mean_selected_minus_neutral	mean_difference_ci95_low	mean_difference_ci95_high	roc_auc	roc_auc_ci95_low	roc_auc_ci95_high	bootstrap_draws	bootstrap_seed	difference_bootstrap_seed	mann_whitney_u	mann_whitney_p_upper	mean_unit_label_permutation_p_upper	auc_unit_label_permutation_p_upper	unit_label_permutation_draws	unit_label_permutation_seed	mean_unit_label_permutation_exceedances	auc_unit_label_permutation_exceedances	unit_label_permutation_method	unit_label_permutation_family	neutral_bank_scope	mann_whitney_bh_q_upper	mann_whitney_global_bh_q_upper	mean_unit_label_permutation_bh_q_upper	mean_unit_label_permutation_global_bh_q_upper	auc_unit_label_permutation_bh_q_upper	auc_unit_label_permutation_global_bh_q_upper
eas_phlash_median	0.3	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	50000	0.005	10	100	0.852897847937	0.692267061827	0.16063078611	0.105429715076	0.221203111544	0.803	0.689	0.907	2000	1753489672	1015799601	803	0.000829738308169	0.0008	0.0009	9999	409472888	7	8	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.00398254315149	0.00516702242674	0.0028	0.00448	0.0042	0.00504
eas_phlash_median	0.3	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	50000	0.01	10	100	0.930389252425	0.692267061827	0.238122190597	0.201236726673	0.277874850267	0.963	0.923	0.992	2000	16591104	1058008457	963	7.59020413948e-07	0.0001	0.0001	9999	4291826498	0	0	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	8.85523816272e-07	1.06262857953e-05	0.0001	0.0012	0.0001	0.000933333333333
eas_phlash_median	0.3	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	1000	0.005	10	100	0.0344944459313	0.0177733387938	0.0167211071375	0.00264048185491	0.0314143925782	0.723	0.554	0.879	2000	1318495779	3415205970	723	0.0103490970911	0.0235	0.0103	9999	409472888	234	102	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.0103490970911	0.0271663798642	0.0235	0.0519473684211	0.0103	0.0270375
eas_phlash_median	0.3	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	1000	0.01	10	100	0.0582971971557	0.0177733387938	0.0405238583619	0.0289329374545	0.0530578854323	0.917	0.848	0.97	2000	3427941412	3125579421	917	7.43650390552e-06	0.0001	0.0001	9999	4291826498	0	0	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	1.04111054677e-05	0.000124933265613	0.000116666666667	0.00084	0.000116666666667	0.00105
eas_phlash_median	0.3	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	4500	0.005	10	100	0.144879125298	0.0717102134631	0.0731689118348	0.0231023113931	0.1232838732	0.749	0.595975	0.894025	2000	767346437	2382771958	749	0.00488620585544	0.0022	0.0054	9999	409472888	21	53	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.00570057349801	0.0156659763268	0.00256666666667	0.007392	0.0063	0.0159310344828
eas_phlash_median	0.3	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	4500	0.01	10	100	0.236711969202	0.0717102134631	0.165001755739	0.126113360722	0.204877804689	0.96	0.904	0.996	2000	733225625	1800516410	960	8.86763261643e-07	0.0001	0.0001	9999	4291826498	0	0	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	3.10367141575e-06	3.7244056989e-05	0.000116666666667	0.00084	0.000116666666667	0.00105
eas_phlash_median	0.3	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	10000	0.005	10	100	0.273039524342	0.13651183978	0.136527684562	0.0595743965295	0.217999458623	0.766	0.618975	0.905025	2000	1420048105	1504775160	766	0.00288531618663	0.0012	0.0036	9999	409472888	11	35	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.00403944266128	0.010877963358	0.00168	0.0048	0.00504	0.0126
eas_phlash_median	0.3	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	10000	0.01	10	100	0.404198110232	0.13651183978	0.267686270452	0.207973774853	0.328430863416	0.967	0.917975	0.999	2000	107321729	607702179	967	6.15951788419e-07	0.0001	0.0001	9999	4291826498	0	0	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	3.10367141575e-06	3.7244056989e-05	0.000116666666667	0.00084	0.000116666666667	0.00105
eas_phlash_median	0.3	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	20000	0.005	10	100	0.41734851133	0.213092741838	0.204255769492	0.10161615197	0.312913260486	0.78	0.632	0.905	2000	2739213857	3062001751	780	0.00182980703903	0.0006	0.0027	9999	409472888	5	26	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.0032021623183	0.00768518956393	0.00105	0.00296470588235	0.004725	0.0106909090909
eas_phlash_median	0.3	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	20000	0.01	10	100	0.535550723281	0.213092741838	0.322457981443	0.251810690692	0.392645223385	0.948	0.891975	0.991	2000	1109077254	269183220	948	1.63662645674e-06	0.0001	0.0001	9999	4291826498	0	0	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	3.81879506573e-06	4.58255407887e-05	0.000116666666667	0.00084	0.000116666666667	0.00105
