genotype_class	method	threshold_years	af_bin	af_low	af_mid	n_replicates	mean_statistic	null_mean	auc	power_rule
noncarrier_noncarrier	truth	40000.0	[0.75, 0.9)	0.75	0.8289877300613497	163	0.250502050299567	0.15520733333333334	0.8012576687116564	0.1411042944785276
noncarrier_noncarrier	truth	40000.0	[0.9, 1.01)	0.9	0.9127358490566035	53	0.2723682895182476	0.15520733333333334	0.7185220125786165	0.20754716981132076
noncarrier_noncarrier	truth	50000.0	[0.0, 0.05)	0.0	0.017342342342342342	111	0.20044146177055053	0.20062233333333335	0.4979879879879881	0.009009009009009009
noncarrier_noncarrier	truth	50000.0	[0.05, 0.15)	0.05	0.0938235294117647	51	0.2069255152988091	0.20062233333333335	0.5178431372549019	0.0196078431372549
noncarrier_noncarrier	truth	50000.0	[0.15, 0.3)	0.15	0.22006024096385543	83	0.19922766997936783	0.20062233333333335	0.5076305220883534	0.012048192771084338
noncarrier_noncarrier	truth	50000.0	[0.3, 0.45)	0.3	0.37419354838709673	93	0.23671379684055502	0.20062233333333335	0.6365591397849462	0.021505376344086023
noncarrier_noncarrier	truth	50000.0	[0.45, 0.6)	0.45	0.516651376146789	109	0.23316329130217014	0.20062233333333335	0.6269113149847094	0.01834862385321101
noncarrier_noncarrier	truth	50000.0	[0.6, 0.75)	0.6	0.6731060606060607	132	0.25596384665522814	0.20062233333333335	0.687020202020202	0.06818181818181818
noncarrier_noncarrier	truth	50000.0	[0.75, 0.9)	0.75	0.8289877300613497	163	0.2951900245950528	0.20062233333333335	0.7815439672801637	0.147239263803681
noncarrier_noncarrier	truth	50000.0	[0.9, 1.01)	0.9	0.9127358490566035	53	0.3152307399841806	0.20062233333333335	0.6992452830188677	0.2641509433962264
noncarrier_noncarrier	truth	75000.0	[0.0, 0.05)	0.0	0.017342342342342342	111	0.298691734992861	0.28886799999999996	0.5473573573573574	0.009009009009009009
noncarrier_noncarrier	truth	75000.0	[0.05, 0.15)	0.05	0.0938235294117647	51	0.2906916500531321	0.28886799999999996	0.530718954248366	0.0
