threshold_years	genotype_class	window_bp	af_bin	n	mean_statistic	null_mean	null_sd	auc	power
50000.0	overall	500000	[0.25, 0.45)	121	0.210709139523578	0.20021296078431372	0.034185078096683634	0.6035537190082646	0.0
50000.0	overall	500000	[0.45, 0.6)	109	0.2371874797625472	0.20021296078431372	0.034185078096683634	0.7279510703363917	0.10091743119266056
50000.0	overall	500000	[0.6, 1.01)	453	0.34368347400770466	0.20021296078431372	0.034185078096683634	0.9239514348785871	0.46578366445916114
50000.0	overall	1000000	[0.0, 0.15)	162	0.20131211343356556	0.20210666666666668	0.02765517985369916	0.46506172839506177	0.012345679012345678
50000.0	overall	1000000	[0.15, 0.25)	55	0.19376370837083712	0.20210666666666668	0.02765517985369916	0.4146666666666666	0.0
50000.0	overall	1000000	[0.25, 0.45)	121	0.20603473529171099	0.20210666666666668	0.02765517985369916	0.5593112947658402	0.0
50000.0	overall	1000000	[0.45, 0.6)	109	0.2231541647742756	0.20210666666666668	0.02765517985369916	0.6594189602446483	0.07339449541284404
50000.0	overall	1000000	[0.6, 1.01)	453	0.28805952615129066	0.20210666666666668	0.02765517985369916	0.879484915378955	0.2980132450331126
50000.0	overall	2000000	[0.0, 0.15)	162	0.2029477151280634	0.20258396683250415	0.021194721292360892	0.49744855967078194	0.012345679012345678
50000.0	overall	2000000	[0.15, 0.25)	55	0.19928802351876979	0.20258396683250415	0.021194721292360892	0.45957575757575747	0.0
50000.0	overall	2000000	[0.25, 0.45)	121	0.20551791867110727	0.20258396683250415	0.021194721292360892	0.5500275482093664	0.0
50000.0	overall	2000000	[0.45, 0.6)	109	0.21302533661965406	0.20258396683250415	0.021194721292360892	0.6185932721712537	0.03669724770642202
50000.0	overall	2000000	[0.6, 1.01)	453	0.24858293411529547	0.20258396683250415	0.021194721292360892	0.8225018395879323	0.26048565121412803
50000.0	overall	4000000	[0.0, 0.15)	162	0.20283684153813	0.20312935743973398	0.015909101862557503	0.5009465020576132	0.0
50000.0	overall	4000000	[0.15, 0.25)	55	0.20215909771026982	0.20312935743973398	0.015909101862557503	0.49303030303030304	0.0
50000.0	overall	4000000	[0.25, 0.45)	121	0.2059120360256384	0.20312935743973398	0.015909101862557503	0.5577685950413223	0.0
50000.0	overall	4000000	[0.45, 0.6)	109	0.20792785009952183	0.20312935743973398	0.015909101862557503	0.5856269113149847	0.009174311926605505
50000.0	overall	4000000	[0.6, 1.01)	453	0.22518279301745636	0.20312935743973398	0.015909101862557503	0.7557321559970567	0.1280353200883002
