arm	method	genotype_class	threshold_years	quantile	statistic	null_mean	n_neutral_exceeding	p_corrected	significant_rule
denovo_s0p003	decode_meanp	overall	30000.0	0.25	0.1640299287	0.19414361391813334	175	0.584717607973422	False
denovo_s0p003	decode_meanp	overall	30000.0	0.5	0.193804629	0.19414361391813334	118	0.3953488372093023	False
denovo_s0p003	decode_meanp	overall	30000.0	0.75	0.309324251075	0.19414361391813334	28	0.09634551495016612	False
denovo_s0p003	decode_meanp	overall	30000.0	0.9	0.43724898468000006	0.19414361391813334	1	0.006644518272425249	True
denovo_s0p003	decode_meanp	overall	40000.0	0.1	0.15607247017	0.23248722517933335	265	0.8837209302325582	False
denovo_s0p003	decode_meanp	overall	40000.0	0.25	0.191932896525	0.23248722517933335	183	0.6112956810631229	False
denovo_s0p003	decode_meanp	overall	40000.0	0.5	0.23230952575	0.23248722517933335	115	0.3853820598006645	False
denovo_s0p003	decode_meanp	overall	40000.0	0.75	0.36689091087500003	0.23248722517933335	28	0.09634551495016612	False
denovo_s0p003	decode_meanp	overall	40000.0	0.9	0.51347051167	0.23248722517933335	1	0.006644518272425249	True
denovo_s0p003	decode_meanp	overall	50000.0	0.1	0.17893006706	0.26428471205866666	264	0.8803986710963455	False
denovo_s0p003	decode_meanp	overall	50000.0	0.25	0.216751820725	0.26428471205866666	188	0.627906976744186	False
denovo_s0p003	decode_meanp	overall	50000.0	0.5	0.2636210071	0.26428471205866666	115	0.3853820598006645	False
denovo_s0p003	decode_meanp	overall	50000.0	0.75	0.416717386525	0.26428471205866666	27	0.09302325581395349	False
denovo_s0p003	decode_meanp	overall	50000.0	0.9	0.56726382518	0.26428471205866666	1	0.006644518272425249	True
denovo_s0p003	decode_meanp	overall	75000.0	0.1	0.2231054251	0.32563642895666667	252	0.840531561461794	False
denovo_s0p003	decode_meanp	overall	75000.0	0.25	0.25910271595	0.32563642895666667	199	0.6644518272425249	False
denovo_s0p003	decode_meanp	overall	75000.0	0.5	0.31876250645000004	0.32563642895666667	130	0.43521594684385384	False
denovo_s0p003	decode_meanp	overall	75000.0	0.75	0.501155604775	0.32563642895666667	28	0.09634551495016612	False
denovo_s0p003	decode_meanp	overall	75000.0	0.9	0.6553714104400001	0.32563642895666667	4	0.016611295681063124	False
denovo_s0p003	truth	carrier_carrier	1000.0	0.1	0.0	0.0004786666666666667	300	1.0	False
denovo_s0p003	truth	carrier_carrier	1000.0	0.25	0.00037830255616099536	0.0004786666666666667	215	0.717607973421927	False
denovo_s0p003	truth	carrier_carrier	1000.0	0.5	0.0007745014178364667	0.0004786666666666667	32	0.10963455149501661	False
denovo_s0p003	truth	carrier_carrier	1000.0	0.75	0.0015878275505351765	0.0004786666666666667	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	1000.0	0.9	0.0029852376358374144	0.0004786666666666667	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	5000.0	0.1	0.002886329759897032	0.0026056666666666667	89	0.29900332225913623	False
denovo_s0p003	truth	carrier_carrier	5000.0	0.25	0.003704226159039077	0.0026056666666666667	12	0.04318936877076412	False
denovo_s0p003	truth	carrier_carrier	5000.0	0.5	0.00532414619015043	0.0026056666666666667	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	5000.0	0.75	0.009210824537816858	0.0026056666666666667	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	5000.0	0.9	0.01520934315484142	0.0026056666666666667	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	10000.0	0.1	0.009812888910797167	0.007359	8	0.029900332225913623	False
denovo_s0p003	truth	carrier_carrier	10000.0	0.25	0.011696287966582616	0.007359	1	0.006644518272425249	True
denovo_s0p003	truth	carrier_carrier	10000.0	0.5	0.017459582731213872	0.007359	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	10000.0	0.75	0.033065402030919275	0.007359	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	10000.0	0.9	0.05935543791213895	0.007359	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	20000.0	0.1	0.06527452151383935	0.04594566666666666	10	0.036544850498338874	False
denovo_s0p003	truth	carrier_carrier	20000.0	0.25	0.08773166051625245	0.04594566666666666	1	0.006644518272425249	True
denovo_s0p003	truth	carrier_carrier	20000.0	0.5	0.1526316731071991	0.04594566666666666	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	20000.0	0.75	0.2518599611251368	0.04594566666666666	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	20000.0	0.9	0.36131903628503437	0.04594566666666666	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	30000.0	0.1	0.1609040549719369	0.10093533333333334	8	0.029900332225913623	False
denovo_s0p003	truth	carrier_carrier	30000.0	0.25	0.22040930962184777	0.10093533333333334	1	0.006644518272425249	True
denovo_s0p003	truth	carrier_carrier	30000.0	0.5	0.35560809459416587	0.10093533333333334	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	30000.0	0.75	0.5277075235200118	0.10093533333333334	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	30000.0	0.9	0.8307685704551981	0.10093533333333334	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	40000.0	0.1	0.32807758225084793	0.15520733333333334	3	0.013289036544850499	False
denovo_s0p003	truth	carrier_carrier	40000.0	0.25	0.4004261363636364	0.15520733333333334	1	0.006644518272425249	True
denovo_s0p003	truth	carrier_carrier	40000.0	0.5	0.6773297517266399	0.15520733333333334	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	40000.0	0.75	1.0	0.15520733333333334	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	40000.0	0.9	1.0	0.15520733333333334	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	50000.0	0.1	0.53142649936687	0.20062233333333335	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	50000.0	0.25	0.7000798146874736	0.20062233333333335	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	50000.0	0.5	1.0	0.20062233333333335	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	50000.0	0.75	1.0	0.20062233333333335	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	50000.0	0.9	1.0	0.20062233333333335	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	75000.0	0.1	1.0	0.28886799999999996	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	75000.0	0.25	1.0	0.28886799999999996	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	75000.0	0.5	1.0	0.28886799999999996	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	75000.0	0.75	1.0	0.28886799999999996	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_carrier	75000.0	0.9	1.0	0.28886799999999996	0	0.0033222591362126247	True
denovo_s0p003	truth	carrier_noncarrier	1000.0	0.1	0.0	0.0004786666666666667	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	1000.0	0.25	0.0	0.0004786666666666667	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	1000.0	0.5	0.0	0.0004786666666666667	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	1000.0	0.75	0.0	0.0004786666666666667	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	1000.0	0.9	0.0	0.0004786666666666667	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	5000.0	0.1	0.0	0.0026056666666666667	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	5000.0	0.25	0.0	0.0026056666666666667	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	5000.0	0.5	0.0	0.0026056666666666667	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	5000.0	0.75	0.0	0.0026056666666666667	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	5000.0	0.9	0.0	0.0026056666666666667	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	10000.0	0.1	0.0	0.007359	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	10000.0	0.25	0.0	0.007359	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	10000.0	0.5	0.0	0.007359	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	10000.0	0.75	0.0	0.007359	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	10000.0	0.9	0.0	0.007359	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	20000.0	0.1	0.0	0.04594566666666666	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	20000.0	0.25	0.0	0.04594566666666666	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	20000.0	0.5	0.0	0.04594566666666666	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	20000.0	0.75	0.0	0.04594566666666666	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	20000.0	0.9	0.0	0.04594566666666666	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	30000.0	0.1	0.0	0.10093533333333334	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	30000.0	0.25	0.0	0.10093533333333334	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	30000.0	0.5	0.0	0.10093533333333334	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	30000.0	0.75	0.0	0.10093533333333334	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	30000.0	0.9	0.0	0.10093533333333334	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	40000.0	0.1	0.0	0.15520733333333334	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	40000.0	0.25	0.0	0.15520733333333334	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	40000.0	0.5	0.0	0.15520733333333334	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	40000.0	0.75	0.0	0.15520733333333334	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	40000.0	0.9	0.0	0.15520733333333334	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	50000.0	0.1	0.0	0.20062233333333335	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	50000.0	0.25	0.0	0.20062233333333335	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	50000.0	0.5	0.0	0.20062233333333335	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	50000.0	0.75	0.0	0.20062233333333335	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	50000.0	0.9	0.0	0.20062233333333335	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	75000.0	0.1	0.0	0.28886799999999996	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	75000.0	0.25	0.0	0.28886799999999996	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	75000.0	0.5	0.0	0.28886799999999996	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	75000.0	0.75	0.11055363284734135	0.28886799999999996	300	1.0	False
denovo_s0p003	truth	carrier_noncarrier	75000.0	0.9	0.35703587297980444	0.28886799999999996	56	0.1893687707641196	False
denovo_s0p003	truth	noncarrier_noncarrier	1000.0	0.1	0.0	0.0004786666666666667	300	1.0	False
denovo_s0p003	truth	noncarrier_noncarrier	1000.0	0.25	0.00042127435492364404	0.0004786666666666667	157	0.5249169435215947	False
denovo_s0p003	truth	noncarrier_noncarrier	1000.0	0.5	0.0006648936170212766	0.0004786666666666667	57	0.19269102990033224	False
denovo_s0p003	truth	noncarrier_noncarrier	1000.0	0.75	0.0011079455523899967	0.0004786666666666667	0	0.0033222591362126247	True
denovo_s0p003	truth	noncarrier_noncarrier	1000.0	0.9	0.001981242687786245	0.0004786666666666667	0	0.0033222591362126247	True
denovo_s0p003	truth	noncarrier_noncarrier	5000.0	0.1	0.0028667266219780034	0.0026056666666666667	89	0.29900332225913623	False
denovo_s0p003	truth	noncarrier_noncarrier	5000.0	0.25	0.0033517680576504107	0.0026056666666666667	22	0.07641196013289037	False
denovo_s0p003	truth	noncarrier_noncarrier	5000.0	0.5	0.004471544715447155	0.0026056666666666667	1	0.006644518272425249	True
denovo_s0p003	truth	noncarrier_noncarrier	5000.0	0.75	0.006900517538815411	0.0026056666666666667	0	0.0033222591362126247	True
denovo_s0p003	truth	noncarrier_noncarrier	5000.0	0.9	0.01357258898242505	0.0026056666666666667	0	0.0033222591362126247	True
denovo_s0p003	truth	noncarrier_noncarrier	10000.0	0.1	0.007198415656283272	0.007359	161	0.5382059800664452	False
denovo_s0p003	truth	noncarrier_noncarrier	10000.0	0.25	0.009358470093584701	0.007359	15	0.053156146179401995	False
denovo_s0p003	truth	noncarrier_noncarrier	10000.0	0.5	0.011852353538774127	0.007359	1	0.006644518272425249	True
denovo_s0p003	truth	noncarrier_noncarrier	10000.0	0.75	0.01729660474055093	0.007359	0	0.0033222591362126247	True
denovo_s0p003	truth	noncarrier_noncarrier	10000.0	0.9	0.03264382814095786	0.007359	0	0.0033222591362126247	True
denovo_s0p003	truth	noncarrier_noncarrier	20000.0	0.1	0.04269209570427146	0.04594566666666666	186	0.6212624584717608	False
denovo_s0p003	truth	noncarrier_noncarrier	20000.0	0.25	0.049391817176557315	0.04594566666666666	90	0.3023255813953488	False
denovo_s0p003	truth	noncarrier_noncarrier	20000.0	0.5	0.05962428532534713	0.04594566666666666	17	0.059800664451827246	False
denovo_s0p003	truth	noncarrier_noncarrier	20000.0	0.75	0.08687943262411348	0.04594566666666666	1	0.006644518272425249	True
denovo_s0p003	truth	noncarrier_noncarrier	20000.0	0.9	0.15292555162251983	0.04594566666666666	0	0.0033222591362126247	True
denovo_s0p003	truth	noncarrier_noncarrier	30000.0	0.1	0.08635994151849369	0.10093533333333334	203	0.6777408637873754	False
denovo_s0p003	truth	noncarrier_noncarrier	30000.0	0.25	0.09995039682539683	0.10093533333333334	128	0.42857142857142855	False
denovo_s0p003	truth	noncarrier_noncarrier	30000.0	0.5	0.12112869924294563	0.10093533333333334	49	0.16611295681063123	False
denovo_s0p003	truth	noncarrier_noncarrier	30000.0	0.75	0.16303200844178684	0.10093533333333334	8	0.029900332225913623	False
denovo_s0p003	truth	noncarrier_noncarrier	30000.0	0.9	0.24077358645742652	0.10093533333333334	1	0.006644518272425249	True
denovo_s0p003	truth	noncarrier_noncarrier	40000.0	0.1	0.12955739436294347	0.15520733333333334	206	0.6877076411960132	False
denovo_s0p003	truth	noncarrier_noncarrier	40000.0	0.25	0.1435041041607699	0.15520733333333334	163	0.5448504983388704	False
denovo_s0p003	truth	noncarrier_noncarrier	40000.0	0.5	0.16941773988753855	0.15520733333333334	83	0.27906976744186046	False
denovo_s0p003	truth	noncarrier_noncarrier	40000.0	0.75	0.2478134110787172	0.15520733333333334	18	0.06312292358803986	False
denovo_s0p003	truth	noncarrier_noncarrier	40000.0	0.9	0.3232537198414417	0.15520733333333334	3	0.013289036544850499	False
denovo_s0p003	truth	noncarrier_noncarrier	50000.0	0.1	0.15022593685384383	0.20062233333333335	248	0.8272425249169435	False
denovo_s0p003	truth	noncarrier_noncarrier	50000.0	0.25	0.17952127659574468	0.20062233333333335	169	0.5647840531561462	False
denovo_s0p003	truth	noncarrier_noncarrier	50000.0	0.5	0.23392857142857143	0.20062233333333335	70	0.23588039867109634	False
denovo_s0p003	truth	noncarrier_noncarrier	50000.0	0.75	0.32215743440233235	0.20062233333333335	14	0.04983388704318937	False
denovo_s0p003	truth	noncarrier_noncarrier	50000.0	0.9	0.40481190490098723	0.20062233333333335	5	0.019933554817275746	False
denovo_s0p003	truth	noncarrier_noncarrier	75000.0	0.1	0.1964332563757701	0.28886799999999996	256	0.8538205980066446	False
denovo_s0p003	truth	noncarrier_noncarrier	75000.0	0.25	0.2440159574468085	0.28886799999999996	175	0.584717607973422	False
denovo_s0p003	truth	noncarrier_noncarrier	75000.0	0.5	0.29793340987370837	0.28886799999999996	102	0.34219269102990035	False
denovo_s0p003	truth	noncarrier_noncarrier	75000.0	0.75	0.38323940210732665	0.28886799999999996	46	0.15614617940199335	False
denovo_s0p003	truth	noncarrier_noncarrier	75000.0	0.9	0.4758409143168083	0.28886799999999996	23	0.07973421926910298	False
denovo_s0p003	truth	overall	1000.0	0.1	0.0002	0.0004786666666666667	289	0.9634551495016611	False
denovo_s0p003	truth	overall	1000.0	0.25	0.0004	0.0004786666666666667	215	0.717607973421927	False
denovo_s0p003	truth	overall	1000.0	0.5	0.0005	0.0004786666666666667	157	0.5249169435215947	False
denovo_s0p003	truth	overall	1000.0	0.75	0.0007	0.0004786666666666667	57	0.19269102990033224	False
denovo_s0p003	truth	overall	1000.0	0.9	0.0008	0.0004786666666666667	32	0.10963455149501661	False
denovo_s0p003	truth	overall	5000.0	0.1	0.0019	0.0026056666666666667	278	0.9269102990033222	False
denovo_s0p003	truth	overall	5000.0	0.25	0.0023	0.0026056666666666667	216	0.7209302325581395	False
denovo_s0p003	truth	overall	5000.0	0.5	0.0027	0.0026056666666666667	132	0.4418604651162791	False
denovo_s0p003	truth	overall	5000.0	0.75	0.003	0.0026056666666666667	77	0.2591362126245847	False
denovo_s0p003	truth	overall	5000.0	0.9	0.003310000000000001	0.0026056666666666667	22	0.07641196013289037	False
denovo_s0p003	truth	overall	10000.0	0.1	0.0062	0.007359	254	0.8471760797342193	False
denovo_s0p003	truth	overall	10000.0	0.25	0.0067	0.007359	203	0.6777408637873754	False
denovo_s0p003	truth	overall	10000.0	0.5	0.0076	0.007359	122	0.40863787375415284	False
denovo_s0p003	truth	overall	10000.0	0.75	0.0087	0.007359	45	0.15282392026578073	False
denovo_s0p003	truth	overall	10000.0	0.9	0.0097	0.007359	10	0.036544850498338874	False
denovo_s0p003	truth	overall	20000.0	0.1	0.03865	0.04594566666666666	242	0.8073089700996677	False
denovo_s0p003	truth	overall	20000.0	0.25	0.044175000000000006	0.04594566666666666	157	0.5249169435215947	False
denovo_s0p003	truth	overall	20000.0	0.5	0.0497	0.04594566666666666	85	0.2857142857142857	False
denovo_s0p003	truth	overall	20000.0	0.75	0.058925	0.04594566666666666	17	0.059800664451827246	False
denovo_s0p003	truth	overall	20000.0	0.9	0.06611	0.04594566666666666	10	0.036544850498338874	False
denovo_s0p003	truth	overall	30000.0	0.1	0.08461	0.10093533333333334	213	0.7109634551495017	False
denovo_s0p003	truth	overall	30000.0	0.25	0.0938	0.10093533333333334	167	0.5581395348837209	False
denovo_s0p003	truth	overall	30000.0	0.5	0.10825	0.10093533333333334	89	0.29900332225913623	False
denovo_s0p003	truth	overall	30000.0	0.75	0.13192500000000001	0.10093533333333334	32	0.10963455149501661	False
denovo_s0p003	truth	overall	30000.0	0.9	0.16317	0.10093533333333334	8	0.029900332225913623	False
denovo_s0p003	truth	overall	40000.0	0.1	0.12524	0.15520733333333334	218	0.7275747508305648	False
denovo_s0p003	truth	overall	40000.0	0.25	0.1531	0.15520733333333334	127	0.42524916943521596	False
denovo_s0p003	truth	overall	40000.0	0.5	0.1931	0.15520733333333334	46	0.15614617940199335	False
denovo_s0p003	truth	overall	40000.0	0.75	0.2379	0.15520733333333334	20	0.06976744186046512	False
denovo_s0p003	truth	overall	40000.0	0.9	0.33545000000000014	0.15520733333333334	3	0.013289036544850499	False
denovo_s0p003	truth	overall	50000.0	0.1	0.15247	0.20062233333333335	243	0.8106312292358804	False
denovo_s0p003	truth	overall	50000.0	0.25	0.2039	0.20062233333333335	117	0.3920265780730897	False
denovo_s0p003	truth	overall	50000.0	0.5	0.26615	0.20062233333333335	37	0.12624584717607973	False
denovo_s0p003	truth	overall	50000.0	0.75	0.4181	0.20062233333333335	2	0.009966777408637873	False
denovo_s0p003	truth	overall	50000.0	0.9	0.58724	0.20062233333333335	0	0.0033222591362126247	True
denovo_s0p003	truth	overall	75000.0	0.1	0.20161	0.28886799999999996	247	0.8239202657807309	False
denovo_s0p003	truth	overall	75000.0	0.25	0.266925	0.28886799999999996	138	0.46179401993355484	False
denovo_s0p003	truth	overall	75000.0	0.5	0.3392	0.28886799999999996	70	0.23588039867109634	False
denovo_s0p003	truth	overall	75000.0	0.75	0.5467	0.28886799999999996	11	0.03986710963455149	False
denovo_s0p003	truth	overall	75000.0	0.9	0.7831900000000003	0.28886799999999996	1	0.006644518272425249	True
denovo_s0p004	decode	overall	1000.0	0.1	0.0003	0.00063	282	0.9401993355481728	False
denovo_s0p004	decode	overall	1000.0	0.25	0.0005	0.00063	228	0.760797342192691	False
denovo_s0p004	decode	overall	1000.0	0.5	0.0007	0.00063	138	0.46179401993355484	False
denovo_s0p004	decode	overall	1000.0	0.75	0.0008	0.00063	85	0.2857142857142857	False
denovo_s0p004	decode	overall	1000.0	0.9	0.001	0.00063	29	0.09966777408637874	False
denovo_s0p004	decode	overall	5000.0	0.1	0.0043	0.004874333333333333	200	0.6677740863787376	False
denovo_s0p004	decode	overall	5000.0	0.25	0.0048	0.004874333333333333	157	0.5249169435215947	False
denovo_s0p004	decode	overall	5000.0	0.5	0.0057	0.004874333333333333	69	0.23255813953488372	False
denovo_s0p004	decode	overall	5000.0	0.75	0.0064	0.004874333333333333	25	0.08637873754152824	False
denovo_s0p004	decode	overall	5000.0	0.9	0.007410000000000001	0.004874333333333333	8	0.029900332225913623	False
denovo_s0p004	decode	overall	10000.0	0.1	0.019860000000000003	0.021820000000000003	175	0.584717607973422	False
denovo_s0p004	decode	overall	10000.0	0.25	0.023625	0.021820000000000003	97	0.32558139534883723	False
denovo_s0p004	decode	overall	10000.0	0.5	0.02945	0.021820000000000003	26	0.08970099667774087	False
denovo_s0p004	decode	overall	10000.0	0.75	0.03885	0.021820000000000003	6	0.023255813953488372	False
denovo_s0p004	decode	overall	10000.0	0.9	0.05003000000000002	0.021820000000000003	1	0.006644518272425249	True
denovo_s0p004	decode	overall	20000.0	0.1	0.06911	0.07635933333333332	160	0.5348837209302325	False
denovo_s0p004	decode	overall	20000.0	0.25	0.085175	0.07635933333333332	87	0.292358803986711	False
denovo_s0p004	decode	overall	20000.0	0.5	0.12175	0.07635933333333332	17	0.059800664451827246	False
denovo_s0p004	decode	overall	20000.0	0.75	0.18155	0.07635933333333332	3	0.013289036544850499	False
denovo_s0p004	decode	overall	20000.0	0.9	0.23772000000000007	0.07635933333333332	0	0.0033222591362126247	True
denovo_s0p004	decode	overall	30000.0	0.1	0.12412	0.13027566666666668	143	0.47840531561461797	False
denovo_s0p004	decode	overall	30000.0	0.25	0.15165	0.13027566666666668	76	0.2558139534883721	False
denovo_s0p004	decode	overall	30000.0	0.5	0.21434999999999998	0.13027566666666668	20	0.06976744186046512	False
denovo_s0p004	decode	overall	30000.0	0.75	0.308475	0.13027566666666668	2	0.009966777408637873	False
denovo_s0p004	decode	overall	30000.0	0.9	0.42522	0.13027566666666668	0	0.0033222591362126247	True
denovo_s0p004	decode	overall	40000.0	0.1	0.14918	0.17705100000000001	174	0.5813953488372093	False
denovo_s0p004	decode	overall	40000.0	0.25	0.212075	0.17705100000000001	68	0.2292358803986711	False
denovo_s0p004	decode	overall	40000.0	0.5	0.28049999999999997	0.17705100000000001	25	0.08637873754152824	False
denovo_s0p004	decode	overall	40000.0	0.75	0.415775	0.17705100000000001	1	0.006644518272425249	True
denovo_s0p004	decode	overall	40000.0	0.9	0.57012	0.17705100000000001	0	0.0033222591362126247	True
denovo_s0p004	decode	overall	50000.0	0.1	0.17982	0.2158123333333333	178	0.5946843853820598	False
denovo_s0p004	decode	overall	50000.0	0.25	0.240625	0.2158123333333333	86	0.28903654485049834	False
denovo_s0p004	decode	overall	50000.0	0.5	0.3268	0.2158123333333333	31	0.10631229235880399	False
denovo_s0p004	decode	overall	50000.0	0.75	0.491725	0.2158123333333333	3	0.013289036544850499	False
denovo_s0p004	decode	overall	50000.0	0.9	0.65517	0.2158123333333333	0	0.0033222591362126247	True
denovo_s0p004	decode	overall	75000.0	0.1	0.22990000000000002	0.28657900000000003	182	0.6079734219269103	False
denovo_s0p004	decode	overall	75000.0	0.25	0.31635	0.28657900000000003	89	0.29900332225913623	False
denovo_s0p004	decode	overall	75000.0	0.5	0.44725000000000004	0.28657900000000003	30	0.10299003322259136	False
denovo_s0p004	decode	overall	75000.0	0.75	0.6122	0.28657900000000003	4	0.016611295681063124	False
denovo_s0p004	decode	overall	75000.0	0.9	0.73823	0.28657900000000003	1	0.006644518272425249	True
denovo_s0p004	decode_meanp	overall	1000.0	0.1	0.0079543272276	0.00937465100261	190	0.6345514950166113	False
denovo_s0p004	decode_meanp	overall	1000.0	0.25	0.00993863687275	0.00937465100261	97	0.32558139534883723	False
denovo_s0p004	decode_meanp	overall	1000.0	0.5	0.01295316291	0.00937465100261	34	0.11627906976744186	False
denovo_s0p004	decode_meanp	overall	1000.0	0.75	0.017982534425000002	0.00937465100261	3	0.013289036544850499	False
denovo_s0p004	decode_meanp	overall	1000.0	0.9	0.023978088183	0.00937465100261	0	0.0033222591362126247	True
denovo_s0p004	decode_meanp	overall	5000.0	0.1	0.037636321682	0.04503344287813334	186	0.6212624584717608	False
denovo_s0p004	decode_meanp	overall	5000.0	0.25	0.0501206178925	0.04503344287813334	81	0.2724252491694352	False
denovo_s0p004	decode_meanp	overall	5000.0	0.5	0.06391474966499999	0.04503344287813334	34	0.11627906976744186	False
denovo_s0p004	decode_meanp	overall	5000.0	0.75	0.0898223339375	0.04503344287813334	3	0.013289036544850499	False
denovo_s0p004	decode_meanp	overall	5000.0	0.9	0.121112861	0.04503344287813334	0	0.0033222591362126247	True
denovo_s0p004	decode_meanp	overall	10000.0	0.1	0.069837576171	0.08399950186776667	190	0.6345514950166113	False
denovo_s0p004	decode_meanp	overall	10000.0	0.25	0.09398786474500001	0.08399950186776667	77	0.2591362126245847	False
denovo_s0p004	decode_meanp	overall	10000.0	0.5	0.12213241475	0.08399950186776667	33	0.11295681063122924	False
denovo_s0p004	decode_meanp	overall	10000.0	0.75	0.1677209224	0.08399950186776667	3	0.013289036544850499	False
denovo_s0p004	decode_meanp	overall	10000.0	0.9	0.22569963401	0.08399950186776667	0	0.0033222591362126247	True
denovo_s0p004	decode_meanp	overall	20000.0	0.1	0.12773330711	0.1463080011477	166	0.5548172757475083	False
denovo_s0p004	decode_meanp	overall	20000.0	0.25	0.166816214425	0.1463080011477	79	0.26578073089701	False
denovo_s0p004	decode_meanp	overall	20000.0	0.5	0.21472720115	0.1463080011477	33	0.11295681063122924	False
denovo_s0p004	decode_meanp	overall	20000.0	0.75	0.29726885605	0.1463080011477	2	0.009966777408637873	False
denovo_s0p004	decode_meanp	overall	20000.0	0.9	0.39263651865000004	0.1463080011477	0	0.0033222591362126247	True
denovo_s0p004	decode_meanp	overall	30000.0	0.1	0.16611832269	0.19414361391813334	169	0.5647840531561462	False
denovo_s0p004	decode_meanp	overall	30000.0	0.25	0.217413613325	0.19414361391813334	87	0.292358803986711	False
denovo_s0p004	decode_meanp	overall	30000.0	0.5	0.2820820803	0.19414361391813334	34	0.11627906976744186	False
denovo_s0p004	decode_meanp	overall	30000.0	0.75	0.390820791125	0.19414361391813334	3	0.013289036544850499	False
denovo_s0p004	decode_meanp	overall	30000.0	0.9	0.50546234079	0.19414361391813334	0	0.0033222591362126247	True
denovo_s0p004	decode_meanp	overall	40000.0	0.1	0.19425327255	0.23248722517933335	178	0.5946843853820598	False
denovo_s0p004	decode_meanp	overall	40000.0	0.25	0.25702502755	0.23248722517933335	89	0.29900332225913623	False
denovo_s0p004	decode_meanp	overall	40000.0	0.5	0.33958650625	0.23248722517933335	34	0.11627906976744186	False
denovo_s0p004	decode_meanp	overall	40000.0	0.75	0.458996943475	0.23248722517933335	5	0.019933554817275746	False
denovo_s0p004	decode_meanp	overall	40000.0	0.9	0.57814299254	0.23248722517933335	0	0.0033222591362126247	True
