arm	method	genotype_class	threshold_years	n_replicates	n_null	mean_af	mean_statistic	null_mean	auc	power_rule	power_p_corrected	median_p
pulse_delayed_s0p005	decode_meanp	overall	20000.0	100	300	0.2801	0.12090874401700001	0.1463080011477	0.34643333333333337	0.0	0.0	0.6827242524916943
pulse_s0p003	decode_meanp	overall	20000.0	100	300	0.5155000000000001	0.1709844570575	0.1463080011477	0.5916666666666667	0.05	0.05	0.4568106312292359
pulse_s0p004	decode_meanp	overall	20000.0	100	300	0.67495	0.2308709160304	0.1463080011477	0.7596333333333333	0.26	0.26	0.11794019933554817
pulse_s0p005	decode_meanp	overall	20000.0	100	300	0.8032499999999999	0.2767792618198	0.1463080011477	0.8640666666666666	0.4	0.4	0.029900332225913623
denovo_delayed_s0p01	truth	carrier_carrier	20000.0	1	300	0.125	1.0	0.04594566666666666	1.0	1.0	1.0	0.0033222591362126247
denovo_delayed_s0p01	truth	carrier_noncarrier	20000.0	82	300	0.022865853658536585	0.03299816626307607	0.04594566666666666	0.26599593495934964	0.06097560975609756	0.07317073170731707	0.9983388704318936
denovo_delayed_s0p01	truth	noncarrier_noncarrier	20000.0	100	300	0.01875	0.04655216205053886	0.04594566666666666	0.4963166666666667	0.01	0.03	0.5365448504983389
denovo_delayed_s0p01	truth	overall	20000.0	100	300	0.01875	0.04668399999999999	0.04594566666666666	0.5020166666666667	0.02	0.02	0.5249169435215947
denovo_delayed_s0p05	truth	carrier_carrier	20000.0	100	300	0.78925	1.0	0.04594566666666666	1.0	1.0	1.0	0.0033222591362126247
denovo_delayed_s0p05	truth	carrier_noncarrier	20000.0	100	300	0.78925	0.03602948518580443	0.04594566666666666	0.3017333333333333	0.15	0.16	1.0
denovo_delayed_s0p05	truth	noncarrier_noncarrier	20000.0	78	300	0.7432692307692307	0.046125945485107796	0.04594566666666666	0.4247435897435898	0.07692307692307693	0.07692307692307693	0.5780730897009967
denovo_delayed_s0p05	truth	overall	20000.0	100	300	0.78925	0.671081	0.04594566666666666	0.9974666666666667	0.99	0.99	0.0033222591362126247
denovo_s0p003	truth	carrier_carrier	20000.0	92	300	0.4984239130434782	0.2030437472859157	0.04594566666666666	0.9870289855072464	0.8152173913043478	0.8260869565217391	0.0033222591362126247
denovo_s0p003	truth	carrier_noncarrier	20000.0	100	300	0.4623499999999999	0.0	0.04594566666666666	0.0	0.0	0.0	1.0
denovo_s0p003	truth	noncarrier_noncarrier	20000.0	97	300	0.4475257731958763	0.07882987991562043	0.04594566666666666	0.8082474226804123	0.27835051546391754	0.30927835051546393	0.059800664451827246
denovo_s0p003	truth	overall	20000.0	100	300	0.4623499999999999	0.051559	0.04594566666666666	0.6552	0.02	0.02	0.28405315614617943
denovo_s0p004	truth	carrier_carrier	20000.0	99	300	0.6188383838383837	0.18209798610021355	0.04594566666666666	0.9689562289562289	0.7070707070707071	0.7272727272727273	0.0033222591362126247
denovo_s0p004	truth	carrier_noncarrier	20000.0	100	300	0.6128	0.0	0.04594566666666666	0.0	0.0	0.0	1.0
denovo_s0p004	truth	noncarrier_noncarrier	20000.0	95	300	0.5945789473684211	0.08403480000202332	0.04594566666666666	0.8550526315789475	0.37894736842105264	0.3894736842105263	0.029900332225913623
denovo_s0p004	truth	overall	20000.0	100	300	0.6128	0.05635899999999999	0.04594566666666666	0.7391666666666667	0.08	0.09	0.1345514950166113
denovo_s0p005	truth	carrier_carrier	20000.0	100	300	0.7357	0.138467313604477	0.04594566666666666	0.9276333333333335	0.57	0.59	0.0033222591362126247
denovo_s0p005	truth	carrier_noncarrier	20000.0	100	300	0.7357	0.0	0.04594566666666666	0.0	0.0	0.0	1.0
denovo_s0p005	truth	noncarrier_noncarrier	20000.0	77	300	0.6690909090909091	0.09474704700783688	0.04594566666666666	0.8798268398268398	0.42857142857142855	0.45454545454545453	0.013289036544850499
denovo_s0p005	truth	overall	20000.0	100	300	0.7357	0.060898	0.04594566666666666	0.7885666666666669	0.15	0.15	0.09634551495016612
pulse_delayed_s0p005	truth	carrier_carrier	20000.0	88	300	0.3131818181818182	0.39719523500667814	0.04594566666666666	0.9998484848484849	0.9886363636363636	0.9886363636363636	0.0033222591362126247
pulse_delayed_s0p005	truth	carrier_noncarrier	20000.0	100	300	0.2801	0.0	0.04594566666666666	0.0	0.0	0.0	1.0
pulse_delayed_s0p005	truth	noncarrier_noncarrier	20000.0	100	300	0.2801	0.05464632127644916	0.04594566666666666	0.6975	0.04	0.04	0.21262458471760798
pulse_delayed_s0p005	truth	overall	20000.0	100	300	0.2801	0.056156999999999985	0.04594566666666666	0.6957333333333332	0.09	0.11	0.22425249169435216
pulse_s0p003	truth	carrier_carrier	20000.0	95	300	0.5405263157894737	0.16680789147430203	0.04594566666666666	0.9770526315789473	0.8105263157894737	0.8315789473684211	0.0033222591362126247
pulse_s0p003	truth	carrier_noncarrier	20000.0	99	300	0.5207070707070708	0.0	0.04594566666666666	0.0	0.0	0.0	1.0
pulse_s0p003	truth	noncarrier_noncarrier	20000.0	97	300	0.5021134020618556	0.07852268575834619	0.04594566666666666	0.8670274914089348	0.3711340206185567	0.4020618556701031	0.029900332225913623
pulse_s0p003	truth	overall	20000.0	100	300	0.5155000000000001	0.05104100000000001	0.04594566666666666	0.6455833333333334	0.04	0.05	0.29900332225913623
pulse_s0p004	truth	carrier_carrier	20000.0	98	300	0.6880102040816327	0.14614307592973433	0.04594566666666666	0.9269727891156463	0.5612244897959183	0.5918367346938775	0.006644518272425249
pulse_s0p004	truth	carrier_noncarrier	20000.0	100	300	0.67495	0.0	0.04594566666666666	0.0	0.0	0.0	1.0
pulse_s0p004	truth	noncarrier_noncarrier	20000.0	81	300	0.6060493827160495	0.08655297846748032	0.04594566666666666	0.8859670781893004	0.4567901234567901	0.4691358024691358	0.016611295681063124
pulse_s0p004	truth	overall	20000.0	100	300	0.67495	0.05489300000000001	0.04594566666666666	0.7150166666666666	0.07	0.08	0.22425249169435216
pulse_s0p005	truth	carrier_carrier	20000.0	100	300	0.8032499999999999	0.10335868896317853	0.04594566666666666	0.8708833333333333	0.48	0.51	0.009966777408637873
pulse_s0p005	truth	carrier_noncarrier	20000.0	97	300	0.7971649484536081	0.0	0.04594566666666666	0.0	0.0	0.0	1.0
pulse_s0p005	truth	noncarrier_noncarrier	20000.0	70	300	0.7338571428571429	0.10886929169463971	0.04594566666666666	0.9187142857142857	0.5285714285714286	0.5428571428571428	0.006644518272425249
pulse_s0p005	truth	overall	20000.0	100	300	0.8032499999999999	0.058202000000000004	0.04594566666666666	0.7163333333333333	0.11	0.12	0.18936877076411962
denovo_delayed_s0p01	decode	overall	30000.0	100	300	0.01875	0.129432	0.13027566666666668	0.5051333333333333	0.0	0.0	0.4983388704318937
denovo_delayed_s0p05	decode	overall	30000.0	100	300	0.78925	0.6581999999999999	0.13027566666666668	0.9778	0.88	0.92	0.0033222591362126247
denovo_s0p003	decode	overall	30000.0	100	300	0.4623499999999999	0.18951700000000002	0.13027566666666668	0.6604166666666665	0.12	0.16	0.29401993355481726
denovo_s0p004	decode	overall	30000.0	100	300	0.6128	0.24327400000000002	0.13027566666666668	0.8304666666666667	0.19	0.3	0.06976744186046512
denovo_s0p005	decode	overall	30000.0	100	300	0.7357	0.304503	0.13027566666666668	0.8869999999999999	0.36	0.49	0.014950166112956811
pulse_delayed_s0p005	decode	overall	30000.0	100	300	0.2801	0.11927600000000002	0.13027566666666668	0.44351666666666667	0.0	0.0	0.5764119601328903
pulse_s0p003	decode	overall	30000.0	100	300	0.5155000000000001	0.170976	0.13027566666666668	0.63075	0.05	0.1	0.3538205980066445
pulse_s0p004	decode	overall	30000.0	100	300	0.67495	0.24023799999999998	0.13027566666666668	0.7825166666666667	0.21	0.28	0.08471760797342193
pulse_s0p005	decode	overall	30000.0	100	300	0.8032499999999999	0.28108199999999994	0.13027566666666668	0.8725	0.3	0.42	0.023255813953488372
denovo_delayed_s0p01	decode_meanp	overall	30000.0	100	300	0.01875	0.19281586980219997	0.19414361391813334	0.5035000000000001	0.01	0.01	0.47840531561461797
denovo_delayed_s0p05	decode_meanp	overall	30000.0	100	300	0.78925	0.6551831963479999	0.19414361391813334	0.9667666666666667	0.83	0.83	0.0033222591362126247
denovo_s0p003	decode_meanp	overall	30000.0	100	300	0.4623499999999999	0.246931988165	0.19414361391813334	0.6144333333333333	0.13	0.13	0.38372093023255816
denovo_s0p004	decode_meanp	overall	30000.0	100	300	0.6128	0.3072758270666	0.19414361391813334	0.7940333333333334	0.21	0.22	0.11627906976744186
denovo_s0p005	decode_meanp	overall	30000.0	100	300	0.7357	0.37199564230599996	0.19414361391813334	0.8553333333333335	0.42	0.42	0.019933554817275746
pulse_delayed_s0p005	decode_meanp	overall	30000.0	100	300	0.2801	0.1566524020919	0.19414361391813334	0.3288	0.0	0.0	0.7109634551495017
pulse_s0p003	decode_meanp	overall	30000.0	100	300	0.5155000000000001	0.221850630224	0.19414361391813334	0.5812999999999999	0.05	0.05	0.4418604651162791
pulse_s0p004	decode_meanp	overall	30000.0	100	300	0.67495	0.29892354534809995	0.19414361391813334	0.7496666666666666	0.22	0.23	0.13122923588039867
pulse_s0p005	decode_meanp	overall	30000.0	100	300	0.8032499999999999	0.36091554403299997	0.19414361391813334	0.8595	0.37	0.39	0.03322259136212625
denovo_delayed_s0p01	truth	carrier_carrier	30000.0	1	300	0.125	1.0	0.10093533333333334	1.0	1.0	1.0	0.0033222591362126247
denovo_delayed_s0p01	truth	carrier_noncarrier	30000.0	82	300	0.022865853658536585	0.09359095619076252	0.10093533333333334	0.41638211382113816	0.07317073170731707	0.07317073170731707	0.7774086378737541
denovo_delayed_s0p01	truth	noncarrier_noncarrier	30000.0	100	300	0.01875	0.09624640895381692	0.10093533333333334	0.4532666666666666	0.0	0.0	0.606312292358804
denovo_delayed_s0p01	truth	overall	30000.0	100	300	0.01875	0.09690100000000001	0.10093533333333334	0.4608333333333334	0.0	0.0	0.569767441860465
denovo_delayed_s0p05	truth	carrier_carrier	30000.0	100	300	0.78925	1.0	0.10093533333333334	1.0	1.0	1.0	0.0033222591362126247
denovo_delayed_s0p05	truth	carrier_noncarrier	30000.0	100	300	0.78925	0.09560005017262378	0.10093533333333334	0.3808666666666667	0.15	0.15	0.9302325581395349
denovo_delayed_s0p05	truth	noncarrier_noncarrier	30000.0	78	300	0.7432692307692307	0.10032949197543606	0.10093533333333334	0.48367521367521366	0.0	0.0	0.5083056478405316
denovo_delayed_s0p05	truth	overall	30000.0	100	300	0.78925	0.6900460000000002	0.10093533333333334	0.9911166666666668	0.95	0.95	0.0033222591362126247
denovo_s0p003	truth	carrier_carrier	30000.0	92	300	0.4984239130434782	0.4192061680192946	0.10093533333333334	0.9885869565217391	0.7717391304347826	0.7717391304347826	0.0033222591362126247
denovo_s0p003	truth	carrier_noncarrier	30000.0	100	300	0.4623499999999999	0.0	0.10093533333333334	0.0	0.0	0.0	1.0
denovo_s0p003	truth	noncarrier_noncarrier	30000.0	97	300	0.4475257731958763	0.15038059280930174	0.10093533333333334	0.7462886597938144	0.18556701030927836	0.18556701030927836	0.16611295681063123
denovo_s0p003	truth	overall	30000.0	100	300	0.4623499999999999	0.12055400000000002	0.10093533333333334	0.6629666666666667	0.06	0.06	0.29900332225913623
denovo_s0p004	truth	carrier_carrier	30000.0	99	300	0.6188383838383837	0.41631123163834055	0.10093533333333334	0.9734006734006734	0.7272727272727273	0.7373737373737373	0.0033222591362126247
denovo_s0p004	truth	carrier_noncarrier	30000.0	100	300	0.6128	0.0	0.10093533333333334	0.0	0.0	0.0	1.0
denovo_s0p004	truth	noncarrier_noncarrier	30000.0	95	300	0.5945789473684211	0.16322986897116676	0.10093533333333334	0.8167719298245614	0.23157894736842105	0.23157894736842105	0.06312292358803986
denovo_s0p004	truth	overall	30000.0	100	300	0.6128	0.15104899999999996	0.10093533333333334	0.8112666666666667	0.12	0.14	0.0830564784053156
denovo_s0p005	truth	carrier_carrier	30000.0	100	300	0.7357	0.36386504049832347	0.10093533333333334	0.9438	0.62	0.62	0.0033222591362126247
denovo_s0p005	truth	carrier_noncarrier	30000.0	100	300	0.7357	0.0	0.10093533333333334	0.0	0.0	0.0	1.0
denovo_s0p005	truth	noncarrier_noncarrier	30000.0	77	300	0.6690909090909091	0.16169956066374752	0.10093533333333334	0.7738311688311688	0.18181818181818182	0.19480519480519481	0.10963455149501661
denovo_s0p005	truth	overall	30000.0	100	300	0.7357	0.16578099999999996	0.10093533333333334	0.84135	0.18	0.2	0.06312292358803986
pulse_delayed_s0p005	truth	carrier_carrier	30000.0	88	300	0.3131818181818182	0.6397374183867268	0.10093533333333334	0.9995833333333334	0.9659090909090909	0.9659090909090909	0.0033222591362126247
pulse_delayed_s0p005	truth	carrier_noncarrier	30000.0	100	300	0.2801	0.0	0.10093533333333334	0.0	0.0	0.0	1.0
pulse_delayed_s0p005	truth	noncarrier_noncarrier	30000.0	100	300	0.2801	0.11358820371589572	0.10093533333333334	0.6235666666666667	0.0	0.01	0.2823920265780731
pulse_delayed_s0p005	truth	overall	30000.0	100	300	0.2801	0.114859	0.10093533333333334	0.6120833333333333	0.02	0.02	0.29069767441860467
pulse_s0p003	truth	carrier_carrier	30000.0	95	300	0.5405263157894737	0.4171399517155361	0.10093533333333334	0.9881403508771931	0.7789473684210526	0.7789473684210526	0.0033222591362126247
pulse_s0p003	truth	carrier_noncarrier	30000.0	99	300	0.5207070707070708	0.0	0.10093533333333334	0.0	0.0	0.0	1.0
pulse_s0p003	truth	noncarrier_noncarrier	30000.0	97	300	0.5021134020618556	0.14902897761413553	0.10093533333333334	0.7741580756013746	0.17525773195876287	0.17525773195876287	0.15282392026578073
pulse_s0p003	truth	overall	30000.0	100	300	0.5155000000000001	0.130633	0.10093533333333334	0.7191166666666666	0.06	0.08	0.22757475083056478
pulse_s0p004	truth	carrier_carrier	30000.0	98	300	0.6880102040816327	0.3438987313179226	0.10093533333333334	0.9618027210884355	0.6326530612244898	0.6428571428571429	0.006644518272425249
pulse_s0p004	truth	carrier_noncarrier	30000.0	100	300	0.67495	0.0	0.10093533333333334	0.0	0.0	0.0	1.0
pulse_s0p004	truth	noncarrier_noncarrier	30000.0	81	300	0.6060493827160495	0.15314947012232563	0.10093533333333334	0.7871604938271606	0.14814814814814814	0.14814814814814814	0.08637873754152824
pulse_s0p004	truth	overall	30000.0	100	300	0.67495	0.144971	0.10093533333333334	0.7774833333333333	0.1	0.11	0.12292358803986711
pulse_s0p005	truth	carrier_carrier	30000.0	100	300	0.8032499999999999	0.27982624580237575	0.10093533333333334	0.9230499999999999	0.48	0.49	0.013289036544850499
pulse_s0p005	truth	carrier_noncarrier	30000.0	97	300	0.7971649484536081	0.0	0.10093533333333334	0.0	0.0	0.0	1.0
pulse_s0p005	truth	noncarrier_noncarrier	30000.0	70	300	0.7338571428571429	0.19145541278445627	0.10093533333333334	0.8487619047619047	0.2714285714285714	0.2857142857142857	0.029900332225913623
pulse_s0p005	truth	overall	30000.0	100	300	0.8032499999999999	0.162279	0.10093533333333334	0.8184666666666668	0.16	0.17	0.06976744186046513
denovo_delayed_s0p01	decode	overall	40000.0	100	300	0.01875	0.174414	0.17705100000000001	0.49956666666666677	0.0	0.0	0.49169435215946844
denovo_delayed_s0p05	decode	overall	40000.0	100	300	0.78925	0.6805429999999997	0.17705100000000001	0.97005	0.83	0.85	0.0033222591362126247
denovo_s0p003	decode	overall	40000.0	100	300	0.4623499999999999	0.25194	0.17705100000000001	0.6487666666666666	0.18	0.18	0.3388704318936877
denovo_s0p004	decode	overall	40000.0	100	300	0.6128	0.31991899999999995	0.17705100000000001	0.8218166666666665	0.27	0.27	0.08471760797342193
denovo_s0p005	decode	overall	40000.0	100	300	0.7357	0.398004	0.17705100000000001	0.8815833333333335	0.47	0.49	0.014950166112956811
pulse_delayed_s0p005	decode	overall	40000.0	100	300	0.2801	0.153051	0.17705100000000001	0.4052833333333334	0.0	0.0	0.5830564784053156
pulse_s0p003	decode	overall	40000.0	100	300	0.5155000000000001	0.22403899999999996	0.17705100000000001	0.6269833333333333	0.08	0.1	0.3787375415282392
pulse_s0p004	decode	overall	40000.0	100	300	0.67495	0.3127709999999999	0.17705100000000001	0.7730833333333333	0.28	0.29	0.08637873754152824
pulse_s0p005	decode	overall	40000.0	100	300	0.8032499999999999	0.37829100000000004	0.17705100000000001	0.8691166666666668	0.39	0.4	0.036544850498338874
denovo_delayed_s0p01	decode_meanp	overall	40000.0	100	300	0.01875	0.230917769956	0.23248722517933335	0.5033	0.01	0.01	0.4717607973421927
denovo_delayed_s0p05	decode_meanp	overall	40000.0	100	300	0.78925	0.6845709151489998	0.23248722517933335	0.9599666666666667	0.77	0.77	0.0033222591362126247
denovo_s0p003	decode_meanp	overall	40000.0	100	300	0.4623499999999999	0.291842681933	0.23248722517933335	0.6093	0.13	0.13	0.38870431893687707
denovo_s0p004	decode_meanp	overall	40000.0	100	300	0.6128	0.361710583138	0.23248722517933335	0.7904333333333333	0.2	0.2	0.11627906976744187
denovo_s0p005	decode_meanp	overall	40000.0	100	300	0.7357	0.43473135700700005	0.23248722517933335	0.8488999999999998	0.41	0.41	0.019933554817275746
pulse_delayed_s0p005	decode_meanp	overall	40000.0	100	300	0.2801	0.18428209828	0.23248722517933335	0.3151	0.0	0.0	0.7425249169435215
pulse_s0p003	decode_meanp	overall	40000.0	100	300	0.5155000000000001	0.259904357095	0.23248722517933335	0.5694333333333332	0.05	0.05	0.46013289036544847
pulse_s0p004	decode_meanp	overall	40000.0	100	300	0.67495	0.348969874534	0.23248722517933335	0.7386	0.2	0.2	0.14784053156146182
pulse_s0p005	decode_meanp	overall	40000.0	100	300	0.8032499999999999	0.423116439973	0.23248722517933335	0.8571	0.35	0.35	0.0415282392026578
denovo_delayed_s0p01	truth	carrier_carrier	40000.0	1	300	0.125	1.0	0.15520733333333334	1.0	1.0	1.0	0.0033222591362126247
denovo_delayed_s0p01	truth	carrier_noncarrier	40000.0	82	300	0.022865853658536585	0.14277136651025327	0.15520733333333334	0.3639430894308943	0.07317073170731707	0.07317073170731707	0.8289036544850499
denovo_delayed_s0p01	truth	noncarrier_noncarrier	40000.0	100	300	0.01875	0.14764660019142276	0.15520733333333334	0.44073333333333325	0.0	0.01	0.6179401993355482
denovo_delayed_s0p01	truth	overall	40000.0	100	300	0.01875	0.147987	0.15520733333333334	0.4408333333333334	0.0	0.0	0.6212624584717608
denovo_delayed_s0p05	truth	carrier_carrier	40000.0	100	300	0.78925	1.0	0.15520733333333334	1.0	1.0	1.0	0.0033222591362126247
denovo_delayed_s0p05	truth	carrier_noncarrier	40000.0	100	300	0.78925	0.16374217866266286	0.15520733333333334	0.4396666666666667	0.09	0.1	0.7192691029900332
denovo_delayed_s0p05	truth	noncarrier_noncarrier	40000.0	78	300	0.7432692307692307	0.15054285211734753	0.15520733333333334	0.4848076923076924	0.0	0.0	0.4717607973421927
denovo_delayed_s0p05	truth	overall	40000.0	100	300	0.78925	0.711161	0.15520733333333334	0.9871	0.93	0.94	0.0033222591362126247
denovo_s0p003	truth	carrier_carrier	40000.0	92	300	0.4984239130434782	0.6804529000715736	0.15520733333333334	0.9944565217391306	0.8369565217391305	0.8804347826086957	0.0033222591362126247
denovo_s0p003	truth	carrier_noncarrier	40000.0	100	300	0.4623499999999999	0.0	0.15520733333333334	0.0	0.0	0.0	1.0
denovo_s0p003	truth	noncarrier_noncarrier	40000.0	97	300	0.4475257731958763	0.20898833353010127	0.15520733333333334	0.6895189003436425	0.09278350515463918	0.09278350515463918	0.27906976744186046
denovo_s0p003	truth	overall	40000.0	100	300	0.4623499999999999	0.21513399999999996	0.15520733333333334	0.7316666666666666	0.08	0.1	0.15614617940199335
denovo_s0p004	truth	carrier_carrier	40000.0	99	300	0.6188383838383837	0.6274363981388624	0.15520733333333334	0.9826599326599327	0.7171717171717171	0.7777777777777778	0.0033222591362126247
denovo_s0p004	truth	carrier_noncarrier	40000.0	100	300	0.6128	0.0	0.15520733333333334	0.0	0.0	0.0	1.0
denovo_s0p004	truth	noncarrier_noncarrier	40000.0	95	300	0.5945789473684211	0.22076982825178385	0.15520733333333334	0.7539122807017544	0.05263157894736842	0.07368421052631578	0.16943521594684385
denovo_s0p004	truth	overall	40000.0	100	300	0.6128	0.26415299999999997	0.15520733333333334	0.8189833333333334	0.2	0.22	0.08803986710963455
denovo_s0p005	truth	carrier_carrier	40000.0	100	300	0.7357	0.6258781130189348	0.15520733333333334	0.9830333333333333	0.76	0.77	0.0033222591362126247
denovo_s0p005	truth	carrier_noncarrier	40000.0	100	300	0.7357	0.0	0.15520733333333334	0.0	0.0	0.0	1.0
denovo_s0p005	truth	noncarrier_noncarrier	40000.0	77	300	0.6690909090909091	0.23636560299020948	0.15520733333333334	0.7338744588744589	0.14285714285714285	0.14285714285714285	0.1362126245847176
denovo_s0p005	truth	overall	40000.0	100	300	0.7357	0.33195399999999997	0.15520733333333334	0.9085500000000001	0.31	0.37	0.016611295681063124
pulse_delayed_s0p005	truth	carrier_carrier	40000.0	88	300	0.3131818181818182	0.7828254576844048	0.15520733333333334	0.9990530303030302	0.9659090909090909	0.9886363636363636	0.0033222591362126247
pulse_delayed_s0p005	truth	carrier_noncarrier	40000.0	100	300	0.2801	0.0	0.15520733333333334	0.0	0.0	0.0	1.0
pulse_delayed_s0p005	truth	noncarrier_noncarrier	40000.0	100	300	0.2801	0.16876615179511634	0.15520733333333334	0.5797666666666667	0.0	0.01	0.36212624584717606
pulse_delayed_s0p005	truth	overall	40000.0	100	300	0.2801	0.166108	0.15520733333333334	0.53285	0.01	0.01	0.48006644518272423
pulse_s0p003	truth	carrier_carrier	40000.0	95	300	0.5405263157894737	0.6395498911504913	0.15520733333333334	0.9938245614035087	0.8105263157894737	0.8315789473684211	0.0033222591362126247
pulse_s0p003	truth	carrier_noncarrier	40000.0	99	300	0.5207070707070708	0.0	0.15520733333333334	0.0	0.0	0.0	1.0
pulse_s0p003	truth	noncarrier_noncarrier	40000.0	97	300	0.5021134020618556	0.1977527242767012	0.15520733333333334	0.6945360824742267	0.020618556701030927	0.030927835051546393	0.22259136212624583
pulse_s0p003	truth	overall	40000.0	100	300	0.5155000000000001	0.22070100000000004	0.15520733333333334	0.7168833333333334	0.08	0.11	0.16943521594684385
pulse_s0p004	truth	carrier_carrier	40000.0	98	300	0.6880102040816327	0.5880856461624913	0.15520733333333334	0.9767687074829932	0.6938775510204082	0.7551020408163265	0.0033222591362126247
pulse_s0p004	truth	carrier_noncarrier	40000.0	100	300	0.67495	0.0	0.15520733333333334	0.0	0.0	0.0	1.0
pulse_s0p004	truth	noncarrier_noncarrier	40000.0	81	300	0.6060493827160495	0.2098147322919753	0.15520733333333334	0.7333333333333335	0.04938271604938271	0.04938271604938271	0.22591362126245848
pulse_s0p004	truth	overall	40000.0	100	300	0.67495	0.285094	0.15520733333333334	0.8293	0.21	0.24	0.036544850498338874
pulse_s0p005	truth	carrier_carrier	40000.0	100	300	0.8032499999999999	0.5134095760318003	0.15520733333333334	0.9764333333333335	0.6	0.66	0.0033222591362126247
pulse_s0p005	truth	carrier_noncarrier	40000.0	97	300	0.7971649484536081	0.0	0.15520733333333334	0.0	0.0	0.0	1.0
pulse_s0p005	truth	noncarrier_noncarrier	40000.0	70	300	0.7338571428571429	0.25657353554486195	0.15520733333333334	0.7961428571428573	0.17142857142857143	0.21428571428571427	0.12956810631229235
pulse_s0p005	truth	overall	40000.0	100	300	0.8032499999999999	0.314858	0.15520733333333334	0.9073	0.34	0.38	0.016611295681063124
denovo_delayed_s0p01	decode	overall	50000.0	100	300	0.01875	0.21119699999999997	0.2158123333333333	0.49913333333333343	0.0	0.0	0.5016611295681064
denovo_delayed_s0p05	decode	overall	50000.0	100	300	0.78925	0.6960350000000001	0.2158123333333333	0.9606166666666667	0.77	0.77	0.0033222591362126247
denovo_s0p003	decode	overall	50000.0	100	300	0.4623499999999999	0.29882800000000004	0.2158123333333333	0.6428666666666668	0.14	0.14	0.3289036544850498
denovo_s0p004	decode	overall	50000.0	100	300	0.6128	0.37584699999999993	0.2158123333333333	0.8117499999999999	0.22	0.22	0.10631229235880399
denovo_s0p005	decode	overall	50000.0	100	300	0.7357	0.462622	0.2158123333333333	0.8734666666666666	0.43	0.43	0.023255813953488372
pulse_delayed_s0p005	decode	overall	50000.0	100	300	0.2801	0.178055	0.2158123333333333	0.3727166666666666	0.0	0.0	0.6179401993355482
pulse_s0p003	decode	overall	50000.0	100	300	0.5155000000000001	0.262864	0.2158123333333333	0.6145333333333334	0.05	0.05	0.3654485049833887
pulse_s0p004	decode	overall	50000.0	100	300	0.67495	0.363716	0.2158123333333333	0.7636666666666667	0.21	0.21	0.1212624584717608
pulse_s0p005	decode	overall	50000.0	100	300	0.8032499999999999	0.44517700000000004	0.2158123333333333	0.8647	0.37	0.38	0.053156146179401995
denovo_delayed_s0p01	decode_meanp	overall	50000.0	100	300	0.01875	0.262469743169	0.26428471205866666	0.502	0.01	0.01	0.4700996677740864
denovo_delayed_s0p05	decode_meanp	overall	50000.0	100	300	0.78925	0.7035930189579999	0.26428471205866666	0.954	0.76	0.76	0.0033222591362126247
denovo_s0p003	decode_meanp	overall	50000.0	100	300	0.4623499999999999	0.327606116162	0.26428471205866666	0.6041333333333333	0.13	0.13	0.3903654485049834
denovo_s0p004	decode_meanp	overall	50000.0	100	300	0.6128	0.40415630218299997	0.26428471205866666	0.7874	0.19	0.19	0.12292358803986711
denovo_s0p005	decode_meanp	overall	50000.0	100	300	0.7357	0.48229623194	0.26428471205866666	0.8431000000000001	0.39	0.4	0.019933554817275746
pulse_delayed_s0p005	decode_meanp	overall	50000.0	100	300	0.2801	0.206620792135	0.26428471205866666	0.30293333333333333	0.0	0.0	0.7491694352159468
pulse_s0p003	decode_meanp	overall	50000.0	100	300	0.5155000000000001	0.28942313171699996	0.26428471205866666	0.5587333333333334	0.04	0.04	0.46677740863787376
pulse_s0p004	decode_meanp	overall	50000.0	100	300	0.67495	0.3870056026539999	0.26428471205866666	0.7284333333333335	0.2	0.2	0.1760797342192691
pulse_s0p005	decode_meanp	overall	50000.0	100	300	0.8032499999999999	0.4703681239909999	0.26428471205866666	0.8514	0.34	0.34	0.059800664451827246
denovo_delayed_s0p01	truth	carrier_carrier	50000.0	1	300	0.125	1.0	0.20062233333333335	1.0	1.0	1.0	0.0033222591362126247
denovo_delayed_s0p01	truth	carrier_noncarrier	50000.0	82	300	0.022865853658536585	0.19759830799936648	0.20062233333333335	0.4058943089430894	0.08536585365853659	0.10975609756097561	0.7890365448504983
denovo_delayed_s0p01	truth	noncarrier_noncarrier	50000.0	100	300	0.01875	0.19742602379173868	0.20062233333333335	0.48946666666666666	0.0	0.0	0.4700996677740864
denovo_delayed_s0p01	truth	overall	50000.0	100	300	0.01875	0.197682	0.20062233333333335	0.49256666666666665	0.0	0.0	0.4767441860465116
denovo_delayed_s0p05	truth	carrier_carrier	50000.0	100	300	0.78925	1.0	0.20062233333333335	1.0	1.0	1.0	0.0033222591362126247
denovo_delayed_s0p05	truth	carrier_noncarrier	50000.0	100	300	0.78925	0.20728513274694435	0.20062233333333335	0.44439999999999996	0.12	0.12	0.6511627906976745
denovo_delayed_s0p05	truth	noncarrier_noncarrier	50000.0	78	300	0.7432692307692307	0.2157643588870585	0.20062233333333335	0.5483333333333335	0.01282051282051282	0.01282051282051282	0.3588039867109635
denovo_delayed_s0p05	truth	overall	50000.0	100	300	0.78925	0.7276859999999999	0.20062233333333335	0.98155	0.87	0.87	0.0033222591362126247
denovo_s0p003	truth	carrier_carrier	50000.0	92	300	0.4984239130434782	0.8879312626514021	0.20062233333333335	0.9998188405797102	0.9891304347826086	0.9891304347826086	0.0033222591362126247
