arm	method	genotype_class	threshold_years	n_replicates	n_null	mean_af	mean_statistic	null_mean	auc	power_rule	power_p_corrected	median_p
denovo_delayed_s0p05	decode	overall	10000.0	100	300	0.78925	0.43929500000000005	0.021820000000000003	0.9992333333333333	0.99	0.99	0.0033222591362126247
denovo_s0p003	decode	overall	10000.0	100	300	0.4623499999999999	0.027684999999999994	0.021820000000000003	0.6484666666666666	0.08	0.08	0.3023255813953488
denovo_s0p004	decode	overall	10000.0	100	300	0.6128	0.033735	0.021820000000000003	0.8032833333333333	0.12	0.13	0.0946843853820598
denovo_s0p005	decode	overall	10000.0	100	300	0.7357	0.04011200000000001	0.021820000000000003	0.8563500000000001	0.28	0.29	0.03322259136212625
pulse_delayed_s0p005	decode	overall	10000.0	100	300	0.2801	0.022868	0.021820000000000003	0.5390166666666668	0.01	0.01	0.4717607973421927
pulse_s0p003	decode	overall	10000.0	100	300	0.5155000000000001	0.026188	0.021820000000000003	0.6416333333333334	0.03	0.03	0.313953488372093
pulse_s0p004	decode	overall	10000.0	100	300	0.67495	0.033285999999999996	0.021820000000000003	0.7583999999999999	0.16	0.17	0.11960132890365449
pulse_s0p005	decode	overall	10000.0	100	300	0.8032499999999999	0.035562	0.021820000000000003	0.8051166666666667	0.15	0.16	0.0415282392026578
denovo_delayed_s0p01	decode_meanp	overall	10000.0	100	300	0.01875	0.0834010063176	0.08399950186776667	0.5005333333333333	0.0	0.0	0.526578073089701
denovo_delayed_s0p05	decode_meanp	overall	10000.0	100	300	0.78925	0.4627607035175001	0.08399950186776667	0.9840000000000001	0.94	0.94	0.0033222591362126247
denovo_s0p003	decode_meanp	overall	10000.0	100	300	0.4623499999999999	0.10928390908399999	0.08399950186776667	0.6230666666666668	0.15	0.15	0.36710963455149503
denovo_s0p004	decode_meanp	overall	10000.0	100	300	0.6128	0.1359374617795	0.08399950186776667	0.7971333333333332	0.21	0.23	0.11129568106312293
denovo_s0p005	decode_meanp	overall	10000.0	100	300	0.7357	0.16646761254800002	0.08399950186776667	0.8698999999999999	0.43	0.44	0.019933554817275746
pulse_delayed_s0p005	decode_meanp	overall	10000.0	100	300	0.2801	0.07185505327910001	0.08399950186776667	0.37413333333333343	0.0	0.0	0.6594684385382059
pulse_s0p003	decode_meanp	overall	10000.0	100	300	0.5155000000000001	0.10017003323479999	0.08399950186776667	0.6016333333333332	0.06	0.06	0.40863787375415284
