calibration_id	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	duration_multiplier	analytic_selection_end_generations_ago	analytic_selection_duration_generations	requested_selection_end_generations_ago	realized_selection_end_generations_ago	slim_scaling_factor	candidate_pool_diploids	draw_index	seed
han_calibration__s0.010000__af0.100000__m0.500000__q5__draw008	0.01	0.1	0.07500000000000001	0.125	0.5	1453.301330161558	818.6986698384419	1862.6506650807792	1865.0	5.0	500	8	1693441746
han_calibration__s0.010000__af0.100000__m0.500000__q5__draw009	0.01	0.1	0.07500000000000001	0.125	0.5	1453.301330161558	818.6986698384419	1862.6506650807792	1865.0	5.0	500	9	1049698598
han_calibration__s0.010000__af0.100000__m0.500000__q5__draw010	0.01	0.1	0.07500000000000001	0.125	0.5	1453.301330161558	818.6986698384419	1862.6506650807792	1865.0	5.0	500	10	2075816353
han_calibration__s0.010000__af0.100000__m0.500000__q5__draw011	0.01	0.1	0.07500000000000001	0.125	0.5	1453.301330161558	818.6986698384419	1862.6506650807792	1865.0	5.0	500	11	1693391325
han_calibration__s0.010000__af0.100000__m0.500000__q5__draw012	0.01	0.1	0.07500000000000001	0.125	0.5	1453.301330161558	818.6986698384419	1862.6506650807792	1865.0	5.0	500	12	2002799412
han_calibration__s0.010000__af0.100000__m0.500000__q5__draw013	0.01	0.1	0.07500000000000001	0.125	0.5	1453.301330161558	818.6986698384419	1862.6506650807792	1865.0	5.0	500	13	67240763
han_calibration__s0.010000__af0.100000__m0.500000__q5__draw014	0.01	0.1	0.07500000000000001	0.125	0.5	1453.301330161558	818.6986698384419	1862.6506650807792	1865.0	5.0	500	14	1857640732
han_calibration__s0.010000__af0.100000__m0.500000__q5__draw015	0.01	0.1	0.07500000000000001	0.125	0.5	1453.301330161558	818.6986698384419	1862.6506650807792	1865.0	5.0	500	15	897535067
han_calibration__s0.010000__af0.100000__m0.500000__q5__draw016	0.01	0.1	0.07500000000000001	0.125	0.5	1453.301330161558	818.6986698384419	1862.6506650807792	1865.0	5.0	500	16	1562390149
han_calibration__s0.010000__af0.100000__m0.500000__q5__draw017	0.01	0.1	0.07500000000000001	0.125	0.5	1453.301330161558	818.6986698384419	1862.6506650807792	1865.0	5.0	500	17	204661410
han_calibration__s0.010000__af0.100000__m0.500000__q5__draw018	0.01	0.1	0.07500000000000001	0.125	0.5	1453.301330161558	818.6986698384419	1862.6506650807792	1865.0	5.0	500	18	2027394474
han_calibration__s0.010000__af0.100000__m0.500000__q5__draw019	0.01	0.1	0.07500000000000001	0.125	0.5	1453.301330161558	818.6986698384419	1862.6506650807792	1865.0	5.0	500	19	774798632
han_calibration__s0.010000__af0.200000__m0.150000__q5__draw000	0.01	0.2	0.17500000000000002	0.225	0.15	1291.1152869182924	980.8847130817076	2124.867293037744	2125.0	5.0	500	0	784396191
han_calibration__s0.010000__af0.200000__m0.150000__q5__draw001	0.01	0.2	0.17500000000000002	0.225	0.15	1291.1152869182924	980.8847130817076	2124.867293037744	2125.0	5.0	500	1	1175777353
han_calibration__s0.010000__af0.200000__m0.150000__q5__draw002	0.01	0.2	0.17500000000000002	0.225	0.15	1291.1152869182924	980.8847130817076	2124.867293037744	2125.0	5.0	500	2	656720887
han_calibration__s0.010000__af0.200000__m0.150000__q5__draw003	0.01	0.2	0.17500000000000002	0.225	0.15	1291.1152869182924	980.8847130817076	2124.867293037744	2125.0	5.0	500	3	1177751114
han_calibration__s0.010000__af0.200000__m0.150000__q5__draw004	0.01	0.2	0.17500000000000002	0.225	0.15	1291.1152869182924	980.8847130817076	2124.867293037744	2125.0	5.0	500	4	790075517
han_calibration__s0.010000__af0.200000__m0.150000__q5__draw005	0.01	0.2	0.17500000000000002	0.225	0.15	1291.1152869182924	980.8847130817076	2124.867293037744	2125.0	5.0	500	5	2082439312
han_calibration__s0.010000__af0.200000__m0.150000__q5__draw006	0.01	0.2	0.17500000000000002	0.225	0.15	1291.1152869182924	980.8847130817076	2124.867293037744	2125.0	5.0	500	6	220030640
han_calibration__s0.010000__af0.200000__m0.150000__q5__draw007	0.01	0.2	0.17500000000000002	0.225	0.15	1291.1152869182924	980.8847130817076	2124.867293037744	2125.0	5.0	500	7	1388085735
han_calibration__s0.010000__af0.200000__m0.150000__q5__draw008	0.01	0.2	0.17500000000000002	0.225	0.15	1291.1152869182924	980.8847130817076	2124.867293037744	2125.0	5.0	500	8	2060092285
han_calibration__s0.010000__af0.200000__m0.150000__q5__draw009	0.01	0.2	0.17500000000000002	0.225	0.15	1291.1152869182924	980.8847130817076	2124.867293037744	2125.0	5.0	500	9	2121439784
han_calibration__s0.010000__af0.200000__m0.150000__q5__draw010	0.01	0.2	0.17500000000000002	0.225	0.15	1291.1152869182924	980.8847130817076	2124.867293037744	2125.0	5.0	500	10	1971590478
han_calibration__s0.010000__af0.200000__m0.150000__q5__draw011	0.01	0.2	0.17500000000000002	0.225	0.15	1291.1152869182924	980.8847130817076	2124.867293037744	2125.0	5.0	500	11	240517568
han_calibration__s0.010000__af0.200000__m0.150000__q5__draw012	0.01	0.2	0.17500000000000002	0.225	0.15	1291.1152869182924	980.8847130817076	2124.867293037744	2125.0	5.0	500	12	1414516845
han_calibration__s0.010000__af0.200000__m0.150000__q5__draw013	0.01	0.2	0.17500000000000002	0.225	0.15	1291.1152869182924	980.8847130817076	2124.867293037744	2125.0	5.0	500	13	544531009
han_calibration__s0.010000__af0.200000__m0.150000__q5__draw014	0.01	0.2	0.17500000000000002	0.225	0.15	1291.1152869182924	980.8847130817076	2124.867293037744	2125.0	5.0	500	14	1995759710
han_calibration__s0.010000__af0.200000__m0.150000__q5__draw015	0.01	0.2	0.17500000000000002	0.225	0.15	1291.1152869182924	980.8847130817076	2124.867293037744	2125.0	5.0	500	15	535594211
han_calibration__s0.010000__af0.200000__m0.150000__q5__draw016	0.01	0.2	0.17500000000000002	0.225	0.15	1291.1152869182924	980.8847130817076	2124.867293037744	2125.0	5.0	500	16	2096718341
han_calibration__s0.010000__af0.200000__m0.150000__q5__draw017	0.01	0.2	0.17500000000000002	0.225	0.15	1291.1152869182924	980.8847130817076	2124.867293037744	2125.0	5.0	500	17	395807530
han_calibration__s0.010000__af0.200000__m0.150000__q5__draw018	0.01	0.2	0.17500000000000002	0.225	0.15	1291.1152869182924	980.8847130817076	2124.867293037744	2125.0	5.0	500	18	1310372345
han_calibration__s0.010000__af0.200000__m0.150000__q5__draw019	0.01	0.2	0.17500000000000002	0.225	0.15	1291.1152869182924	980.8847130817076	2124.867293037744	2125.0	5.0	500	19	816143591
han_calibration__s0.010000__af0.200000__m0.200000__q5__draw000	0.01	0.2	0.17500000000000002	0.225	0.2	1291.1152869182924	980.8847130817076	2075.8230573836586	2075.0	5.0	500	0	764941451
han_calibration__s0.010000__af0.200000__m0.200000__q5__draw001	0.01	0.2	0.17500000000000002	0.225	0.2	1291.1152869182924	980.8847130817076	2075.8230573836586	2075.0	5.0	500	1	1363210804
han_calibration__s0.010000__af0.200000__m0.200000__q5__draw002	0.01	0.2	0.17500000000000002	0.225	0.2	1291.1152869182924	980.8847130817076	2075.8230573836586	2075.0	5.0	500	2	600002192
han_calibration__s0.010000__af0.200000__m0.200000__q5__draw003	0.01	0.2	0.17500000000000002	0.225	0.2	1291.1152869182924	980.8847130817076	2075.8230573836586	2075.0	5.0	500	3	585276849
han_calibration__s0.010000__af0.200000__m0.200000__q5__draw004	0.01	0.2	0.17500000000000002	0.225	0.2	1291.1152869182924	980.8847130817076	2075.8230573836586	2075.0	5.0	500	4	1390887315
han_calibration__s0.010000__af0.200000__m0.200000__q5__draw005	0.01	0.2	0.17500000000000002	0.225	0.2	1291.1152869182924	980.8847130817076	2075.8230573836586	2075.0	5.0	500	5	840002156
han_calibration__s0.010000__af0.200000__m0.200000__q5__draw006	0.01	0.2	0.17500000000000002	0.225	0.2	1291.1152869182924	980.8847130817076	2075.8230573836586	2075.0	5.0	500	6	828910185
han_calibration__s0.010000__af0.200000__m0.200000__q5__draw007	0.01	0.2	0.17500000000000002	0.225	0.2	1291.1152869182924	980.8847130817076	2075.8230573836586	2075.0	5.0	500	7	1140417884
han_calibration__s0.010000__af0.200000__m0.200000__q5__draw008	0.01	0.2	0.17500000000000002	0.225	0.2	1291.1152869182924	980.8847130817076	2075.8230573836586	2075.0	5.0	500	8	15642510
han_calibration__s0.010000__af0.200000__m0.200000__q5__draw009	0.01	0.2	0.17500000000000002	0.225	0.2	1291.1152869182924	980.8847130817076	2075.8230573836586	2075.0	5.0	500	9	1918963188
han_calibration__s0.010000__af0.200000__m0.200000__q5__draw010	0.01	0.2	0.17500000000000002	0.225	0.2	1291.1152869182924	980.8847130817076	2075.8230573836586	2075.0	5.0	500	10	1251444201
han_calibration__s0.010000__af0.200000__m0.200000__q5__draw011	0.01	0.2	0.17500000000000002	0.225	0.2	1291.1152869182924	980.8847130817076	2075.8230573836586	2075.0	5.0	500	11	1867416058
han_calibration__s0.010000__af0.200000__m0.200000__q5__draw012	0.01	0.2	0.17500000000000002	0.225	0.2	1291.1152869182924	980.8847130817076	2075.8230573836586	2075.0	5.0	500	12	201732496
han_calibration__s0.010000__af0.200000__m0.200000__q5__draw013	0.01	0.2	0.17500000000000002	0.225	0.2	1291.1152869182924	980.8847130817076	2075.8230573836586	2075.0	5.0	500	13	858423576
han_calibration__s0.010000__af0.200000__m0.200000__q5__draw014	0.01	0.2	0.17500000000000002	0.225	0.2	1291.1152869182924	980.8847130817076	2075.8230573836586	2075.0	5.0	500	14	242897972
han_calibration__s0.010000__af0.200000__m0.200000__q5__draw015	0.01	0.2	0.17500000000000002	0.225	0.2	1291.1152869182924	980.8847130817076	2075.8230573836586	2075.0	5.0	500	15	456728195
han_calibration__s0.010000__af0.200000__m0.200000__q5__draw016	0.01	0.2	0.17500000000000002	0.225	0.2	1291.1152869182924	980.8847130817076	2075.8230573836586	2075.0	5.0	500	16	956225836
han_calibration__s0.010000__af0.200000__m0.200000__q5__draw017	0.01	0.2	0.17500000000000002	0.225	0.2	1291.1152869182924	980.8847130817076	2075.8230573836586	2075.0	5.0	500	17	1911140669
han_calibration__s0.010000__af0.200000__m0.200000__q5__draw018	0.01	0.2	0.17500000000000002	0.225	0.2	1291.1152869182924	980.8847130817076	2075.8230573836586	2075.0	5.0	500	18	262678284
han_calibration__s0.010000__af0.200000__m0.200000__q5__draw019	0.01	0.2	0.17500000000000002	0.225	0.2	1291.1152869182924	980.8847130817076	2075.8230573836586	2075.0	5.0	500	19	777546047
han_calibration__s0.010000__af0.200000__m0.250000__q5__draw000	0.01	0.2	0.17500000000000002	0.225	0.25	1291.1152869182924	980.8847130817076	2026.778821729573	2025.0	5.0	500	0	1182592532
han_calibration__s0.010000__af0.200000__m0.250000__q5__draw001	0.01	0.2	0.17500000000000002	0.225	0.25	1291.1152869182924	980.8847130817076	2026.778821729573	2025.0	5.0	500	1	470239178
han_calibration__s0.010000__af0.200000__m0.250000__q5__draw002	0.01	0.2	0.17500000000000002	0.225	0.25	1291.1152869182924	980.8847130817076	2026.778821729573	2025.0	5.0	500	2	1749842335
han_calibration__s0.010000__af0.200000__m0.250000__q5__draw003	0.01	0.2	0.17500000000000002	0.225	0.25	1291.1152869182924	980.8847130817076	2026.778821729573	2025.0	5.0	500	3	1195989735
han_calibration__s0.010000__af0.200000__m0.250000__q5__draw004	0.01	0.2	0.17500000000000002	0.225	0.25	1291.1152869182924	980.8847130817076	2026.778821729573	2025.0	5.0	500	4	1112088172
han_calibration__s0.010000__af0.200000__m0.250000__q5__draw005	0.01	0.2	0.17500000000000002	0.225	0.25	1291.1152869182924	980.8847130817076	2026.778821729573	2025.0	5.0	500	5	377631726
han_calibration__s0.010000__af0.200000__m0.250000__q5__draw006	0.01	0.2	0.17500000000000002	0.225	0.25	1291.1152869182924	980.8847130817076	2026.778821729573	2025.0	5.0	500	6	2139554515
han_calibration__s0.010000__af0.200000__m0.250000__q5__draw007	0.01	0.2	0.17500000000000002	0.225	0.25	1291.1152869182924	980.8847130817076	2026.778821729573	2025.0	5.0	500	7	820720719
han_calibration__s0.010000__af0.200000__m0.250000__q5__draw008	0.01	0.2	0.17500000000000002	0.225	0.25	1291.1152869182924	980.8847130817076	2026.778821729573	2025.0	5.0	500	8	326433106
han_calibration__s0.010000__af0.200000__m0.250000__q5__draw009	0.01	0.2	0.17500000000000002	0.225	0.25	1291.1152869182924	980.8847130817076	2026.778821729573	2025.0	5.0	500	9	33739688
han_calibration__s0.010000__af0.200000__m0.250000__q5__draw010	0.01	0.2	0.17500000000000002	0.225	0.25	1291.1152869182924	980.8847130817076	2026.778821729573	2025.0	5.0	500	10	1836396824
han_calibration__s0.010000__af0.200000__m0.250000__q5__draw011	0.01	0.2	0.17500000000000002	0.225	0.25	1291.1152869182924	980.8847130817076	2026.778821729573	2025.0	5.0	500	11	839619139
han_calibration__s0.010000__af0.200000__m0.250000__q5__draw012	0.01	0.2	0.17500000000000002	0.225	0.25	1291.1152869182924	980.8847130817076	2026.778821729573	2025.0	5.0	500	12	418602748
han_calibration__s0.010000__af0.200000__m0.250000__q5__draw013	0.01	0.2	0.17500000000000002	0.225	0.25	1291.1152869182924	980.8847130817076	2026.778821729573	2025.0	5.0	500	13	807305700
han_calibration__s0.010000__af0.200000__m0.250000__q5__draw014	0.01	0.2	0.17500000000000002	0.225	0.25	1291.1152869182924	980.8847130817076	2026.778821729573	2025.0	5.0	500	14	793718821
han_calibration__s0.010000__af0.200000__m0.250000__q5__draw015	0.01	0.2	0.17500000000000002	0.225	0.25	1291.1152869182924	980.8847130817076	2026.778821729573	2025.0	5.0	500	15	653214882
han_calibration__s0.010000__af0.200000__m0.250000__q5__draw016	0.01	0.2	0.17500000000000002	0.225	0.25	1291.1152869182924	980.8847130817076	2026.778821729573	2025.0	5.0	500	16	1784358991
han_calibration__s0.010000__af0.200000__m0.250000__q5__draw017	0.01	0.2	0.17500000000000002	0.225	0.25	1291.1152869182924	980.8847130817076	2026.778821729573	2025.0	5.0	500	17	1019182250
han_calibration__s0.010000__af0.200000__m0.250000__q5__draw018	0.01	0.2	0.17500000000000002	0.225	0.25	1291.1152869182924	980.8847130817076	2026.778821729573	2025.0	5.0	500	18	2095799113
han_calibration__s0.010000__af0.200000__m0.250000__q5__draw019	0.01	0.2	0.17500000000000002	0.225	0.25	1291.1152869182924	980.8847130817076	2026.778821729573	2025.0	5.0	500	19	992750914
han_calibration__s0.010000__af0.200000__m0.300000__q5__draw000	0.01	0.2	0.17500000000000002	0.225	0.3	1291.1152869182924	980.8847130817076	1977.7345860754876	1980.0	5.0	500	0	799788250
han_calibration__s0.010000__af0.200000__m0.300000__q5__draw001	0.01	0.2	0.17500000000000002	0.225	0.3	1291.1152869182924	980.8847130817076	1977.7345860754876	1980.0	5.0	500	1	1850036376
han_calibration__s0.010000__af0.200000__m0.300000__q5__draw002	0.01	0.2	0.17500000000000002	0.225	0.3	1291.1152869182924	980.8847130817076	1977.7345860754876	1980.0	5.0	500	2	1225636400
han_calibration__s0.010000__af0.200000__m0.300000__q5__draw003	0.01	0.2	0.17500000000000002	0.225	0.3	1291.1152869182924	980.8847130817076	1977.7345860754876	1980.0	5.0	500	3	1046611274
han_calibration__s0.010000__af0.200000__m0.300000__q5__draw004	0.01	0.2	0.17500000000000002	0.225	0.3	1291.1152869182924	980.8847130817076	1977.7345860754876	1980.0	5.0	500	4	1745471110
han_calibration__s0.010000__af0.200000__m0.300000__q5__draw005	0.01	0.2	0.17500000000000002	0.225	0.3	1291.1152869182924	980.8847130817076	1977.7345860754876	1980.0	5.0	500	5	1950342648
han_calibration__s0.010000__af0.200000__m0.300000__q5__draw006	0.01	0.2	0.17500000000000002	0.225	0.3	1291.1152869182924	980.8847130817076	1977.7345860754876	1980.0	5.0	500	6	465350266
han_calibration__s0.010000__af0.200000__m0.300000__q5__draw007	0.01	0.2	0.17500000000000002	0.225	0.3	1291.1152869182924	980.8847130817076	1977.7345860754876	1980.0	5.0	500	7	252292024
han_calibration__s0.010000__af0.200000__m0.300000__q5__draw008	0.01	0.2	0.17500000000000002	0.225	0.3	1291.1152869182924	980.8847130817076	1977.7345860754876	1980.0	5.0	500	8	1390976857
han_calibration__s0.010000__af0.200000__m0.300000__q5__draw009	0.01	0.2	0.17500000000000002	0.225	0.3	1291.1152869182924	980.8847130817076	1977.7345860754876	1980.0	5.0	500	9	1428179814
han_calibration__s0.010000__af0.200000__m0.300000__q5__draw010	0.01	0.2	0.17500000000000002	0.225	0.3	1291.1152869182924	980.8847130817076	1977.7345860754876	1980.0	5.0	500	10	1483338221
han_calibration__s0.010000__af0.200000__m0.300000__q5__draw011	0.01	0.2	0.17500000000000002	0.225	0.3	1291.1152869182924	980.8847130817076	1977.7345860754876	1980.0	5.0	500	11	1307781634
han_calibration__s0.010000__af0.200000__m0.300000__q5__draw012	0.01	0.2	0.17500000000000002	0.225	0.3	1291.1152869182924	980.8847130817076	1977.7345860754876	1980.0	5.0	500	12	346260245
han_calibration__s0.010000__af0.200000__m0.300000__q5__draw013	0.01	0.2	0.17500000000000002	0.225	0.3	1291.1152869182924	980.8847130817076	1977.7345860754876	1980.0	5.0	500	13	1357805344
han_calibration__s0.010000__af0.200000__m0.300000__q5__draw014	0.01	0.2	0.17500000000000002	0.225	0.3	1291.1152869182924	980.8847130817076	1977.7345860754876	1980.0	5.0	500	14	604605661
han_calibration__s0.010000__af0.200000__m0.300000__q5__draw015	0.01	0.2	0.17500000000000002	0.225	0.3	1291.1152869182924	980.8847130817076	1977.7345860754876	1980.0	5.0	500	15	1999710539
han_calibration__s0.010000__af0.200000__m0.300000__q5__draw016	0.01	0.2	0.17500000000000002	0.225	0.3	1291.1152869182924	980.8847130817076	1977.7345860754876	1980.0	5.0	500	16	1539137203
han_calibration__s0.010000__af0.200000__m0.300000__q5__draw017	0.01	0.2	0.17500000000000002	0.225	0.3	1291.1152869182924	980.8847130817076	1977.7345860754876	1980.0	5.0	500	17	854319835
han_calibration__s0.010000__af0.200000__m0.300000__q5__draw018	0.01	0.2	0.17500000000000002	0.225	0.3	1291.1152869182924	980.8847130817076	1977.7345860754876	1980.0	5.0	500	18	777410568
han_calibration__s0.010000__af0.200000__m0.300000__q5__draw019	0.01	0.2	0.17500000000000002	0.225	0.3	1291.1152869182924	980.8847130817076	1977.7345860754876	1980.0	5.0	500	19	671652945
han_calibration__s0.010000__af0.200000__m0.350000__q5__draw000	0.01	0.2	0.17500000000000002	0.225	0.35	1291.1152869182924	980.8847130817076	1928.6903504214024	1930.0	5.0	500	0	633776389
han_calibration__s0.010000__af0.200000__m0.350000__q5__draw001	0.01	0.2	0.17500000000000002	0.225	0.35	1291.1152869182924	980.8847130817076	1928.6903504214024	1930.0	5.0	500	1	467137668
han_calibration__s0.010000__af0.200000__m0.350000__q5__draw002	0.01	0.2	0.17500000000000002	0.225	0.35	1291.1152869182924	980.8847130817076	1928.6903504214024	1930.0	5.0	500	2	1498632489
han_calibration__s0.010000__af0.200000__m0.350000__q5__draw003	0.01	0.2	0.17500000000000002	0.225	0.35	1291.1152869182924	980.8847130817076	1928.6903504214024	1930.0	5.0	500	3	2141373310
han_calibration__s0.010000__af0.200000__m0.350000__q5__draw004	0.01	0.2	0.17500000000000002	0.225	0.35	1291.1152869182924	980.8847130817076	1928.6903504214024	1930.0	5.0	500	4	1342664077
han_calibration__s0.010000__af0.200000__m0.350000__q5__draw005	0.01	0.2	0.17500000000000002	0.225	0.35	1291.1152869182924	980.8847130817076	1928.6903504214024	1930.0	5.0	500	5	637092004
han_calibration__s0.010000__af0.200000__m0.350000__q5__draw006	0.01	0.2	0.17500000000000002	0.225	0.35	1291.1152869182924	980.8847130817076	1928.6903504214024	1930.0	5.0	500	6	692458711
han_calibration__s0.010000__af0.200000__m0.350000__q5__draw007	0.01	0.2	0.17500000000000002	0.225	0.35	1291.1152869182924	980.8847130817076	1928.6903504214024	1930.0	5.0	500	7	1365344286
han_calibration__s0.010000__af0.200000__m0.350000__q5__draw008	0.01	0.2	0.17500000000000002	0.225	0.35	1291.1152869182924	980.8847130817076	1928.6903504214024	1930.0	5.0	500	8	1283743520
han_calibration__s0.010000__af0.200000__m0.350000__q5__draw009	0.01	0.2	0.17500000000000002	0.225	0.35	1291.1152869182924	980.8847130817076	1928.6903504214024	1930.0	5.0	500	9	182302157
han_calibration__s0.010000__af0.200000__m0.350000__q5__draw010	0.01	0.2	0.17500000000000002	0.225	0.35	1291.1152869182924	980.8847130817076	1928.6903504214024	1930.0	5.0	500	10	68724860
han_calibration__s0.010000__af0.200000__m0.350000__q5__draw011	0.01	0.2	0.17500000000000002	0.225	0.35	1291.1152869182924	980.8847130817076	1928.6903504214024	1930.0	5.0	500	11	77703936
han_calibration__s0.010000__af0.200000__m0.350000__q5__draw012	0.01	0.2	0.17500000000000002	0.225	0.35	1291.1152869182924	980.8847130817076	1928.6903504214024	1930.0	5.0	500	12	246132711
han_calibration__s0.010000__af0.200000__m0.350000__q5__draw013	0.01	0.2	0.17500000000000002	0.225	0.35	1291.1152869182924	980.8847130817076	1928.6903504214024	1930.0	5.0	500	13	1177911355
han_calibration__s0.010000__af0.200000__m0.350000__q5__draw014	0.01	0.2	0.17500000000000002	0.225	0.35	1291.1152869182924	980.8847130817076	1928.6903504214024	1930.0	5.0	500	14	1603955470
han_calibration__s0.010000__af0.200000__m0.350000__q5__draw015	0.01	0.2	0.17500000000000002	0.225	0.35	1291.1152869182924	980.8847130817076	1928.6903504214024	1930.0	5.0	500	15	1724285611
han_calibration__s0.010000__af0.200000__m0.350000__q5__draw016	0.01	0.2	0.17500000000000002	0.225	0.35	1291.1152869182924	980.8847130817076	1928.6903504214024	1930.0	5.0	500	16	1216885802
han_calibration__s0.010000__af0.200000__m0.350000__q5__draw017	0.01	0.2	0.17500000000000002	0.225	0.35	1291.1152869182924	980.8847130817076	1928.6903504214024	1930.0	5.0	500	17	626431056
han_calibration__s0.010000__af0.200000__m0.350000__q5__draw018	0.01	0.2	0.17500000000000002	0.225	0.35	1291.1152869182924	980.8847130817076	1928.6903504214024	1930.0	5.0	500	18	147222516
han_calibration__s0.010000__af0.200000__m0.350000__q5__draw019	0.01	0.2	0.17500000000000002	0.225	0.35	1291.1152869182924	980.8847130817076	1928.6903504214024	1930.0	5.0	500	19	833021209
han_calibration__s0.010000__af0.200000__m0.400000__q5__draw000	0.01	0.2	0.17500000000000002	0.225	0.4	1291.1152869182924	980.8847130817076	1879.646114767317	1880.0	5.0	500	0	218880270
han_calibration__s0.010000__af0.200000__m0.400000__q5__draw001	0.01	0.2	0.17500000000000002	0.225	0.4	1291.1152869182924	980.8847130817076	1879.646114767317	1880.0	5.0	500	1	921506895
han_calibration__s0.010000__af0.200000__m0.400000__q5__draw002	0.01	0.2	0.17500000000000002	0.225	0.4	1291.1152869182924	980.8847130817076	1879.646114767317	1880.0	5.0	500	2	2072194968
han_calibration__s0.010000__af0.200000__m0.400000__q5__draw003	0.01	0.2	0.17500000000000002	0.225	0.4	1291.1152869182924	980.8847130817076	1879.646114767317	1880.0	5.0	500	3	949343523
han_calibration__s0.010000__af0.200000__m0.400000__q5__draw004	0.01	0.2	0.17500000000000002	0.225	0.4	1291.1152869182924	980.8847130817076	1879.646114767317	1880.0	5.0	500	4	1018972370
han_calibration__s0.010000__af0.200000__m0.400000__q5__draw005	0.01	0.2	0.17500000000000002	0.225	0.4	1291.1152869182924	980.8847130817076	1879.646114767317	1880.0	5.0	500	5	6192407
han_calibration__s0.010000__af0.200000__m0.400000__q5__draw006	0.01	0.2	0.17500000000000002	0.225	0.4	1291.1152869182924	980.8847130817076	1879.646114767317	1880.0	5.0	500	6	1083043592
han_calibration__s0.010000__af0.200000__m0.400000__q5__draw007	0.01	0.2	0.17500000000000002	0.225	0.4	1291.1152869182924	980.8847130817076	1879.646114767317	1880.0	5.0	500	7	255574931
han_calibration__s0.010000__af0.200000__m0.400000__q5__draw008	0.01	0.2	0.17500000000000002	0.225	0.4	1291.1152869182924	980.8847130817076	1879.646114767317	1880.0	5.0	500	8	1605829088
han_calibration__s0.010000__af0.200000__m0.400000__q5__draw009	0.01	0.2	0.17500000000000002	0.225	0.4	1291.1152869182924	980.8847130817076	1879.646114767317	1880.0	5.0	500	9	583553424
han_calibration__s0.010000__af0.200000__m0.400000__q5__draw010	0.01	0.2	0.17500000000000002	0.225	0.4	1291.1152869182924	980.8847130817076	1879.646114767317	1880.0	5.0	500	10	1901846431
han_calibration__s0.010000__af0.200000__m0.400000__q5__draw011	0.01	0.2	0.17500000000000002	0.225	0.4	1291.1152869182924	980.8847130817076	1879.646114767317	1880.0	5.0	500	11	1691439672
han_calibration__s0.010000__af0.200000__m0.400000__q5__draw012	0.01	0.2	0.17500000000000002	0.225	0.4	1291.1152869182924	980.8847130817076	1879.646114767317	1880.0	5.0	500	12	1355964194
han_calibration__s0.010000__af0.200000__m0.400000__q5__draw013	0.01	0.2	0.17500000000000002	0.225	0.4	1291.1152869182924	980.8847130817076	1879.646114767317	1880.0	5.0	500	13	2080920669
han_calibration__s0.010000__af0.200000__m0.400000__q5__draw014	0.01	0.2	0.17500000000000002	0.225	0.4	1291.1152869182924	980.8847130817076	1879.646114767317	1880.0	5.0	500	14	736216082
han_calibration__s0.010000__af0.200000__m0.400000__q5__draw015	0.01	0.2	0.17500000000000002	0.225	0.4	1291.1152869182924	980.8847130817076	1879.646114767317	1880.0	5.0	500	15	53145262
han_calibration__s0.010000__af0.200000__m0.400000__q5__draw016	0.01	0.2	0.17500000000000002	0.225	0.4	1291.1152869182924	980.8847130817076	1879.646114767317	1880.0	5.0	500	16	2101957235
han_calibration__s0.010000__af0.200000__m0.400000__q5__draw017	0.01	0.2	0.17500000000000002	0.225	0.4	1291.1152869182924	980.8847130817076	1879.646114767317	1880.0	5.0	500	17	255635060
han_calibration__s0.010000__af0.200000__m0.400000__q5__draw018	0.01	0.2	0.17500000000000002	0.225	0.4	1291.1152869182924	980.8847130817076	1879.646114767317	1880.0	5.0	500	18	523239747
han_calibration__s0.010000__af0.200000__m0.400000__q5__draw019	0.01	0.2	0.17500000000000002	0.225	0.4	1291.1152869182924	980.8847130817076	1879.646114767317	1880.0	5.0	500	19	194387460
han_calibration__s0.010000__af0.200000__m0.500000__q5__draw000	0.01	0.2	0.17500000000000002	0.225	0.5	1291.1152869182924	980.8847130817076	1781.5576434591462	1780.0	5.0	500	0	1893134547
han_calibration__s0.010000__af0.200000__m0.500000__q5__draw001	0.01	0.2	0.17500000000000002	0.225	0.5	1291.1152869182924	980.8847130817076	1781.5576434591462	1780.0	5.0	500	1	49116805
han_calibration__s0.010000__af0.200000__m0.500000__q5__draw002	0.01	0.2	0.17500000000000002	0.225	0.5	1291.1152869182924	980.8847130817076	1781.5576434591462	1780.0	5.0	500	2	507352661
han_calibration__s0.010000__af0.200000__m0.500000__q5__draw003	0.01	0.2	0.17500000000000002	0.225	0.5	1291.1152869182924	980.8847130817076	1781.5576434591462	1780.0	5.0	500	3	1001379041
han_calibration__s0.010000__af0.200000__m0.500000__q5__draw004	0.01	0.2	0.17500000000000002	0.225	0.5	1291.1152869182924	980.8847130817076	1781.5576434591462	1780.0	5.0	500	4	82272826
han_calibration__s0.010000__af0.200000__m0.500000__q5__draw005	0.01	0.2	0.17500000000000002	0.225	0.5	1291.1152869182924	980.8847130817076	1781.5576434591462	1780.0	5.0	500	5	1825964548
han_calibration__s0.010000__af0.200000__m0.500000__q5__draw006	0.01	0.2	0.17500000000000002	0.225	0.5	1291.1152869182924	980.8847130817076	1781.5576434591462	1780.0	5.0	500	6	1880493552
han_calibration__s0.010000__af0.200000__m0.500000__q5__draw007	0.01	0.2	0.17500000000000002	0.225	0.5	1291.1152869182924	980.8847130817076	1781.5576434591462	1780.0	5.0	500	7	612800090
