calibration_id	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	duration_multiplier	analytic_selection_end_generations_ago	analytic_selection_duration_generations	requested_selection_end_generations_ago	realized_selection_end_generations_ago	slim_scaling_factor	candidate_pool_diploids	draw_index	seed	status	evaluable	terminal_class	candidate_pool_alt_count	candidate_pool_af	candidate_pool_frequency_gate_passed	exact_panel_feasible	elapsed_seconds	error	selection_intervals_json	canonical_result_source	reconciliation_id	reconciliation_mode	original_status	original_terminal_class	original_error	original_plan_sha256	original_ledger_sha256	stdpopsim_recapitation_applied	post_slim_neutral_mutation_overlay_applied	selected_focal_identity_json	trajectory_sha256
han_calibration__s0.010000__af0.100000__m0.150000__q5__draw015	0.01	0.1	0.075	0.125	0.15	1453.301330161558	818.6986698384419	2149.195199524234	2150.0	5.0	500	15	153855036	complete	True	segregating	42.0	0.042	False	False	85.53621892299998		"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.150000__q5__draw016	0.01	0.1	0.075	0.125	0.15	1453.301330161558	818.6986698384419	2149.195199524234	2150.0	5.0	500	16	2037449530	complete	True	segregating	108.0	0.108	True	True	76.01706203999998		"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.150000__q5__draw017	0.01	0.1	0.075	0.125	0.15	1453.301330161558	818.6986698384419	2149.195199524234	2150.0	5.0	500	17	508436891	complete	True	segregating	9.0	0.009	False	False	74.22997197000001		"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.150000__q5__draw018	0.01	0.1	0.075	0.125	0.15	1453.301330161558	818.6986698384419	2149.195199524234	2150.0	5.0	500	18	33104408	complete	True	segregating	392.0	0.392	False	True	79.40247668100002		"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.150000__q5__draw019	0.01	0.1	0.075	0.125	0.15	1453.301330161558	818.6986698384419	2149.195199524234	2150.0	5.0	500	19	2117065679	complete	True	segregating	44.0	0.044	False	True	100.829043233		"[{""end_time"":2150.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.200000__q5__draw000	0.01	0.1	0.075	0.125	0.2	1453.301330161558	818.6986698384419	2108.260266032312	2110.0	5.0	500	0	2131340964	complete	True	segregating	325.0	0.325	False	True	85.353348058		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.200000__q5__draw001	0.01	0.1	0.075	0.125	0.2	1453.301330161558	818.6986698384419	2108.260266032312	2110.0	5.0	500	1	884117446	complete	True	segregating	32.0	0.032	False	False	84.23231550999998		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.200000__q5__draw002	0.01	0.1	0.075	0.125	0.2	1453.301330161558	818.6986698384419	2108.260266032312	2110.0	5.0	500	2	1223271673	complete	True	segregating	11.0	0.011	False	False	90.09585345899995		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.200000__q5__draw003	0.01	0.1	0.075	0.125	0.2	1453.301330161558	818.6986698384419	2108.260266032312	2110.0	5.0	500	3	172452796	complete	True	segregating	119.0	0.119	True	True	93.07249970700002		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.200000__q5__draw004	0.01	0.1	0.075	0.125	0.2	1453.301330161558	818.6986698384419	2108.260266032312	2110.0	5.0	500	4	2146464177	complete	True	segregating	174.0	0.174	False	True	91.54257944200003		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.200000__q5__draw005	0.01	0.1	0.075	0.125	0.2	1453.301330161558	818.6986698384419	2108.260266032312	2110.0	5.0	500	5	1680501080	complete	True	segregating	142.0	0.142	False	True	104.331195187		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.200000__q5__draw006	0.01	0.1	0.075	0.125	0.2	1453.301330161558	818.6986698384419	2108.260266032312	2110.0	5.0	500	6	360370168	complete	True	segregating	79.0	0.079	True	True	85.51946028200001		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.200000__q5__draw007	0.01	0.1	0.075	0.125	0.2	1453.301330161558	818.6986698384419	2108.260266032312	2110.0	5.0	500	7	589382012	complete	True	segregating	112.0	0.112	True	True	82.89629045000004		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.200000__q5__draw008	0.01	0.1	0.075	0.125	0.2	1453.301330161558	818.6986698384419	2108.260266032312	2110.0	5.0	500	8	1542496915	complete	True	segregating	332.0	0.332	False	True	83.93228157300001		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.200000__q5__draw009	0.01	0.1	0.075	0.125	0.2	1453.301330161558	818.6986698384419	2108.260266032312	2110.0	5.0	500	9	507531972	complete	True	segregating	40.0	0.04	False	False	74.12348394400004		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.200000__q5__draw010	0.01	0.1	0.075	0.125	0.2	1453.301330161558	818.6986698384419	2108.260266032312	2110.0	5.0	500	10	160129094	complete	True	segregating	13.0	0.013	False	False	78.69745436399995		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.200000__q5__draw011	0.01	0.1	0.075	0.125	0.2	1453.301330161558	818.6986698384419	2108.260266032312	2110.0	5.0	500	11	2060833913	complete	True	segregating	44.0	0.044	False	True	76.17660489899998		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.200000__q5__draw012	0.01	0.1	0.075	0.125	0.2	1453.301330161558	818.6986698384419	2108.260266032312	2110.0	5.0	500	12	588049513	complete	True	segregating	421.0	0.421	False	True	89.93177799400002		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.200000__q5__draw013	0.01	0.1	0.075	0.125	0.2	1453.301330161558	818.6986698384419	2108.260266032312	2110.0	5.0	500	13	67773363	complete	True	segregating	4.0	0.004	False	False	86.04616876900002		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.200000__q5__draw014	0.01	0.1	0.075	0.125	0.2	1453.301330161558	818.6986698384419	2108.260266032312	2110.0	5.0	500	14	1504411813	complete	True	segregating	30.0	0.03	False	False	87.42782974700003		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.200000__q5__draw015	0.01	0.1	0.075	0.125	0.2	1453.301330161558	818.6986698384419	2108.260266032312	2110.0	5.0	500	15	1272387617	complete	True	segregating	536.0	0.536	False	True	79.68589598000005		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.200000__q5__draw016	0.01	0.1	0.075	0.125	0.2	1453.301330161558	818.6986698384419	2108.260266032312	2110.0	5.0	500	16	1887430853	complete	True	segregating	124.0	0.124	True	True	81.85148338799996		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.200000__q5__draw017	0.01	0.1	0.075	0.125	0.2	1453.301330161558	818.6986698384419	2108.260266032312	2110.0	5.0	500	17	1662450800	complete	True	segregating	130.0	0.13	False	True	83.667035199		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.200000__q5__draw018	0.01	0.1	0.075	0.125	0.2	1453.301330161558	818.6986698384419	2108.260266032312	2110.0	5.0	500	18	1750057822	complete	True	segregating	241.0	0.241	False	True	95.29564424799996		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.200000__q5__draw019	0.01	0.1	0.075	0.125	0.2	1453.301330161558	818.6986698384419	2108.260266032312	2110.0	5.0	500	19	1353762182	complete	True	segregating	268.0	0.268	False	True	85.51806719400003		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.250000__q5__draw000	0.01	0.1	0.075	0.125	0.25	1453.301330161558	818.6986698384419	2067.3253325403894	2065.0	5.0	500	0	34337093	complete	True	segregating	75.0	0.075	True	True	92.34691814399996		"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.250000__q5__draw001	0.01	0.1	0.075	0.125	0.25	1453.301330161558	818.6986698384419	2067.3253325403894	2065.0	5.0	500	1	607156648	complete	True	segregating	137.0	0.137	False	True	78.24608866400001		"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.250000__q5__draw002	0.01	0.1	0.075	0.125	0.25	1453.301330161558	818.6986698384419	2067.3253325403894	2065.0	5.0	500	2	418519180	complete	True	segregating	245.0	0.245	False	True	92.624493799		"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.250000__q5__draw003	0.01	0.1	0.075	0.125	0.25	1453.301330161558	818.6986698384419	2067.3253325403894	2065.0	5.0	500	3	1165937686	complete	True	segregating	130.0	0.13	False	True	90.334338112		"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.250000__q5__draw004	0.01	0.1	0.075	0.125	0.25	1453.301330161558	818.6986698384419	2067.3253325403894	2065.0	5.0	500	4	2055562887	complete	True	segregating	542.0	0.542	False	True	95.56925553899998		"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.250000__q5__draw005	0.01	0.1	0.075	0.125	0.25	1453.301330161558	818.6986698384419	2067.3253325403894	2065.0	5.0	500	5	1301604836	complete	True	segregating	290.0	0.29	False	True	104.85051021599998		"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.250000__q5__draw006	0.01	0.1	0.075	0.125	0.25	1453.301330161558	818.6986698384419	2067.3253325403894	2065.0	5.0	500	6	690088976	complete	True	segregating	64.0	0.064	False	True	100.387839514		"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.250000__q5__draw007	0.01	0.1	0.075	0.125	0.25	1453.301330161558	818.6986698384419	2067.3253325403894	2065.0	5.0	500	7	732044198	complete	True	segregating	106.0	0.106	True	True	84.78452401300001		"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.250000__q5__draw008	0.01	0.1	0.075	0.125	0.25	1453.301330161558	818.6986698384419	2067.3253325403894	2065.0	5.0	500	8	1968267620	complete	True	segregating	135.0	0.135	False	True	80.72551880499998		"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.250000__q5__draw009	0.01	0.1	0.075	0.125	0.25	1453.301330161558	818.6986698384419	2067.3253325403894	2065.0	5.0	500	9	433568925	complete	True	segregating	28.0	0.028	False	True	88.17924159900002		"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.250000__q5__draw010	0.01	0.1	0.075	0.125	0.25	1453.301330161558	818.6986698384419	2067.3253325403894	2065.0	5.0	500	10	1733602425	complete	True	segregating	185.0	0.185	False	True	78.53691691300003		"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.250000__q5__draw011	0.01	0.1	0.075	0.125	0.25	1453.301330161558	818.6986698384419	2067.3253325403894	2065.0	5.0	500	11	609735131	complete	True	segregating	45.0	0.045	False	True	77.63154823100001		"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.250000__q5__draw012	0.01	0.1	0.075	0.125	0.25	1453.301330161558	818.6986698384419	2067.3253325403894	2065.0	5.0	500	12	1109616749	complete	True	segregating	56.0	0.056	False	False	77.22606003800001		"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.250000__q5__draw013	0.01	0.1	0.075	0.125	0.25	1453.301330161558	818.6986698384419	2067.3253325403894	2065.0	5.0	500	13	84671457	complete	True	segregating	70.0	0.07	False	True	79.36251518699999		"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.250000__q5__draw014	0.01	0.1	0.075	0.125	0.25	1453.301330161558	818.6986698384419	2067.3253325403894	2065.0	5.0	500	14	422175455	complete	True	segregating	111.0	0.111	True	True	84.316041757		"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.250000__q5__draw015	0.01	0.1	0.075	0.125	0.25	1453.301330161558	818.6986698384419	2067.3253325403894	2065.0	5.0	500	15	1927059000	complete	True	segregating	169.0	0.169	False	True	82.406804427		"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.250000__q5__draw016	0.01	0.1	0.075	0.125	0.25	1453.301330161558	818.6986698384419	2067.3253325403894	2065.0	5.0	500	16	158509049	complete	True	segregating	89.0	0.089	True	True	80.16573784799999		"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.250000__q5__draw017	0.01	0.1	0.075	0.125	0.25	1453.301330161558	818.6986698384419	2067.3253325403894	2065.0	5.0	500	17	2010026343	complete	True	segregating	52.0	0.052	False	False	77.39922086199999		"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.250000__q5__draw018	0.01	0.1	0.075	0.125	0.25	1453.301330161558	818.6986698384419	2067.3253325403894	2065.0	5.0	500	18	1420492452	complete	True	segregating	289.0	0.289	False	True	113.88072997199993		"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.250000__q5__draw019	0.01	0.1	0.075	0.125	0.25	1453.301330161558	818.6986698384419	2067.3253325403894	2065.0	5.0	500	19	1590055212	complete	True	segregating	118.0	0.118	True	True	84.13866054000005		"[{""end_time"":2065.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.300000__q5__draw000	0.01	0.1	0.075	0.125	0.3	1453.301330161558	818.6986698384419	2026.3903990484675	2025.0	5.0	500	0	1070823420	complete	True	segregating	110.0	0.11	True	True	81.619000626		"[{""end_time"":2025.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.300000__q5__draw001	0.01	0.1	0.075	0.125	0.3	1453.301330161558	818.6986698384419	2026.3903990484675	2025.0	5.0	500	1	171753251	complete	True	segregating	189.0	0.189	False	True	84.08669746199996		"[{""end_time"":2025.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.300000__q5__draw002	0.01	0.1	0.075	0.125	0.3	1453.301330161558	818.6986698384419	2026.3903990484675	2025.0	5.0	500	2	1613868200	complete	True	segregating	23.0	0.023	False	False	83.86134509500005		"[{""end_time"":2025.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.300000__q5__draw003	0.01	0.1	0.075	0.125	0.3	1453.301330161558	818.6986698384419	2026.3903990484675	2025.0	5.0	500	3	1770122935	complete	True	segregating	16.0	0.016	False	False	80.93652365399998		"[{""end_time"":2025.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.300000__q5__draw004	0.01	0.1	0.075	0.125	0.3	1453.301330161558	818.6986698384419	2026.3903990484675	2025.0	5.0	500	4	1243258279	complete	True	segregating	236.0	0.236	False	True	84.14401773899999		"[{""end_time"":2025.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.300000__q5__draw005	0.01	0.1	0.075	0.125	0.3	1453.301330161558	818.6986698384419	2026.3903990484675	2025.0	5.0	500	5	460269265	complete	True	segregating	74.0	0.074	False	True	78.92734830899997		"[{""end_time"":2025.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.300000__q5__draw006	0.01	0.1	0.075	0.125	0.3	1453.301330161558	818.6986698384419	2026.3903990484675	2025.0	5.0	500	6	1340783338	complete	True	segregating	135.0	0.135	False	True	94.82313604700003		"[{""end_time"":2025.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.300000__q5__draw007	0.01	0.1	0.075	0.125	0.3	1453.301330161558	818.6986698384419	2026.3903990484675	2025.0	5.0	500	7	1951381348	complete	True	segregating	135.0	0.135	False	True	81.27969998499998		"[{""end_time"":2025.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.300000__q5__draw008	0.01	0.1	0.075	0.125	0.3	1453.301330161558	818.6986698384419	2026.3903990484675	2025.0	5.0	500	8	739975919	complete	True	segregating	188.0	0.188	False	True	99.75553892700005		"[{""end_time"":2025.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.300000__q5__draw009	0.01	0.1	0.075	0.125	0.3	1453.301330161558	818.6986698384419	2026.3903990484675	2025.0	5.0	500	9	777566666	complete	True	segregating	19.0	0.019	False	False	85.12092549800002		"[{""end_time"":2025.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.300000__q5__draw010	0.01	0.1	0.075	0.125	0.3	1453.301330161558	818.6986698384419	2026.3903990484675	2025.0	5.0	500	10	1294696813	complete	True	segregating	69.0	0.069	False	True	75.56341172599997		"[{""end_time"":2025.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.300000__q5__draw011	0.01	0.1	0.075	0.125	0.3	1453.301330161558	818.6986698384419	2026.3903990484675	2025.0	5.0	500	11	1946962056	complete	True	segregating	77.0	0.077	True	True	88.81310132700003		"[{""end_time"":2025.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.300000__q5__draw012	0.01	0.1	0.075	0.125	0.3	1453.301330161558	818.6986698384419	2026.3903990484675	2025.0	5.0	500	12	1774210263	complete	True	segregating	37.0	0.037	False	False	80.43607276899996		"[{""end_time"":2025.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.300000__q5__draw013	0.01	0.1	0.075	0.125	0.3	1453.301330161558	818.6986698384419	2026.3903990484675	2025.0	5.0	500	13	513946929	complete	True	segregating	188.0	0.188	False	True	89.11175689200002		"[{""end_time"":2025.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.300000__q5__draw014	0.01	0.1	0.075	0.125	0.3	1453.301330161558	818.6986698384419	2026.3903990484675	2025.0	5.0	500	14	1969627529	complete	True	segregating	31.0	0.031	False	False	82.890179203		"[{""end_time"":2025.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.300000__q5__draw015	0.01	0.1	0.075	0.125	0.3	1453.301330161558	818.6986698384419	2026.3903990484675	2025.0	5.0	500	15	94888452	complete	True	segregating	78.0	0.078	True	False	76.82695088100002		"[{""end_time"":2025.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.300000__q5__draw016	0.01	0.1	0.075	0.125	0.3	1453.301330161558	818.6986698384419	2026.3903990484675	2025.0	5.0	500	16	41236234	complete	True	segregating	61.0	0.061	False	False	78.57523354399996		"[{""end_time"":2025.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.300000__q5__draw017	0.01	0.1	0.075	0.125	0.3	1453.301330161558	818.6986698384419	2026.3903990484675	2025.0	5.0	500	17	1233357034	complete	True	segregating	69.0	0.069	False	True	78.36344768799995		"[{""end_time"":2025.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.300000__q5__draw018	0.01	0.1	0.075	0.125	0.3	1453.301330161558	818.6986698384419	2026.3903990484675	2025.0	5.0	500	18	442937239	complete	True	segregating	105.0	0.105	True	True	81.36174813000002		"[{""end_time"":2025.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.300000__q5__draw019	0.01	0.1	0.075	0.125	0.3	1453.301330161558	818.6986698384419	2026.3903990484675	2025.0	5.0	500	19	1582673372	complete	True	segregating	54.0	0.054	False	True	74.70780180700001		"[{""end_time"":2025.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.350000__q5__draw000	0.01	0.1	0.075	0.125	0.35	1453.301330161558	818.6986698384419	1985.4554655565453	1985.0	5.0	500	0	1969404425	complete	True	segregating	48.0	0.048	False	True	78.601283685		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1985.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.350000__q5__draw001	0.01	0.1	0.075	0.125	0.35	1453.301330161558	818.6986698384419	1985.4554655565453	1985.0	5.0	500	1	1207392897	complete	True	segregating	48.0	0.048	False	True	85.20594840500007		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1985.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.350000__q5__draw002	0.01	0.1	0.075	0.125	0.35	1453.301330161558	818.6986698384419	1985.4554655565453	1985.0	5.0	500	2	1556604390	complete	True	segregating	26.0	0.026	False	False	81.0655051		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1985.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.350000__q5__draw003	0.01	0.1	0.075	0.125	0.35	1453.301330161558	818.6986698384419	1985.4554655565453	1985.0	5.0	500	3	1333506690	complete	True	segregating	41.0	0.041	False	False	83.49533370100005		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1985.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.350000__q5__draw004	0.01	0.1	0.075	0.125	0.35	1453.301330161558	818.6986698384419	1985.4554655565453	1985.0	5.0	500	4	1164416077	complete	True	segregating	40.0	0.04	False	False	90.603191703		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1985.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.350000__q5__draw005	0.01	0.1	0.075	0.125	0.35	1453.301330161558	818.6986698384419	1985.4554655565453	1985.0	5.0	500	5	1566638787	complete	True	segregating	4.0	0.004	False	False	76.27071534900006		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1985.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.350000__q5__draw006	0.01	0.1	0.075	0.125	0.35	1453.301330161558	818.6986698384419	1985.4554655565453	1985.0	5.0	500	6	688228689	complete	True	segregating	70.0	0.07	False	True	75.83519036200005		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1985.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.350000__q5__draw007	0.01	0.1	0.075	0.125	0.35	1453.301330161558	818.6986698384419	1985.4554655565453	1985.0	5.0	500	7	1062961673	complete	True	segregating	522.0	0.522	False	True	81.007681198		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1985.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.350000__q5__draw008	0.01	0.1	0.075	0.125	0.35	1453.301330161558	818.6986698384419	1985.4554655565453	1985.0	5.0	500	8	921398545	complete	True	segregating	175.0	0.175	False	True	78.35800113599998		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1985.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.350000__q5__draw009	0.01	0.1	0.075	0.125	0.35	1453.301330161558	818.6986698384419	1985.4554655565453	1985.0	5.0	500	9	887018090	complete	True	segregating	115.0	0.115	True	True	77.72075601100005		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1985.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.350000__q5__draw010	0.01	0.1	0.075	0.125	0.35	1453.301330161558	818.6986698384419	1985.4554655565453	1985.0	5.0	500	10	1800614011	complete	True	segregating	33.0	0.033	False	False	77.91043429399997		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1985.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.350000__q5__draw011	0.01	0.1	0.075	0.125	0.35	1453.301330161558	818.6986698384419	1985.4554655565453	1985.0	5.0	500	11	200108292	complete	True	segregating	127.0	0.127	False	True	97.290637297		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1985.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.100000__m0.350000__q5__draw012	0.01	0.1	0.075	0.125	0.35	1453.301330161558	818.6986698384419	1985.4554655565453	1985.0	5.0	500	12	1351033693	complete	True	segregating	264.0	0.264	False	True	114.26452508700004		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1985.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
