calibration_id	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	duration_multiplier	analytic_selection_end_generations_ago	analytic_selection_duration_generations	requested_selection_end_generations_ago	realized_selection_end_generations_ago	slim_scaling_factor	candidate_pool_diploids	draw_index	seed	status	evaluable	terminal_class	candidate_pool_alt_count	candidate_pool_af	candidate_pool_frequency_gate_passed	exact_panel_feasible	elapsed_seconds	error	selection_intervals_json	canonical_result_source	reconciliation_id	reconciliation_mode	original_status	original_terminal_class	original_error	original_plan_sha256	original_ledger_sha256	stdpopsim_recapitation_applied	post_slim_neutral_mutation_overlay_applied	selected_focal_identity_json	trajectory_sha256
han_calibration__s0.005000__af0.100000__m0.500000__q5__draw011	0.005	0.1	0.075	0.125	0.5	634.6026603231162	1637.3973396768838	1453.301330161558	1455.0	5.0	500	11	1938688891	complete	True	segregating	108.0	0.108	True	True	109.72588283799996		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1455.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.100000__m0.500000__q5__draw012	0.005	0.1	0.075	0.125	0.5	634.6026603231162	1637.3973396768838	1453.301330161558	1455.0	5.0	500	12	1220329504	complete	True	segregating	363.0	0.363	False	True	76.784565209		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1455.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.100000__m0.500000__q5__draw013	0.005	0.1	0.075	0.125	0.5	634.6026603231162	1637.3973396768838	1453.301330161558	1455.0	5.0	500	13	24056491	complete	True	segregating	226.0	0.226	False	True	79.64673824200008		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1455.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.100000__m0.500000__q5__draw014	0.005	0.1	0.075	0.125	0.5	634.6026603231162	1637.3973396768838	1453.301330161558	1455.0	5.0	500	14	1787759578	complete	True	segregating	196.0	0.196	False	True	86.8733419969999		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1455.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.100000__m0.500000__q5__draw015	0.005	0.1	0.075	0.125	0.5	634.6026603231162	1637.3973396768838	1453.301330161558	1455.0	5.0	500	15	1848072775	complete	True	segregating	591.0	0.591	False	False	86.10202016700032		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1455.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.100000__m0.500000__q5__draw016	0.005	0.1	0.075	0.125	0.5	634.6026603231162	1637.3973396768838	1453.301330161558	1455.0	5.0	500	16	642531288	complete	True	segregating	598.0	0.598	False	True	76.58227750000015		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1455.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.100000__m0.500000__q5__draw017	0.005	0.1	0.075	0.125	0.5	634.6026603231162	1637.3973396768838	1453.301330161558	1455.0	5.0	500	17	1515524481	complete	True	segregating	17.0	0.017	False	False	95.6064128349999		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1455.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.100000__m0.500000__q5__draw018	0.005	0.1	0.075	0.125	0.5	634.6026603231162	1637.3973396768838	1453.301330161558	1455.0	5.0	500	18	1918302201	complete	True	segregating	49.0	0.049	False	False	98.95416981900009		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1455.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.100000__m0.500000__q5__draw019	0.005	0.1	0.075	0.125	0.5	634.6026603231162	1637.3973396768838	1453.301330161558	1455.0	5.0	500	19	550062867	complete	True	segregating	247.0	0.247	False	True	75.44631096900002		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1455.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.150000__q5__draw000	0.005	0.2	0.175	0.225	0.15	310.23057383658465	1961.769426163416	1977.734586075488	1980.0	5.0	500	0	1571647185	complete	True	segregating	20.0	0.02	False	False	85.03513950000024		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1980.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.150000__q5__draw001	0.005	0.2	0.175	0.225	0.15	310.23057383658465	1961.769426163416	1977.734586075488	1980.0	5.0	500	1	220897272	complete	True	segregating	33.0	0.033	False	False	98.20505992200016		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1980.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.150000__q5__draw002	0.005	0.2	0.175	0.225	0.15	310.23057383658465	1961.769426163416	1977.734586075488	1980.0	5.0	500	2	1892869538	complete	True	segregating	194.0	0.194	True	True	126.25855553500014		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1980.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.150000__q5__draw003	0.005	0.2	0.175	0.225	0.15	310.23057383658465	1961.769426163416	1977.734586075488	1980.0	5.0	500	3	2051707809	complete	True	segregating	39.0	0.039	False	False	29.03462165199926		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1980.0,""population"":""Han"",""start_time"":2015.0}]"	reconciled_forward_only_no_overlay	no_overlay__han_calibration__s0.005000__af0.200000__m0.150000__q5__draw003	same_seed_q5_focal_2bp_forward_only_no_recap_no_neutral_overlay	failed	failed	SelectedFocalIdentityError: selected focal identity requires one nonrecurrent mutation and metadata entry	94fea8962e99c9fc04265855e575df01ab43839bf58dbfb17738db8d1567fcb1	6bedca6e6b814c2cc9e0af9b81fdd526bff7819779a3eb968ae27db42354571d	False	False	"{""expected_mutation_type"":1,""expected_origin_time_generations"":2400.0,""expected_source_subpopulation"":7,""focal_position_0based"":1.0,""observed_focal_site_count"":1,""observed_metadata_entry_count"":1,""observed_mutation_node"":1919,""observed_mutation_types"":[1],""observed_nucleotide"":-1,""observed_origin_time_generations"":2400.0,""observed_origin_time_raw_scaled_generations"":480.0,""observed_raw_mutation_id"":15,""observed_selection_coeff"":0.0,""observed_slim_cycle"":5933,""observed_slim_scaling_factor"":5.0,""observed_slim_time"":5453,""observed_source_subpopulation"":7,""observed_tskit_mutation_count"":1,""status"":""valid""}"	b445cb59ad023679f823dc02d842a97372bfd0bf5028facfdd566277847c8d88
han_calibration__s0.005000__af0.200000__m0.150000__q5__draw004	0.005	0.2	0.175	0.225	0.15	310.23057383658465	1961.769426163416	1977.734586075488	1980.0	5.0	500	4	1525128219	complete	True	segregating	102.0	0.102	False	True	70.48357785200005		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1980.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.150000__q5__draw005	0.005	0.2	0.175	0.225	0.15	310.23057383658465	1961.769426163416	1977.734586075488	1980.0	5.0	500	5	271833071	complete	True	segregating	149.0	0.149	False	True	83.86679206500003		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1980.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.150000__q5__draw006	0.005	0.2	0.175	0.225	0.15	310.23057383658465	1961.769426163416	1977.734586075488	1980.0	5.0	500	6	994212748	complete	True	segregating	1.0	0.001	False	False	85.73944175299994		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1980.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.150000__q5__draw007	0.005	0.2	0.175	0.225	0.15	310.23057383658465	1961.769426163416	1977.734586075488	1980.0	5.0	500	7	1310573218	complete	True	segregating	22.0	0.022	False	False	88.04656199800002		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1980.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.150000__q5__draw008	0.005	0.2	0.175	0.225	0.15	310.23057383658465	1961.769426163416	1977.734586075488	1980.0	5.0	500	8	173408316	complete	True	segregating	102.0	0.102	False	True	93.3362969169998		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1980.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.150000__q5__draw009	0.005	0.2	0.175	0.225	0.15	310.23057383658465	1961.769426163416	1977.734586075488	1980.0	5.0	500	9	150881423	complete	True	segregating	1.0	0.001	False	False	87.26685914300015		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1980.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.150000__q5__draw010	0.005	0.2	0.175	0.225	0.15	310.23057383658465	1961.769426163416	1977.734586075488	1980.0	5.0	500	10	93967840	complete	True	segregating	19.0	0.019	False	False	117.47860284199987		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1980.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.150000__q5__draw011	0.005	0.2	0.175	0.225	0.15	310.23057383658465	1961.769426163416	1977.734586075488	1980.0	5.0	500	11	1979189586	complete	True	segregating	67.0	0.067	False	True	78.47671819400011		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1980.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.150000__q5__draw012	0.005	0.2	0.175	0.225	0.15	310.23057383658465	1961.769426163416	1977.734586075488	1980.0	5.0	500	12	300908516	complete	True	segregating	45.0	0.045	False	False	100.31735854999988		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1980.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.150000__q5__draw013	0.005	0.2	0.175	0.225	0.15	310.23057383658465	1961.769426163416	1977.734586075488	1980.0	5.0	500	13	441476614	complete	True	segregating	47.0	0.047	False	False	78.0044815350002		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1980.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.150000__q5__draw014	0.005	0.2	0.175	0.225	0.15	310.23057383658465	1961.769426163416	1977.734586075488	1980.0	5.0	500	14	1550144587	complete	True	segregating	90.0	0.09	False	True	79.37958781700036		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1980.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.150000__q5__draw015	0.005	0.2	0.175	0.225	0.15	310.23057383658465	1961.769426163416	1977.734586075488	1980.0	5.0	500	15	959812921	complete	True	segregating	58.0	0.058	False	True	103.02629643699991		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1980.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.150000__q5__draw016	0.005	0.2	0.175	0.225	0.15	310.23057383658465	1961.769426163416	1977.734586075488	1980.0	5.0	500	16	1499432982	complete	True	segregating	405.0	0.405	False	True	91.67137133000006		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1980.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.150000__q5__draw017	0.005	0.2	0.175	0.225	0.15	310.23057383658465	1961.769426163416	1977.734586075488	1980.0	5.0	500	17	350839596	complete	True	segregating	3.0	0.003	False	False	103.29555580900023		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1980.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.150000__q5__draw018	0.005	0.2	0.175	0.225	0.15	310.23057383658465	1961.769426163416	1977.734586075488	1980.0	5.0	500	18	1017346362	complete	True	segregating	108.0	0.108	False	True	97.44789172499986		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1980.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.150000__q5__draw019	0.005	0.2	0.175	0.225	0.15	310.23057383658465	1961.769426163416	1977.734586075488	1980.0	5.0	500	19	981301667	complete	True	segregating	25.0	0.025	False	False	74.67789111999991		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1980.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.200000__q5__draw000	0.005	0.2	0.175	0.225	0.2	310.23057383658465	1961.769426163416	1879.646114767317	1880.0	5.0	500	0	913955707	complete	True	segregating	62.0	0.062	False	False	72.2600876309998		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1880.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.200000__q5__draw001	0.005	0.2	0.175	0.225	0.2	310.23057383658465	1961.769426163416	1879.646114767317	1880.0	5.0	500	1	408590058	complete	True	segregating	278.0	0.278	False	True	94.19578433000017		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1880.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.200000__q5__draw002	0.005	0.2	0.175	0.225	0.2	310.23057383658465	1961.769426163416	1879.646114767317	1880.0	5.0	500	2	255463123	complete	True	segregating	103.0	0.103	False	True	79.48026607199972		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1880.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.200000__q5__draw003	0.005	0.2	0.175	0.225	0.2	310.23057383658465	1961.769426163416	1879.646114767317	1880.0	5.0	500	3	1027414006	complete	True	segregating	114.0	0.114	False	True	102.398984766		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1880.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.200000__q5__draw004	0.005	0.2	0.175	0.225	0.2	310.23057383658465	1961.769426163416	1879.646114767317	1880.0	5.0	500	4	1714384546	complete	True	segregating	10.0	0.01	False	False	82.12090207300025		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1880.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.200000__q5__draw005	0.005	0.2	0.175	0.225	0.2	310.23057383658465	1961.769426163416	1879.646114767317	1880.0	5.0	500	5	1198248597	complete	True	segregating	54.0	0.054	False	False	114.55930364200005		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1880.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.200000__q5__draw006	0.005	0.2	0.175	0.225	0.2	310.23057383658465	1961.769426163416	1879.646114767317	1880.0	5.0	500	6	1592111644	complete	True	segregating	65.0	0.065	False	True	75.2461002		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1880.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.200000__q5__draw007	0.005	0.2	0.175	0.225	0.2	310.23057383658465	1961.769426163416	1879.646114767317	1880.0	5.0	500	7	1112040984	complete	True	segregating	58.0	0.058	False	True	84.91536436299975		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1880.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.200000__q5__draw008	0.005	0.2	0.175	0.225	0.2	310.23057383658465	1961.769426163416	1879.646114767317	1880.0	5.0	500	8	1330063914	complete	True	segregating	180.0	0.18	True	True	99.32610991599996		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1880.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.200000__q5__draw009	0.005	0.2	0.175	0.225	0.2	310.23057383658465	1961.769426163416	1879.646114767317	1880.0	5.0	500	9	27307534	complete	True	segregating	62.0	0.062	False	False	83.92078572400032		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1880.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.200000__q5__draw010	0.005	0.2	0.175	0.225	0.2	310.23057383658465	1961.769426163416	1879.646114767317	1880.0	5.0	500	10	125802398	complete	True	segregating	244.0	0.244	False	True	80.32934487500006		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1880.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.200000__q5__draw011	0.005	0.2	0.175	0.225	0.2	310.23057383658465	1961.769426163416	1879.646114767317	1880.0	5.0	500	11	453995416	complete	True	segregating	42.0	0.042	False	True	82.43726245300013		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1880.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.200000__q5__draw012	0.005	0.2	0.175	0.225	0.2	310.23057383658465	1961.769426163416	1879.646114767317	1880.0	5.0	500	12	2139098970	complete	True	segregating	187.0	0.187	True	True	82.1039098340002		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1880.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.200000__q5__draw013	0.005	0.2	0.175	0.225	0.2	310.23057383658465	1961.769426163416	1879.646114767317	1880.0	5.0	500	13	1260431634	complete	True	segregating	7.0	0.007	False	False	83.18302352800038		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1880.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.200000__q5__draw014	0.005	0.2	0.175	0.225	0.2	310.23057383658465	1961.769426163416	1879.646114767317	1880.0	5.0	500	14	1534648093	complete	True	segregating	58.0	0.058	False	False	99.02052616600032		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1880.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.200000__q5__draw015	0.005	0.2	0.175	0.225	0.2	310.23057383658465	1961.769426163416	1879.646114767317	1880.0	5.0	500	15	931529178	complete	True	segregating	96.0	0.096	False	True	106.7756521780002		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1880.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.200000__q5__draw016	0.005	0.2	0.175	0.225	0.2	310.23057383658465	1961.769426163416	1879.646114767317	1880.0	5.0	500	16	257527185	complete	True	segregating	45.0	0.045	False	True	91.0780318000002		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1880.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.200000__q5__draw017	0.005	0.2	0.175	0.225	0.2	310.23057383658465	1961.769426163416	1879.646114767317	1880.0	5.0	500	17	1863100286	complete	True	segregating	208.0	0.208	True	True	93.55390244699991		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1880.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.200000__q5__draw018	0.005	0.2	0.175	0.225	0.2	310.23057383658465	1961.769426163416	1879.646114767317	1880.0	5.0	500	18	1044614470	complete	True	segregating	225.0	0.225	True	True	83.98270144900016		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1880.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.200000__q5__draw019	0.005	0.2	0.175	0.225	0.2	310.23057383658465	1961.769426163416	1879.646114767317	1880.0	5.0	500	19	1484135581	complete	True	segregating	9.0	0.009	False	False	83.60885941700008		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1880.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.250000__q5__draw000	0.005	0.2	0.175	0.225	0.25	310.23057383658465	1961.769426163416	1781.5576434591462	1780.0	5.0	500	0	1192066934	complete	True	segregating	5.0	0.005	False	False	86.96394647100033		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1780.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.250000__q5__draw001	0.005	0.2	0.175	0.225	0.25	310.23057383658465	1961.769426163416	1781.5576434591462	1780.0	5.0	500	1	323561894	complete	True	segregating	78.0	0.078	False	True	78.21929118799972		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1780.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.250000__q5__draw002	0.005	0.2	0.175	0.225	0.25	310.23057383658465	1961.769426163416	1781.5576434591462	1780.0	5.0	500	2	2070308088	complete	True	segregating	26.0	0.026	False	False	84.20078878000004		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1780.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.250000__q5__draw003	0.005	0.2	0.175	0.225	0.25	310.23057383658465	1961.769426163416	1781.5576434591462	1780.0	5.0	500	3	433633383	complete	True	segregating	40.0	0.04	False	False	85.29203155699997		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1780.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.250000__q5__draw004	0.005	0.2	0.175	0.225	0.25	310.23057383658465	1961.769426163416	1781.5576434591462	1780.0	5.0	500	4	122020470	complete	True	segregating	457.0	0.457	False	True	78.45649088900018		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1780.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.250000__q5__draw005	0.005	0.2	0.175	0.225	0.25	310.23057383658465	1961.769426163416	1781.5576434591462	1780.0	5.0	500	5	651405948	complete	True	segregating	18.0	0.018	False	False	88.8636810349999		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1780.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.250000__q5__draw006	0.005	0.2	0.175	0.225	0.25	310.23057383658465	1961.769426163416	1781.5576434591462	1780.0	5.0	500	6	1513896462	complete	True	segregating	241.0	0.241	False	True	87.30613369999992		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1780.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.250000__q5__draw007	0.005	0.2	0.175	0.225	0.25	310.23057383658465	1961.769426163416	1781.5576434591462	1780.0	5.0	500	7	1261816751	complete	True	segregating	61.0	0.061	False	False	94.6440672120002		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1780.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.250000__q5__draw008	0.005	0.2	0.175	0.225	0.25	310.23057383658465	1961.769426163416	1781.5576434591462	1780.0	5.0	500	8	1564636306	complete	True	segregating	760.0	0.76	False	False	113.485997494		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1780.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.250000__q5__draw009	0.005	0.2	0.175	0.225	0.25	310.23057383658465	1961.769426163416	1781.5576434591462	1780.0	5.0	500	9	911721262	complete	True	segregating	147.0	0.147	False	True	87.96085038499996		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1780.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.250000__q5__draw010	0.005	0.2	0.175	0.225	0.25	310.23057383658465	1961.769426163416	1781.5576434591462	1780.0	5.0	500	10	762847308	complete	True	segregating	156.0	0.156	False	True	77.72000794299993		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1780.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.250000__q5__draw011	0.005	0.2	0.175	0.225	0.25	310.23057383658465	1961.769426163416	1781.5576434591462	1780.0	5.0	500	11	623527179	complete	True	segregating	42.0	0.042	False	False	77.96376874399994		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1780.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.250000__q5__draw012	0.005	0.2	0.175	0.225	0.25	310.23057383658465	1961.769426163416	1781.5576434591462	1780.0	5.0	500	12	690831383	complete	True	segregating	130.0	0.13	False	True	93.50570904300002		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1780.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.250000__q5__draw013	0.005	0.2	0.175	0.225	0.25	310.23057383658465	1961.769426163416	1781.5576434591462	1780.0	5.0	500	13	1616507160	complete	True	segregating	260.0	0.26	False	True	80.70939627999996		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1780.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.250000__q5__draw014	0.005	0.2	0.175	0.225	0.25	310.23057383658465	1961.769426163416	1781.5576434591462	1780.0	5.0	500	14	1214808457	complete	True	segregating	163.0	0.163	False	True	92.20251700500012		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1780.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.005000__af0.200000__m0.250000__q5__draw015	0.005	0.2	0.175	0.225	0.25	310.23057383658465	1961.769426163416	1781.5576434591462	1780.0	5.0	500	15	1816045405	complete	True	segregating	33.0	0.033	False	False	119.52895231000002		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1780.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
