# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	33
6	7
10	11
18	19
22	23
26	27
28	29
30	31
36	37
40	41
44	45
56	57
70	71
78	79
80	81
86	87
94	95
110	111
116	117
122	123
138	139
142	143
144	145
146	147
148	149
160	161
168	169
170	171
174	175
182	183
186	187
188	189
192	193
194	195
