# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	15
10	11
14	15
20	21
22	23
60	61
62	63
102	103
116	117
120	121
128	129
136	137
152	153
158	159
178	179
190	191
