# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	33
0	1
4	5
24	25
36	37
38	39
40	41
44	45
52	53
56	57
66	67
68	69
74	75
84	85
86	87
90	91
96	97
98	99
100	101
106	107
118	119
122	123
124	125
132	133
142	143
146	147
148	149
156	157
168	169
180	181
182	183
186	187
194	195
196	197
