# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	24
2	3
6	7
10	11
16	17
20	21
26	27
32	33
38	39
56	57
64	65
72	73
74	75
78	79
94	95
100	101
108	109
114	115
138	139
140	141
142	143
168	169
178	179
184	185
198	199
