# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	38
0	1
8	9
12	13
16	17
20	21
42	43
44	45
46	47
48	49
54	55
56	57
70	71
74	75
76	77
78	79
82	83
86	87
90	91
92	93
94	95
102	103
108	109
110	111
116	117
120	121
132	133
142	143
152	153
154	155
160	161
162	163
172	173
176	177
182	183
188	189
190	191
192	193
196	197
