# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	34
6	7
16	17
20	21
22	23
24	25
34	35
36	37
38	39
40	41
46	47
50	51
54	55
58	59
74	75
76	77
80	81
82	83
88	89
90	91
94	95
120	121
132	133
136	137
142	143
146	147
150	151
158	159
164	165
174	175
178	179
190	191
192	193
194	195
198	199
