# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	15
0	1
4	5
56	57
60	61
62	63
66	67
78	79
86	87
106	107
108	109
110	111
134	135
172	173
176	177
180	181
