position_0based	position_1based	n_pairs	mean_p_tmrca_lt_threshold	mean_tmrca_generations	n_recent_4500	frac_recent_4500	mean_p_lt_4500
920000	920001	2000	0.02181326563	8592.885453	9	0.0045	0.02181326563
930000	930001	2000	0.02124521615	12033.38287	8	0.004	0.02124521615
940000	940001	2000	0.01796556052	14618.96057	8	0.004	0.01796556052
950000	950001	2000	0.02060516007	23144.02534	8	0.004	0.02060516007
960000	960001	2000	0.01908278202	12805.10828	8	0.004	0.01908278202
970000	970001	2000	0.02055564476	12433.99418	8	0.004	0.02055564476
980000	980001	2000	0.01751083492	17046.82016	8	0.004	0.01751083492
990000	990001	2000	0.0180324932	17179.22019	7	0.0035	0.0180324932
1000000	1000001	2000	0.01599525781	20323.77151	7	0.0035	0.01599525781
1010000	1010001	2000	0.01632086272	24383.61283	7	0.0035	0.01632086272
1020000	1020001	2000	0.01285170653	27148.23919	6	0.003	0.01285170653
1030000	1030001	2000	0.01216100125	20060.49764	6	0.003	0.01216100125
1040000	1040001	2000	0.01349499589	17110.41995	6	0.003	0.01349499589
1050000	1050001	2000	0.01420042238	14182.9986	6	0.003	0.01420042238
1060000	1060001	2000	0.0146739438	18105.63402	6	0.003	0.0146739438
1070000	1070001	2000	0.01442496295	18672.18095	6	0.003	0.01442496295
1080000	1080001	2000	0.01418639593	18030.17348	6	0.003	0.01418639593
1090000	1090001	2000	0.01419155342	23105.18296	6	0.003	0.01419155342
1100000	1100001	2000	0.01339611106	19520.0566	7	0.0035	0.01339611106
1110000	1110001	2000	0.01412976209	18681.66398	7	0.0035	0.01412976209
1120000	1120001	2000	0.01689722274	14084.08823	8	0.004	0.01689722274
1130000	1130001	2000	0.02156874646	19566.12116	8	0.004	0.02156874646
1140000	1140001	2000	0.01650619369	27703.90266	8	0.004	0.01650619369
1150000	1150001	2000	0.01455587689	23604.50617	8	0.004	0.01455587689
1160000	1160001	2000	0.01420554985	19330.48173	8	0.004	0.01420554985
1170000	1170001	2000	0.01376074882	16590.85141	7	0.0035	0.01376074882
1180000	1180001	2000	0.01330227045	12333.31164	8	0.004	0.01330227045
1190000	1190001	2000	0.02051251712	19743.81974	9	0.0045	0.02051251712
1200000	1200001	2000	0.02360898926	15186.65093	8	0.004	0.02360898926
1210000	1210001	2000	0.01777531971	22325.82638	8	0.004	0.01777531971
1220000	1220001	2000	0.01336105435	20317.74007	8	0.004	0.01336105435
1230000	1230001	2000	0.01390659446	23040.14641	8	0.004	0.01390659446
1240000	1240001	2000	0.01486202404	28407.62526	8	0.004	0.01486202404
1250000	1250001	2000	0.01491856126	19746.07548	8	0.004	0.01491856126
1260000	1260001	2000	0.01357340608	25374.94556	8	0.004	0.01357340608
1270000	1270001	2000	0.01291687862	18172.02313	7	0.0035	0.01291687862
1280000	1280001	2000	0.01423254261	20870.59066	7	0.0035	0.01423254261
