# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	40
4	5
8	9
10	11
24	25
34	35
36	37
38	39
40	41
48	49
50	51
56	57
62	63
66	67
70	71
82	83
88	89
92	93
96	97
106	107
108	109
116	117
122	123
124	125
130	131
134	135
140	141
146	147
148	149
150	151
152	153
158	159
160	161
162	163
168	169
178	179
182	183
184	185
186	187
190	191
198	199
