# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	44
4	5
10	11
12	13
16	17
20	21
24	25
32	33
38	39
40	41
50	51
52	53
56	57
60	61
66	67
68	69
70	71
72	73
76	77
80	81
84	85
86	87
90	91
92	93
94	95
100	101
108	109
112	113
116	117
118	119
132	133
142	143
144	145
148	149
152	153
158	159
160	161
162	163
168	169
170	171
172	173
186	187
192	193
194	195
196	197
