invocation_index	recorded_at_utc	simulation_contract_sha256	status	elapsed_seconds	declared_timeout_seconds	effective_timeout_seconds	completed_external_sample_panel_draws	interrupted_internal_conditioned_trajectories	error_type	core_source_sha256	orchestrator_source_sha256
1	2026-08-12T10:01:02.904542+00:00	b975d0abf4142e83bfe6307a46f4063ae9986f10e16d6188f8e41d8015411c9f	complete	88.93500160000985	300.0	300.0	1	0		legacy_unknown	legacy_unknown
