unit_id	simulation_class	selection_coefficient	seed	source	window	threshold_years	score	final_population_af	sample_alt_count	sample_af	sample_detected
neutral_0005	neutral	0.0	1095416509	tree_truth	focal	4500	0.03	0.180555555556	36	0.18	True
neutral_0005	neutral	0.0	1095416509	tree_truth	focal	10000	0.05	0.180555555556	36	0.18	True
neutral_0005	neutral	0.0	1095416509	tree_truth	focal	20000	0.07	0.180555555556	36	0.18	True
neutral_0005	neutral	0.0	1095416509	tree_truth	focal	30000	0.08	0.180555555556	36	0.18	True
neutral_0005	neutral	0.0	1095416509	tree_truth	focal	40000	0.1	0.180555555556	36	0.18	True
neutral_0005	neutral	0.0	1095416509	tree_truth	focal	50000	0.1	0.180555555556	36	0.18	True
neutral_0005	neutral	0.0	1095416509	tree_truth	local_100kb	1000	0.01	0.180555555556	36	0.18	True
neutral_0005	neutral	0.0	1095416509	tree_truth	local_100kb	4500	0.0319047619048	0.180555555556	36	0.18	True
neutral_0005	neutral	0.0	1095416509	tree_truth	local_100kb	10000	0.0538095238095	0.180555555556	36	0.18	True
neutral_0005	neutral	0.0	1095416509	tree_truth	local_100kb	20000	0.0733333333333	0.180555555556	36	0.18	True
neutral_0005	neutral	0.0	1095416509	tree_truth	local_100kb	30000	0.123333333333	0.180555555556	36	0.18	True
neutral_0005	neutral	0.0	1095416509	tree_truth	local_100kb	40000	0.16619047619	0.180555555556	36	0.18	True
neutral_0005	neutral	0.0	1095416509	tree_truth	local_100kb	50000	0.18380952381	0.180555555556	36	0.18	True
neutral_0006	neutral	0.0	1060884349	gamma_smc	focal	1000	0.02520673304	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	gamma_smc	focal	4500	0.05583332792	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	gamma_smc	focal	10000	0.0878958026	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	gamma_smc	focal	20000	0.1270065233	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	gamma_smc	focal	30000	0.1562970769	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	gamma_smc	focal	40000	0.1813025056	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	gamma_smc	focal	50000	0.2037044801	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	gamma_smc	local_100kb	1000	0.0243548592433	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	gamma_smc	local_100kb	4500	0.0533289748162	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	gamma_smc	local_100kb	10000	0.0852872297433	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	gamma_smc	local_100kb	20000	0.127165225708	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	gamma_smc	local_100kb	30000	0.158861742997	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	gamma_smc	local_100kb	40000	0.184751753685	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	gamma_smc	local_100kb	50000	0.206877299952	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	tree_truth	focal	1000	0.01	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	tree_truth	focal	4500	0.02	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	tree_truth	focal	10000	0.06	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	tree_truth	focal	20000	0.12	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	tree_truth	focal	30000	0.13	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	tree_truth	focal	40000	0.16	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	tree_truth	focal	50000	0.18	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	tree_truth	local_100kb	1000	0.01	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	tree_truth	local_100kb	4500	0.0261904761905	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	tree_truth	local_100kb	10000	0.0533333333333	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	tree_truth	local_100kb	20000	0.111904761905	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	tree_truth	local_100kb	30000	0.120952380952	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	tree_truth	local_100kb	40000	0.16	0.136111111111	32	0.16	True
neutral_0006	neutral	0.0	1060884349	tree_truth	local_100kb	50000	0.200952380952	0.136111111111	32	0.16	True
neutral_0007	neutral	0.0	695548411	gamma_smc	focal	1000	0.02135602545	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	gamma_smc	focal	4500	0.04196291205	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	gamma_smc	focal	10000	0.05292118345	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	gamma_smc	focal	20000	0.06480336106	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	gamma_smc	focal	30000	0.07228040134	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	gamma_smc	focal	40000	0.07792765239	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	gamma_smc	focal	50000	0.08271857225	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	gamma_smc	local_100kb	1000	0.020783224609	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	gamma_smc	local_100kb	4500	0.0410067456481	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	gamma_smc	local_100kb	10000	0.0516179019919	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	gamma_smc	local_100kb	20000	0.0636472069476	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	gamma_smc	local_100kb	30000	0.071822609689	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	gamma_smc	local_100kb	40000	0.0783848308567	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	gamma_smc	local_100kb	50000	0.0841089789224	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	tree_truth	focal	1000	0.0	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	tree_truth	focal	4500	0.04	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	tree_truth	focal	10000	0.07	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	tree_truth	focal	20000	0.07	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	tree_truth	focal	30000	0.07	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	tree_truth	focal	40000	0.07	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	tree_truth	focal	50000	0.09	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	tree_truth	local_100kb	1000	0.0	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	tree_truth	local_100kb	4500	0.0395238095238	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	tree_truth	local_100kb	10000	0.0590476190476	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	tree_truth	local_100kb	20000	0.0638095238095	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	tree_truth	local_100kb	30000	0.0819047619048	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	tree_truth	local_100kb	40000	0.0885714285714	0.10119047619	24	0.12	True
neutral_0007	neutral	0.0	695548411	tree_truth	local_100kb	50000	0.11	0.10119047619	24	0.12	True
neutral_0008	neutral	0.0	1392978277	gamma_smc	focal	1000	0.002321483704	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	gamma_smc	focal	4500	0.01197282168	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	gamma_smc	focal	10000	0.0272859332	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	gamma_smc	focal	20000	0.05185747024	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	gamma_smc	focal	30000	0.07212525479	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	gamma_smc	focal	40000	0.0892336601	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	gamma_smc	focal	50000	0.1041898607	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	gamma_smc	local_100kb	1000	0.0025470887266	0.114285714286	17	0.085	True
