schema	unit_id	demography	simulation_class	selection_coefficient	seed	generation_time_years	source	pairing_unit	statistic	threshold_years	score	n_pairs	n_valid_pairs	n_ref_pairs	n_alt_pairs	n_valid_ref_pairs	n_valid_alt_pairs
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	1000	1.3171791612504169e-10	1771	1771	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	4500	8.9131885399441349e-08	1771	1771	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	10000	5.2256523534788549e-06	1771	1771	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	20000	0.00012861438399484789	1771	1771	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	30000	0.00059403910970044543	1771	1771	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	40000	0.0014251278681605148	1771	1771	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	50000	0.0024710248936327278	1771	1771	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	1000	0.023373859702980095	253	253	0	253	0	253
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	4500	0.088452878096728915	253	253	0	253	0	253
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	10000	0.17589654854216508	253	253	0	253	0	253
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	20000	0.29607593871888582	253	253	0	253	0	253
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	30000	0.38626864638374314	253	253	0	253	0	253
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	40000	0.46035567554890383	253	253	0	253	0	253
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	50000	0.52423192675803165	253	253	0	253	0	253
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt_minus_hom_ref	1000	0.011504727715124903	-1	-1	2926	253	2926	253
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt_minus_hom_ref	4500	0.033881851923636963	-1	-1	2926	253	2926	253
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt_minus_hom_ref	10000	0.060902614462662388	-1	-1	2926	253	2926	253
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt_minus_hom_ref	20000	0.094200006996563362	-1	-1	2926	253	2926	253
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt_minus_hom_ref	30000	0.12026589228153833	-1	-1	2926	253	2926	253
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt_minus_hom_ref	40000	0.14609368064258854	-1	-1	2926	253	2926	253
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt_minus_hom_ref	50000	0.17277128670603215	-1	-1	2926	253	2926	253
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_ref	1000	0.011869131987855192	2926	2926	2926	0	2926	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_ref	4500	0.054571026173091952	2926	2926	2926	0	2926	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_ref	10000	0.11499393407950269	2926	2926	2926	0	2926	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_ref	20000	0.20187593172232246	2926	2926	2926	0	2926	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_ref	30000	0.26600275410220481	2926	2926	2926	0	2926	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_ref	40000	0.31426199490631529	2926	2926	2926	0	2926	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r000	EAS	neutral	0	2026083600	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_ref	50000	0.35146064005199951	2926	2926	2926	0	2926	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	1000	2.9547833914057756e-07	1275	1275	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	4500	4.0369111457564707e-05	1275	1275	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	10000	0.00037640282710613051	1275	1275	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	20000	0.0018714974891614032	1275	1275	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	30000	0.0040870188765135046	1275	1275	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	40000	0.0066447065735299737	1275	1275	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	50000	0.0094165653084705842	1275	1275	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	1000	0.035076097186470853	105	105	0	105	0	105
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	4500	0.15491028439752155	105	105	0	105	0	105
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	10000	0.30565019066118337	105	105	0	105	0	105
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	20000	0.50265026403878355	105	105	0	105	0	105
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	30000	0.63819704185013282	105	105	0	105	0	105
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	40000	0.73345955706454169	105	105	0	105	0	105
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	50000	0.80080602315922045	105	105	0	105	0	105
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt_minus_hom_ref	1000	0.021922223821922507	-1	-1	3570	105	3570	105
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt_minus_hom_ref	4500	0.097865072376147194	-1	-1	3570	105	3570	105
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt_minus_hom_ref	10000	0.1894547965811261	-1	-1	3570	105	3570	105
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt_minus_hom_ref	20000	0.30475224655374034	-1	-1	3570	105	3570	105
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt_minus_hom_ref	30000	0.38155994905734192	-1	-1	3570	105	3570	105
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt_minus_hom_ref	40000	0.43312479846665108	-1	-1	3570	105	3570	105
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt_minus_hom_ref	50000	0.46699376317563568	-1	-1	3570	105	3570	105
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_ref	1000	0.013153873364548348	3570	3570	3570	0	3570	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_ref	4500	0.057045212021374359	3570	3570	3570	0	3570	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_ref	10000	0.11619539408005727	3570	3570	3570	0	3570	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_ref	20000	0.19789801748504324	3570	3570	3570	0	3570	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_ref	30000	0.2566370927927909	3570	3570	3570	0	3570	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_ref	40000	0.30033475859789061	3570	3570	3570	0	3570	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r001	EAS	neutral	0	2026083601	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_ref	50000	0.33381225998358477	3570	3570	3570	0	3570	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	1000	6.3757220608578165e-20	1824	1824	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	4500	7.3154062378352702e-16	1824	1824	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	10000	2.4806294838757764e-13	1824	1824	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	20000	2.2808998473102938e-09	1824	1824	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	30000	3.0839016880048218e-07	1824	1824	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	40000	5.9971829686741611e-06	1824	1824	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	50000	4.0937635583080074e-05	1824	1824	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	1000	0.031296796301224755	276	276	0	276	0	276
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	4500	0.10849453658088573	276	276	0	276	0	276
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	10000	0.21209852958835551	276	276	0	276	0	276
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	20000	0.35145481313939608	276	276	0	276	0	276
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	30000	0.44413306931375546	276	276	0	276	0	276
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	40000	0.50665209764439234	276	276	0	276	0	276
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	50000	0.54973878954944366	276	276	0	276	0	276
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt_minus_hom_ref	1000	0.019613281723530239	-1	-1	2850	276	2850	276
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt_minus_hom_ref	4500	0.05737993533451391	-1	-1	2850	276	2850	276
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt_minus_hom_ref	10000	0.10344169561569734	-1	-1	2850	276	2850	276
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt_minus_hom_ref	20000	0.15001432805073783	-1	-1	2850	276	2850	276
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt_minus_hom_ref	30000	0.16392351843735803	-1	-1	2850	276	2850	276
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt_minus_hom_ref	40000	0.15956341499576993	-1	-1	2850	276	2850	276
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt_minus_hom_ref	50000	0.14539087788481475	-1	-1	2850	276	2850	276
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_ref	1000	0.011683514577694514	2850	2850	2850	0	2850	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_ref	4500	0.051114601246371821	2850	2850	2850	0	2850	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_ref	10000	0.10865683397265817	2850	2850	2850	0	2850	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_ref	20000	0.20144048508865825	2850	2850	2850	0	2850	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_ref	30000	0.28020955087639743	2850	2850	2850	0	2850	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_ref	40000	0.34708868264862242	2850	2850	2850	0	2850	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r002	EAS	neutral	0	2026083602	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_ref	50000	0.40434791166462891	2850	2850	2850	0	2850	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r003	EAS	neutral	0	2026083603	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	1000	5.1282073066363074e-05	1411	1411	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r003	EAS	neutral	0	2026083603	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	4500	0.0013379056704237342	1411	1411	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r003	EAS	neutral	0	2026083603	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	10000	0.0076269640256224928	1411	1411	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r003	EAS	neutral	0	2026083603	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	20000	0.030467379748077231	1411	1411	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r003	EAS	neutral	0	2026083603	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	30000	0.062569678923821329	1411	1411	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r003	EAS	neutral	0	2026083603	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	40000	0.099607307049403876	1411	1411	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r003	EAS	neutral	0	2026083603	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_heterozygous	50000	0.13889116687526445	1411	1411	0	0	0	0
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r003	EAS	neutral	0	2026083603	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	1000	0.065448994619760392	136	136	0	136	0	136
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r003	EAS	neutral	0	2026083603	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	4500	0.26231402287651662	136	136	0	136	0	136
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r003	EAS	neutral	0	2026083603	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	10000	0.46836058972569405	136	136	0	136	0	136
gamma-smc.cosi2-conditioned-focal-pairs/v2	eas_neutral_exact_population_af_reverse_bridge_r003	EAS	neutral	0	2026083603	25	retained_float32_gamma_posterior_posthoc	unordered_haplotype_pair_pseudodiploid	p_hom_alt	20000	0.67138805299171844	136	136	0	136	0	136
