unit_id	demography	simulation_class	selection_coefficient	seed	generation_time_years	focal_status	focal_alt_count_full_sample	focal_alt_count_pair_panel	n_hom_ref_pairs	n_heterozygous_pairs	n_hom_alt_pairs	hom_ref_eligible	heterozygous_eligible	hom_alt_eligible	primary_shared_homozygote_eligible	exclusion_reason
eas_neutral_exact_population_af_reverse_bridge_r081	EAS	neutral	0	2026083681	25	unique_exact_focal_site	38	19	3240	1539	171	True	True	True	True	
eas_neutral_exact_population_af_reverse_bridge_r082	EAS	neutral	0	2026083682	25	unique_exact_focal_site	29	13	3741	1131	78	True	True	True	True	
eas_neutral_exact_population_af_reverse_bridge_r083	EAS	neutral	0	2026083683	25	unique_exact_focal_site	47	25	2775	1875	300	True	True	True	True	
eas_neutral_exact_population_af_reverse_bridge_r084	EAS	neutral	0	2026083684	25	unique_exact_focal_site	41	20	3160	1600	190	True	True	True	True	
eas_neutral_exact_population_af_reverse_bridge_r085	EAS	neutral	0	2026083685	25	unique_exact_focal_site	40	20	3160	1600	190	True	True	True	True	
eas_neutral_exact_population_af_reverse_bridge_r086	EAS	neutral	0	2026083686	25	unique_exact_focal_site	47	25	2775	1875	300	True	True	True	True	
eas_neutral_exact_population_af_reverse_bridge_r087	EAS	neutral	0	2026083687	25	unique_exact_focal_site	44	23	2926	1771	253	True	True	True	True	
eas_neutral_exact_population_af_reverse_bridge_r088	EAS	neutral	0	2026083688	25	unique_exact_focal_site	35	17	3403	1411	136	True	True	True	True	
eas_neutral_exact_population_af_reverse_bridge_r089	EAS	neutral	0	2026083689	25	unique_exact_focal_site	33	15	3570	1275	105	True	True	True	True	
eas_neutral_exact_population_af_reverse_bridge_r090	EAS	neutral	0	2026083690	25	unique_exact_focal_site	42	21	3081	1659	210	True	True	True	True	
eas_neutral_exact_population_af_reverse_bridge_r091	EAS	neutral	0	2026083691	25	unique_exact_focal_site	36	17	3403	1411	136	True	True	True	True	
eas_neutral_exact_population_af_reverse_bridge_r092	EAS	neutral	0	2026083692	25	unique_exact_focal_site	36	17	3403	1411	136	True	True	True	True	
eas_neutral_exact_population_af_reverse_bridge_r093	EAS	neutral	0	2026083693	25	unique_exact_focal_site	45	24	2850	1824	276	True	True	True	True	
eas_neutral_exact_population_af_reverse_bridge_r094	EAS	neutral	0	2026083694	25	unique_exact_focal_site	48	25	2775	1875	300	True	True	True	True	
eas_neutral_exact_population_af_reverse_bridge_r095	EAS	neutral	0	2026083695	25	unique_exact_focal_site	32	14	3655	1204	91	True	True	True	True	
eas_neutral_exact_population_af_reverse_bridge_r096	EAS	neutral	0	2026083696	25	unique_exact_focal_site	33	15	3570	1275	105	True	True	True	True	
eas_neutral_exact_population_af_reverse_bridge_r097	EAS	neutral	0	2026083697	25	ambiguous_exact_coordinate_collision	-1	-1	0	0	0	False	False	False	False	ambiguous_exact_coordinate_collision
eas_neutral_exact_population_af_reverse_bridge_r098	EAS	neutral	0	2026083698	25	unique_exact_focal_site	43	22	3003	1716	231	True	True	True	True	
eas_neutral_exact_population_af_reverse_bridge_r099	EAS	neutral	0	2026083699	25	unique_exact_focal_site	42	21	3081	1659	210	True	True	True	True	
eas_selected_s0p01	EAS	selected	0.01	20240524	25	unique_exact_focal_site	40	20	3160	1600	190	True	True	True	True	
han_introgressed_neutral_g645_gate_r000	Han	neutral	0	2026082605	29	absent_from_sample	0	0	4950	0	0	True	False	False	False	fewer_than_two_alt_haplotypes_in_fixed_pair_panel
han_introgressed_neutral_g645_gate_r001	Han	neutral	0	2026082614	29	unique_exact_focal_site	9	6	4371	564	15	True	True	True	True	
han_introgressed_neutral_g645_gate_r002	Han	neutral	0	2026082622	29	unique_exact_focal_site	6	4	4560	384	6	True	True	True	True	
han_introgressed_neutral_g645_gate_r003	Han	neutral	0	2026082645	29	unique_exact_focal_site	12	7	4278	651	21	True	True	True	True	
han_introgressed_neutral_g645_gate_r004	Han	neutral	0	2026082686	29	unique_exact_focal_site	3	3	4656	291	3	True	True	True	True	
han_introgressed_neutral_g645_gate_r005	Han	neutral	0	2026084640	29	unique_exact_focal_site	4	3	4656	291	3	True	True	True	True	
han_introgressed_neutral_g645_gate_r006	Han	neutral	0	2026084650	29	unique_exact_focal_site	9	6	4371	564	15	True	True	True	True	
han_introgressed_neutral_g645_gate_r007	Han	neutral	0	2026084676	29	unique_exact_focal_site	12	7	4278	651	21	True	True	True	True	
han_introgressed_neutral_g645_gate_r008	Han	neutral	0	2026084697	29	unique_exact_focal_site	7	4	4560	384	6	True	True	True	True	
han_introgressed_neutral_g645_gate_r009	Han	neutral	0	2026084751	29	absent_from_sample	0	0	4950	0	0	True	False	False	False	fewer_than_two_alt_haplotypes_in_fixed_pair_panel
han_introgressed_neutral_g645_gate_r010	Han	neutral	0	2026084752	29	unique_exact_focal_site	8	5	4465	475	10	True	True	True	True	
han_introgressed_neutral_g645_gate_r011	Han	neutral	0	2026084761	29	unique_exact_focal_site	1	1	4851	99	0	True	True	False	False	fewer_than_two_alt_haplotypes_in_fixed_pair_panel
han_introgressed_neutral_g645_gate_r012	Han	neutral	0	2026084805	29	unique_exact_focal_site	2	2	4753	196	1	True	True	True	True	
han_introgressed_neutral_g645_gate_r013	Han	neutral	0	2026084836	29	unique_exact_focal_site	1	1	4851	99	0	True	True	False	False	fewer_than_two_alt_haplotypes_in_fixed_pair_panel
han_introgressed_neutral_g645_gate_r014	Han	neutral	0	2026084840	29	unique_exact_focal_site	5	3	4656	291	3	True	True	True	True	
han_introgressed_neutral_g645_gate_r015	Han	neutral	0	2026084841	29	unique_exact_focal_site	1	1	4851	99	0	True	True	False	False	fewer_than_two_alt_haplotypes_in_fixed_pair_panel
han_introgressed_neutral_g645_gate_r016	Han	neutral	0	2026084853	29	unique_exact_focal_site	21	9	4095	819	36	True	True	True	True	
han_introgressed_neutral_g645_gate_r017	Han	neutral	0	2026084949	29	unique_exact_focal_site	1	1	4851	99	0	True	True	False	False	fewer_than_two_alt_haplotypes_in_fixed_pair_panel
han_introgressed_neutral_g645_gate_r018	Han	neutral	0	2026084958	29	unique_exact_focal_site	2	2	4753	196	1	True	True	True	True	
han_introgressed_neutral_g645_gate_r019	Han	neutral	0	2026085010	29	unique_exact_focal_site	1	1	4851	99	0	True	True	False	False	fewer_than_two_alt_haplotypes_in_fixed_pair_panel
han_introgressed_neutral_g645_gate_r020	Han	neutral	0	2026085015	29	unique_exact_focal_site	2	2	4753	196	1	True	True	True	True	
