arm_id	mode	estimator	threshold_years	n	truth_mean	decoded_mean	bias	rmse	pearson_r
eas_denovo	neutral	gamma_smc_frac	1000.0	100	0.0006	0.0005	-9.999999999999994e-05	0.0017320508075688774	0.7148507337073223
eas_denovo	neutral	gamma_smc_frac	4500.0	100	0.0025	0.0088	0.0063	0.010908712114635713	0.31919409470851845
eas_denovo	neutral	gamma_smc_frac	10000.0	100	0.0072	0.050499999999999996	0.0433	0.0493254498205541	0.20620618608135777
eas_denovo	neutral	gamma_smc_frac	20000.0	100	0.044899999999999995	0.1378	0.09290000000000001	0.10520931517693669	0.34285192553842264
eas_denovo	neutral	gamma_smc_frac	30000.0	100	0.0989	0.20770000000000002	0.10880000000000002	0.13234047000067667	0.32898266406737886
eas_denovo	neutral	gamma_smc_frac	40000.0	100	0.153	0.27020000000000005	0.11720000000000005	0.14843853947004462	0.3938998677955269
eas_denovo	neutral	gamma_smc_frac	50000.0	100	0.20939999999999998	0.31370000000000003	0.10430000000000006	0.13748818131024937	0.5362483899760888
eas_denovo	selected	gamma_smc_frac	1000.0	100	0.0004	0.0006000000000000001	0.00020000000000000004	0.0024494897427831783	0.37818779029489097
eas_denovo	selected	gamma_smc_frac	4500.0	100	0.004200000000000001	0.014500000000000002	0.010300000000000002	0.01526433752247375	0.43975552544500573
eas_denovo	selected	gamma_smc_frac	10000.0	100	0.0182	0.05210000000000001	0.033900000000000007	0.041940433951021545	0.46867934937077205
eas_denovo	selected	gamma_smc_frac	20000.0	100	0.054700000000000006	0.12610000000000002	0.07140000000000002	0.0891403387922662	0.21018231843211943
eas_denovo	selected	gamma_smc_frac	30000.0	100	0.10840000000000001	0.19560000000000002	0.08720000000000001	0.1161464592658769	0.35045231909367996
eas_denovo	selected	gamma_smc_frac	40000.0	100	0.1634	0.24800000000000008	0.08460000000000009	0.11862546101069533	0.5080531414291022
eas_denovo	selected	gamma_smc_frac	50000.0	100	0.2047	0.28979999999999995	0.08509999999999995	0.11891593669479293	0.6300337021420949
eas_denovo	neutral	gamma_smc_meanp	1000.0	100	0.0006	0.011278835614430003	0.010678835614430003	0.011310390650320464	0.3655002142632633
eas_denovo	neutral	gamma_smc_meanp	4500.0	100	0.0025	0.050203687630000014	0.04770368763000001	0.05049170452951109	-0.03995286562129949
eas_denovo	neutral	gamma_smc_meanp	10000.0	100	0.0072	0.10404020236210001	0.09684020236210002	0.10242466548601828	0.015275917985086391
eas_denovo	neutral	gamma_smc_meanp	20000.0	100	0.044899999999999995	0.18161542820360002	0.13671542820360003	0.1464884121909037	0.3511264408103343
eas_denovo	neutral	gamma_smc_meanp	30000.0	100	0.0989	0.241008916149	0.142108916149	0.1589844184997959	0.3165656647604491
eas_denovo	neutral	gamma_smc_meanp	40000.0	100	0.153	0.288479926696	0.13547992669599998	0.15992202659359023	0.33847587490100933
eas_denovo	neutral	gamma_smc_meanp	50000.0	100	0.20939999999999998	0.327707503837	0.118307503837	0.15039983929969714	0.4336073710026921
eas_denovo	selected	gamma_smc_meanp	1000.0	100	0.0004	0.011268609862719998	0.01086860986272	0.011679728033223232	0.2833689835680946
eas_denovo	selected	gamma_smc_meanp	4500.0	100	0.004200000000000001	0.0487278497137	0.044527849713699996	0.0474914114824958	0.2129625470876508
eas_denovo	selected	gamma_smc_meanp	10000.0	100	0.0182	0.0982718289998	0.0800718289998	0.08659334798325048	0.2240576765408464
eas_denovo	selected	gamma_smc_meanp	20000.0	100	0.054700000000000006	0.16928586134100002	0.11458586134100002	0.1287305231525124	0.08224266133871071
eas_denovo	selected	gamma_smc_meanp	30000.0	100	0.10840000000000001	0.224579490882	0.11617949088199998	0.13667414568620426	0.28733381849440576
eas_denovo	selected	gamma_smc_meanp	40000.0	100	0.1634	0.269412533461	0.10601253346100004	0.1337389256479619	0.44616187640126836
eas_denovo	selected	gamma_smc_meanp	50000.0	100	0.2047	0.30680399455699997	0.10210399455699998	0.12822245769449878	0.6327060166220408
