scheme,source,method,alpha,onset_years,selected_called,selected_n,neutral_called,neutral_n,power,neutral_call_fraction,power_low,power_high,neutral_low,neutral_high,fdr_prevalence_0.5,f1_prevalence_0.5,fdr_prevalence_0.1,f1_prevalence_0.1,fdr_prevalence_0.01,f1_prevalence_0.01
archaic_sites,decoded,all_r1_T5000,0.1,50000,27,100,88,1000,0.27,0.088,0.1926958414957634,0.36432116767944994,0.07198099794232085,0.10717225104977657,0.24581005586592178,0.39764359351988215,0.7457627118644068,0.26188166828322024,0.9699398797595191,0.0540973752754959
archaic_sites,decoded,all_r1_T50000,0.01,50000,16,100,10,1000,0.16,0.01,0.10095288488804782,0.24420269389270244,0.005440754445529249,0.018309468870314774,0.058823529411764705,0.27350427350427353,0.36000000000000004,0.256,0.8608695652173912,0.1488372093023256
archaic_sites,decoded,all_r1_T50000,0.05,50000,33,100,49,1000,0.33,0.049,0.24563122734128034,0.4269465620490947,0.037261034647360615,0.06419070150661013,0.12928759894459102,0.47860768672951415,0.5719844357976653,0.37267080745341613,0.9363057324840764,0.10677883837566737
archaic_sites,decoded,all_r1_T50000,0.1,50000,44,100,95,1000,0.44,0.095,0.34672026630160796,0.5377189534832302,0.07834523457904741,0.11475443979425223,0.17757009345794392,0.5732899022801303,0.6602316602316602,0.383442265795207,0.9553072625698323,0.08114338404794838
archaic_sites,decoded,contrast_g0_r1_T10000,0.01,50000,0,100,7,1000,0.0,0.007,3.469446951953614e-18,0.03699349820698568,0.0033948684009907646,0.014378315465766588,1.0,0.0,1.0,0.0,1.0,0.0
archaic_sites,decoded,contrast_g0_r1_T10000,0.05,50000,4,100,49,1000,0.04,0.049,0.01566330399154762,0.0983707143588792,0.037261034647360615,0.06419070150661013,0.550561797752809,0.07346189164370982,0.9168399168399167,0.05401755570560432,0.991821713351053,0.0135800373451027
archaic_sites,decoded,contrast_g0_r1_T10000,0.1,50000,9,100,98,1000,0.09,0.098,0.04807254000256516,0.1622621285271631,0.08108201152335034,0.11799470229903597,0.5212765957446809,0.1515151515151515,0.9074074074074074,0.09127789046653143,0.9908088235294118,0.016679021497405484
archaic_sites,decoded,contrast_g0_r1_T20000,0.01,50000,0,100,11,1000,0.0,0.011,3.469446951953614e-18,0.03699349820698568,0.006153174098086638,0.019589395700786275,1.0,0.0,1.0,0.0,1.0,0.0
archaic_sites,decoded,contrast_g0_r1_T20000,0.05,50000,10,100,50,1000,0.1,0.05,0.0552291370606751,0.17436566150491345,0.03813026239274882,0.06531382024425081,0.3333333333333333,0.17391304347826086,0.8181818181818181,0.12903225806451613,0.9801980198019802,0.03305785123966942
archaic_sites,decoded,contrast_g0_r1_T20000,0.1,50000,15,100,97,1000,0.15,0.097,0.0930598528365663,0.23283559590832364,0.08016916179032305,0.1169152055490344,0.3927125506072875,0.2405773857257418,0.8533724340175953,0.14829461196243204,0.9846201168871116,0.02789919092346322
archaic_sites,decoded,contrast_g0_r1_T30000,0.01,50000,0,100,11,1000,0.0,0.011,3.469446951953614e-18,0.03699349820698568,0.006153174098086638,0.019589395700786275,1.0,0.0,1.0,0.0,1.0,0.0
archaic_sites,decoded,contrast_g0_r1_T30000,0.05,50000,4,100,51,1000,0.04,0.051,0.01566330399154762,0.0983707143588792,0.03900094277526684,0.06643548634476165,0.5604395604395604,0.07332722273143905,0.9198396793587174,0.0533689126084056,0.9921399096089606,0.013138446378715718
archaic_sites,decoded,contrast_g0_r1_T30000,0.1,50000,9,100,99,1000,0.09,0.099,0.04807254000256516,0.1622621285271631,0.08199544136866538,0.11907361893674984,0.5238095238095238,0.15138772077375945,0.9082568807339451,0.09086320040383643,0.9909008189262967,0.0165274079515196
archaic_sites,decoded,contrast_g0_r1_T40000,0.01,50000,0,100,9,1000,0.0,0.009,3.469446951953614e-18,0.03699349820698568,0.004742060667477063,0.01701581616533807,1.0,0.0,1.0,0.0,1.0,0.0
archaic_sites,decoded,contrast_g0_r1_T40000,0.05,50000,5,100,45,1000,0.05,0.045,0.02154367915436796,0.11175046923191913,0.03379951228563171,0.059682837936223455,0.47368421052631576,0.09132420091324202,0.8901098901098902,0.06872852233676977,0.9889012208657048,0.018165304268846504
archaic_sites,decoded,contrast_g0_r1_T40000,0.1,50000,7,100,101,1000,0.07,0.101,0.03431926106727268,0.137495147390735,0.08382401065239914,0.12122974261907385,0.5906432748538012,0.11955593509820667,0.9284984678243104,0.07074279939363315,0.9930479690138047,0.012647935676212847
