unit_id	replicate_index	seed	source	threshold_years	overall_focal_p_tmrca_lt_threshold	final_pool_alt_count	final_pool_total_count	final_pool_af	sample_alt_count	sample_total_count	sample_af	sample_detected
ancient_eurasia_single_origin_survival__neutral__rep013	13	1149305007	gamma_smc	50000	0.1646519482	37	1000	0.037	9	200	0.045	True
ancient_eurasia_single_origin_survival__neutral__rep014	14	462601412	gamma_smc	1000	0.001243825105	38	1000	0.038	8	200	0.04	True
ancient_eurasia_single_origin_survival__neutral__rep014	14	462601412	gamma_smc	4500	0.00685839556	38	1000	0.038	8	200	0.04	True
ancient_eurasia_single_origin_survival__neutral__rep014	14	462601412	gamma_smc	10000	0.01628822178	38	1000	0.038	8	200	0.04	True
ancient_eurasia_single_origin_survival__neutral__rep014	14	462601412	gamma_smc	20000	0.03200374058	38	1000	0.038	8	200	0.04	True
ancient_eurasia_single_origin_survival__neutral__rep014	14	462601412	gamma_smc	30000	0.04502683026	38	1000	0.038	8	200	0.04	True
ancient_eurasia_single_origin_survival__neutral__rep014	14	462601412	gamma_smc	40000	0.05574073403	38	1000	0.038	8	200	0.04	True
ancient_eurasia_single_origin_survival__neutral__rep014	14	462601412	gamma_smc	50000	0.06474596452	38	1000	0.038	8	200	0.04	True
ancient_eurasia_single_origin_survival__neutral__rep015	15	1871899435	gamma_smc	1000	0.0216646368	19	1000	0.019	5	200	0.025	True
ancient_eurasia_single_origin_survival__neutral__rep015	15	1871899435	gamma_smc	4500	0.04927147349	19	1000	0.019	5	200	0.025	True
ancient_eurasia_single_origin_survival__neutral__rep015	15	1871899435	gamma_smc	10000	0.08238618039	19	1000	0.019	5	200	0.025	True
ancient_eurasia_single_origin_survival__neutral__rep015	15	1871899435	gamma_smc	20000	0.1283208902	19	1000	0.019	5	200	0.025	True
ancient_eurasia_single_origin_survival__neutral__rep015	15	1871899435	gamma_smc	30000	0.1629497811	19	1000	0.019	5	200	0.025	True
ancient_eurasia_single_origin_survival__neutral__rep015	15	1871899435	gamma_smc	40000	0.1929551592	19	1000	0.019	5	200	0.025	True
ancient_eurasia_single_origin_survival__neutral__rep015	15	1871899435	gamma_smc	50000	0.217835264	19	1000	0.019	5	200	0.025	True
ancient_eurasia_single_origin_survival__neutral__rep016	16	526996624	gamma_smc	1000	0.01160693586	52	1000	0.052	6	200	0.03	True
ancient_eurasia_single_origin_survival__neutral__rep016	16	526996624	gamma_smc	4500	0.03940886443	52	1000	0.052	6	200	0.03	True
ancient_eurasia_single_origin_survival__neutral__rep016	16	526996624	gamma_smc	10000	0.06427197893	52	1000	0.052	6	200	0.03	True
ancient_eurasia_single_origin_survival__neutral__rep016	16	526996624	gamma_smc	20000	0.09070430036	52	1000	0.052	6	200	0.03	True
ancient_eurasia_single_origin_survival__neutral__rep016	16	526996624	gamma_smc	30000	0.10778421	52	1000	0.052	6	200	0.03	True
ancient_eurasia_single_origin_survival__neutral__rep016	16	526996624	gamma_smc	40000	0.1201974681	52	1000	0.052	6	200	0.03	True
ancient_eurasia_single_origin_survival__neutral__rep016	16	526996624	gamma_smc	50000	0.129677676	52	1000	0.052	6	200	0.03	True
ancient_eurasia_single_origin_survival__neutral__rep017	17	1174350856	gamma_smc	1000	0.003400768862	77	1000	0.077	17	200	0.085	True
ancient_eurasia_single_origin_survival__neutral__rep017	17	1174350856	gamma_smc	4500	0.01553813258	77	1000	0.077	17	200	0.085	True
ancient_eurasia_single_origin_survival__neutral__rep017	17	1174350856	gamma_smc	10000	0.02859134718	77	1000	0.077	17	200	0.085	True
ancient_eurasia_single_origin_survival__neutral__rep017	17	1174350856	gamma_smc	20000	0.04520252265	77	1000	0.077	17	200	0.085	True
ancient_eurasia_single_origin_survival__neutral__rep017	17	1174350856	gamma_smc	30000	0.05702892169	77	1000	0.077	17	200	0.085	True
ancient_eurasia_single_origin_survival__neutral__rep017	17	1174350856	gamma_smc	40000	0.06588962931	77	1000	0.077	17	200	0.085	True
ancient_eurasia_single_origin_survival__neutral__rep017	17	1174350856	gamma_smc	50000	0.07305691167	77	1000	0.077	17	200	0.085	True
ancient_eurasia_single_origin_survival__neutral__rep018	18	1563120563	gamma_smc	1000	0.02496209742	46	1000	0.046	9	200	0.045	True
ancient_eurasia_single_origin_survival__neutral__rep018	18	1563120563	gamma_smc	4500	0.03650247652	46	1000	0.046	9	200	0.045	True
ancient_eurasia_single_origin_survival__neutral__rep018	18	1563120563	gamma_smc	10000	0.04702738414	46	1000	0.046	9	200	0.045	True
ancient_eurasia_single_origin_survival__neutral__rep018	18	1563120563	gamma_smc	20000	0.0637185836	46	1000	0.046	9	200	0.045	True
ancient_eurasia_single_origin_survival__neutral__rep018	18	1563120563	gamma_smc	30000	0.0799710989	46	1000	0.046	9	200	0.045	True
ancient_eurasia_single_origin_survival__neutral__rep018	18	1563120563	gamma_smc	40000	0.09654726965	46	1000	0.046	9	200	0.045	True
ancient_eurasia_single_origin_survival__neutral__rep018	18	1563120563	gamma_smc	50000	0.1133206549	46	1000	0.046	9	200	0.045	True
ancient_eurasia_single_origin_survival__neutral__rep019	19	37168646	gamma_smc	1000	0.0109014873	3	1000	0.003	0	200	0	False
ancient_eurasia_single_origin_survival__neutral__rep019	19	37168646	gamma_smc	4500	0.01611856819	3	1000	0.003	0	200	0	False
ancient_eurasia_single_origin_survival__neutral__rep019	19	37168646	gamma_smc	10000	0.0264026935	3	1000	0.003	0	200	0	False
ancient_eurasia_single_origin_survival__neutral__rep019	19	37168646	gamma_smc	20000	0.04728502552	3	1000	0.003	0	200	0	False
ancient_eurasia_single_origin_survival__neutral__rep019	19	37168646	gamma_smc	30000	0.0656473738	3	1000	0.003	0	200	0	False
ancient_eurasia_single_origin_survival__neutral__rep019	19	37168646	gamma_smc	40000	0.07997109173	3	1000	0.003	0	200	0	False
ancient_eurasia_single_origin_survival__neutral__rep019	19	37168646	gamma_smc	50000	0.09151628885	3	1000	0.003	0	200	0	False
ancient_eurasia_single_origin_survival__neutral__rep020	20	762308789	gamma_smc	1000	0.004039183384	20	1000	0.02	5	200	0.025	True
ancient_eurasia_single_origin_survival__neutral__rep020	20	762308789	gamma_smc	4500	0.01892553277	20	1000	0.02	5	200	0.025	True
ancient_eurasia_single_origin_survival__neutral__rep020	20	762308789	gamma_smc	10000	0.03534069875	20	1000	0.02	5	200	0.025	True
ancient_eurasia_single_origin_survival__neutral__rep020	20	762308789	gamma_smc	20000	0.05510218607	20	1000	0.02	5	200	0.025	True
ancient_eurasia_single_origin_survival__neutral__rep020	20	762308789	gamma_smc	30000	0.06887888046	20	1000	0.02	5	200	0.025	True
ancient_eurasia_single_origin_survival__neutral__rep020	20	762308789	gamma_smc	40000	0.07927886155	20	1000	0.02	5	200	0.025	True
ancient_eurasia_single_origin_survival__neutral__rep020	20	762308789	gamma_smc	50000	0.08761320725	20	1000	0.02	5	200	0.025	True
ancient_eurasia_single_origin_survival__neutral__rep021	21	841366823	gamma_smc	1000	0.006294440154	227	1000	0.227	45	200	0.225	True
ancient_eurasia_single_origin_survival__neutral__rep021	21	841366823	gamma_smc	4500	0.02852396779	227	1000	0.227	45	200	0.225	True
ancient_eurasia_single_origin_survival__neutral__rep021	21	841366823	gamma_smc	10000	0.05764181098	227	1000	0.227	45	200	0.225	True
ancient_eurasia_single_origin_survival__neutral__rep021	21	841366823	gamma_smc	20000	0.09327455997	227	1000	0.227	45	200	0.225	True
ancient_eurasia_single_origin_survival__neutral__rep021	21	841366823	gamma_smc	30000	0.1164854539	227	1000	0.227	45	200	0.225	True
ancient_eurasia_single_origin_survival__neutral__rep021	21	841366823	gamma_smc	40000	0.1333970055	227	1000	0.227	45	200	0.225	True
ancient_eurasia_single_origin_survival__neutral__rep021	21	841366823	gamma_smc	50000	0.146549854	227	1000	0.227	45	200	0.225	True
ancient_eurasia_single_origin_survival__neutral__rep022	22	31898694	gamma_smc	1000	0.00962946434	179	1000	0.179	40	200	0.2	True
ancient_eurasia_single_origin_survival__neutral__rep022	22	31898694	gamma_smc	4500	0.03080146653	179	1000	0.179	40	200	0.2	True
ancient_eurasia_single_origin_survival__neutral__rep022	22	31898694	gamma_smc	10000	0.04946048285	179	1000	0.179	40	200	0.2	True
ancient_eurasia_single_origin_survival__neutral__rep022	22	31898694	gamma_smc	20000	0.07242552377	179	1000	0.179	40	200	0.2	True
ancient_eurasia_single_origin_survival__neutral__rep022	22	31898694	gamma_smc	30000	0.09140782222	179	1000	0.179	40	200	0.2	True
ancient_eurasia_single_origin_survival__neutral__rep022	22	31898694	gamma_smc	40000	0.108382107	179	1000	0.179	40	200	0.2	True
ancient_eurasia_single_origin_survival__neutral__rep022	22	31898694	gamma_smc	50000	0.1235747967	179	1000	0.179	40	200	0.2	True
ancient_eurasia_single_origin_survival__neutral__rep023	23	1328895823	gamma_smc	1000	0.008117255841	73	1000	0.073	12	200	0.06	True
ancient_eurasia_single_origin_survival__neutral__rep023	23	1328895823	gamma_smc	4500	0.01753577113	73	1000	0.073	12	200	0.06	True
ancient_eurasia_single_origin_survival__neutral__rep023	23	1328895823	gamma_smc	10000	0.02698766393	73	1000	0.073	12	200	0.06	True
ancient_eurasia_single_origin_survival__neutral__rep023	23	1328895823	gamma_smc	20000	0.04149243469	73	1000	0.073	12	200	0.06	True
ancient_eurasia_single_origin_survival__neutral__rep023	23	1328895823	gamma_smc	30000	0.05238665975	73	1000	0.073	12	200	0.06	True
ancient_eurasia_single_origin_survival__neutral__rep023	23	1328895823	gamma_smc	40000	0.0606996517	73	1000	0.073	12	200	0.06	True
ancient_eurasia_single_origin_survival__neutral__rep023	23	1328895823	gamma_smc	50000	0.06742054659	73	1000	0.073	12	200	0.06	True
ancient_eurasia_single_origin_survival__neutral__rep024	24	1834161787	gamma_smc	1000	0.008650805092	3	1000	0.003	1	200	0.005	True
ancient_eurasia_single_origin_survival__neutral__rep024	24	1834161787	gamma_smc	4500	0.02662705868	3	1000	0.003	1	200	0.005	True
ancient_eurasia_single_origin_survival__neutral__rep024	24	1834161787	gamma_smc	10000	0.04683052331	3	1000	0.003	1	200	0.005	True
ancient_eurasia_single_origin_survival__neutral__rep024	24	1834161787	gamma_smc	20000	0.07999411754	3	1000	0.003	1	200	0.005	True
ancient_eurasia_single_origin_survival__neutral__rep024	24	1834161787	gamma_smc	30000	0.1119271232	3	1000	0.003	1	200	0.005	True
ancient_eurasia_single_origin_survival__neutral__rep024	24	1834161787	gamma_smc	40000	0.1429374704	3	1000	0.003	1	200	0.005	True
ancient_eurasia_single_origin_survival__neutral__rep024	24	1834161787	gamma_smc	50000	0.1724504405	3	1000	0.003	1	200	0.005	True
ancient_eurasia_single_origin_survival__neutral__rep025	25	429935074	gamma_smc	1000	0.003297359261	35	1000	0.035	6	200	0.03	True
ancient_eurasia_single_origin_survival__neutral__rep025	25	429935074	gamma_smc	4500	0.01577852797	35	1000	0.035	6	200	0.03	True
ancient_eurasia_single_origin_survival__neutral__rep025	25	429935074	gamma_smc	10000	0.03696646606	35	1000	0.035	6	200	0.03	True
ancient_eurasia_single_origin_survival__neutral__rep025	25	429935074	gamma_smc	20000	0.07889131997	35	1000	0.035	6	200	0.03	True
ancient_eurasia_single_origin_survival__neutral__rep025	25	429935074	gamma_smc	30000	0.1212091645	35	1000	0.035	6	200	0.03	True
ancient_eurasia_single_origin_survival__neutral__rep025	25	429935074	gamma_smc	40000	0.1612793362	35	1000	0.035	6	200	0.03	True
ancient_eurasia_single_origin_survival__neutral__rep025	25	429935074	gamma_smc	50000	0.1985611314	35	1000	0.035	6	200	0.03	True
ancient_eurasia_single_origin_survival__neutral__rep026	26	1728847987	gamma_smc	1000	0.006398940235	200	1000	0.2	45	200	0.225	True
ancient_eurasia_single_origin_survival__neutral__rep026	26	1728847987	gamma_smc	4500	0.0272909141	200	1000	0.2	45	200	0.225	True
ancient_eurasia_single_origin_survival__neutral__rep026	26	1728847987	gamma_smc	10000	0.05363985924	200	1000	0.2	45	200	0.225	True
ancient_eurasia_single_origin_survival__neutral__rep026	26	1728847987	gamma_smc	20000	0.08885725124	200	1000	0.2	45	200	0.225	True
ancient_eurasia_single_origin_survival__neutral__rep026	26	1728847987	gamma_smc	30000	0.1139150433	200	1000	0.2	45	200	0.225	True
ancient_eurasia_single_origin_survival__neutral__rep026	26	1728847987	gamma_smc	40000	0.1322027649	200	1000	0.2	45	200	0.225	True
ancient_eurasia_single_origin_survival__neutral__rep026	26	1728847987	gamma_smc	50000	0.1458436681	200	1000	0.2	45	200	0.225	True
ancient_eurasia_single_origin_survival__neutral__rep027	27	1656936820	gamma_smc	1000	0.002745746703	115	1000	0.115	20	200	0.1	True
ancient_eurasia_single_origin_survival__neutral__rep027	27	1656936820	gamma_smc	4500	0.01328682445	115	1000	0.115	20	200	0.1	True
ancient_eurasia_single_origin_survival__neutral__rep027	27	1656936820	gamma_smc	10000	0.02861147143	115	1000	0.115	20	200	0.1	True
ancient_eurasia_single_origin_survival__neutral__rep027	27	1656936820	gamma_smc	20000	0.05138215567	115	1000	0.115	20	200	0.1	True
ancient_eurasia_single_origin_survival__neutral__rep027	27	1656936820	gamma_smc	30000	0.06932464114	115	1000	0.115	20	200	0.1	True
ancient_eurasia_single_origin_survival__neutral__rep027	27	1656936820	gamma_smc	40000	0.08414415162	115	1000	0.115	20	200	0.1	True
ancient_eurasia_single_origin_survival__neutral__rep027	27	1656936820	gamma_smc	50000	0.09683783006	115	1000	0.115	20	200	0.1	True
ancient_eurasia_single_origin_survival__neutral__rep028	28	549093476	gamma_smc	1000	0.003005523701	51	1000	0.051	17	200	0.085	True
ancient_eurasia_single_origin_survival__neutral__rep028	28	549093476	gamma_smc	4500	0.01788226761	51	1000	0.051	17	200	0.085	True
ancient_eurasia_single_origin_survival__neutral__rep028	28	549093476	gamma_smc	10000	0.0369151967	51	1000	0.051	17	200	0.085	True
ancient_eurasia_single_origin_survival__neutral__rep028	28	549093476	gamma_smc	20000	0.05638822843	51	1000	0.051	17	200	0.085	True
ancient_eurasia_single_origin_survival__neutral__rep028	28	549093476	gamma_smc	30000	0.06970571614	51	1000	0.051	17	200	0.085	True
ancient_eurasia_single_origin_survival__neutral__rep028	28	549093476	gamma_smc	40000	0.08141121553	51	1000	0.051	17	200	0.085	True
ancient_eurasia_single_origin_survival__neutral__rep028	28	549093476	gamma_smc	50000	0.09258079806	51	1000	0.051	17	200	0.085	True
ancient_eurasia_single_origin_survival__neutral__rep029	29	2044716059	gamma_smc	1000	0.01690290072	27	1000	0.027	5	200	0.025	True
ancient_eurasia_single_origin_survival__neutral__rep029	29	2044716059	gamma_smc	4500	0.02804963838	27	1000	0.027	5	200	0.025	True
ancient_eurasia_single_origin_survival__neutral__rep029	29	2044716059	gamma_smc	10000	0.03625015114	27	1000	0.027	5	200	0.025	True
ancient_eurasia_single_origin_survival__neutral__rep029	29	2044716059	gamma_smc	20000	0.04569168858	27	1000	0.027	5	200	0.025	True
