unit_id	replicate_index	seed	source	threshold_years	overall_focal_p_tmrca_lt_threshold	final_pool_alt_count	final_pool_total_count	final_pool_af	sample_alt_count	sample_total_count	sample_af	sample_detected
ancient_eurasia_single_origin_survival__neutral__rep002	2	1751940351	gamma_smc	40000	0.1088595107	82	1000	0.082	18	200	0.09	True
ancient_eurasia_single_origin_survival__neutral__rep002	2	1751940351	gamma_smc	50000	0.1294241035	82	1000	0.082	18	200	0.09	True
ancient_eurasia_single_origin_survival__neutral__rep003	3	1129284164	gamma_smc	1000	0.001835295658	149	1000	0.149	24	200	0.12	True
ancient_eurasia_single_origin_survival__neutral__rep003	3	1129284164	gamma_smc	4500	0.008495663396	149	1000	0.149	24	200	0.12	True
ancient_eurasia_single_origin_survival__neutral__rep003	3	1129284164	gamma_smc	10000	0.01761097989	149	1000	0.149	24	200	0.12	True
ancient_eurasia_single_origin_survival__neutral__rep003	3	1129284164	gamma_smc	20000	0.03085735144	149	1000	0.149	24	200	0.12	True
ancient_eurasia_single_origin_survival__neutral__rep003	3	1129284164	gamma_smc	30000	0.04326524664	149	1000	0.149	24	200	0.12	True
ancient_eurasia_single_origin_survival__neutral__rep003	3	1129284164	gamma_smc	40000	0.05690605478	149	1000	0.149	24	200	0.12	True
ancient_eurasia_single_origin_survival__neutral__rep003	3	1129284164	gamma_smc	50000	0.07084400566	149	1000	0.149	24	200	0.12	True
ancient_eurasia_single_origin_survival__neutral__rep004	4	620790851	gamma_smc	1000	0.01786457662	101	1000	0.101	19	200	0.095	True
ancient_eurasia_single_origin_survival__neutral__rep004	4	620790851	gamma_smc	4500	0.05124598691	101	1000	0.101	19	200	0.095	True
ancient_eurasia_single_origin_survival__neutral__rep004	4	620790851	gamma_smc	10000	0.07396415239	101	1000	0.101	19	200	0.095	True
ancient_eurasia_single_origin_survival__neutral__rep004	4	620790851	gamma_smc	20000	0.1012472267	101	1000	0.101	19	200	0.095	True
ancient_eurasia_single_origin_survival__neutral__rep004	4	620790851	gamma_smc	30000	0.1228287848	101	1000	0.101	19	200	0.095	True
ancient_eurasia_single_origin_survival__neutral__rep004	4	620790851	gamma_smc	40000	0.1413675846	101	1000	0.101	19	200	0.095	True
ancient_eurasia_single_origin_survival__neutral__rep004	4	620790851	gamma_smc	50000	0.1578818518	101	1000	0.101	19	200	0.095	True
ancient_eurasia_single_origin_survival__neutral__rep005	5	1763280095	gamma_smc	1000	0.003040134438	59	1000	0.059	11	200	0.055	True
ancient_eurasia_single_origin_survival__neutral__rep005	5	1763280095	gamma_smc	4500	0.01590784477	59	1000	0.059	11	200	0.055	True
ancient_eurasia_single_origin_survival__neutral__rep005	5	1763280095	gamma_smc	10000	0.03530463122	59	1000	0.059	11	200	0.055	True
ancient_eurasia_single_origin_survival__neutral__rep005	5	1763280095	gamma_smc	20000	0.06252157132	59	1000	0.059	11	200	0.055	True
ancient_eurasia_single_origin_survival__neutral__rep005	5	1763280095	gamma_smc	30000	0.08227626199	59	1000	0.059	11	200	0.055	True
ancient_eurasia_single_origin_survival__neutral__rep005	5	1763280095	gamma_smc	40000	0.09752575629	59	1000	0.059	11	200	0.055	True
ancient_eurasia_single_origin_survival__neutral__rep005	5	1763280095	gamma_smc	50000	0.1097376799	59	1000	0.059	11	200	0.055	True
ancient_eurasia_single_origin_survival__neutral__rep006	6	1297002618	gamma_smc	1000	0.007197821572	7	1000	0.007	3	200	0.015	True
ancient_eurasia_single_origin_survival__neutral__rep006	6	1297002618	gamma_smc	4500	0.02816180675	7	1000	0.007	3	200	0.015	True
ancient_eurasia_single_origin_survival__neutral__rep006	6	1297002618	gamma_smc	10000	0.05224590754	7	1000	0.007	3	200	0.015	True
ancient_eurasia_single_origin_survival__neutral__rep006	6	1297002618	gamma_smc	20000	0.08445937488	7	1000	0.007	3	200	0.015	True
ancient_eurasia_single_origin_survival__neutral__rep006	6	1297002618	gamma_smc	30000	0.1104989939	7	1000	0.007	3	200	0.015	True
ancient_eurasia_single_origin_survival__neutral__rep006	6	1297002618	gamma_smc	40000	0.1338764154	7	1000	0.007	3	200	0.015	True
ancient_eurasia_single_origin_survival__neutral__rep006	6	1297002618	gamma_smc	50000	0.1555418196	7	1000	0.007	3	200	0.015	True
ancient_eurasia_single_origin_survival__neutral__rep007	7	1460108722	gamma_smc	1000	0.01814712094	197	1000	0.197	47	200	0.235	True
ancient_eurasia_single_origin_survival__neutral__rep007	7	1460108722	gamma_smc	4500	0.05165992811	197	1000	0.197	47	200	0.235	True
ancient_eurasia_single_origin_survival__neutral__rep007	7	1460108722	gamma_smc	10000	0.08099983394	197	1000	0.197	47	200	0.235	True
ancient_eurasia_single_origin_survival__neutral__rep007	7	1460108722	gamma_smc	20000	0.106962387	197	1000	0.197	47	200	0.235	True
ancient_eurasia_single_origin_survival__neutral__rep007	7	1460108722	gamma_smc	30000	0.1193850422	197	1000	0.197	47	200	0.235	True
ancient_eurasia_single_origin_survival__neutral__rep007	7	1460108722	gamma_smc	40000	0.1265940017	197	1000	0.197	47	200	0.235	True
ancient_eurasia_single_origin_survival__neutral__rep007	7	1460108722	gamma_smc	50000	0.1313702083	197	1000	0.197	47	200	0.235	True
ancient_eurasia_single_origin_survival__neutral__rep008	8	1865004246	gamma_smc	1000	0.008748686223	115	1000	0.115	19	200	0.095	True
ancient_eurasia_single_origin_survival__neutral__rep008	8	1865004246	gamma_smc	4500	0.02656238763	115	1000	0.115	19	200	0.095	True
ancient_eurasia_single_origin_survival__neutral__rep008	8	1865004246	gamma_smc	10000	0.0414724922	115	1000	0.115	19	200	0.095	True
ancient_eurasia_single_origin_survival__neutral__rep008	8	1865004246	gamma_smc	20000	0.05801067639	115	1000	0.115	19	200	0.095	True
ancient_eurasia_single_origin_survival__neutral__rep008	8	1865004246	gamma_smc	30000	0.0696734792	115	1000	0.115	19	200	0.095	True
ancient_eurasia_single_origin_survival__neutral__rep008	8	1865004246	gamma_smc	40000	0.07917206669	115	1000	0.115	19	200	0.095	True
ancient_eurasia_single_origin_survival__neutral__rep008	8	1865004246	gamma_smc	50000	0.08732720385	115	1000	0.115	19	200	0.095	True
ancient_eurasia_single_origin_survival__neutral__rep009	9	277435855	gamma_smc	1000	0.005942564234	268	1000	0.268	55	200	0.275	True
ancient_eurasia_single_origin_survival__neutral__rep009	9	277435855	gamma_smc	4500	0.02287946653	268	1000	0.268	55	200	0.275	True
ancient_eurasia_single_origin_survival__neutral__rep009	9	277435855	gamma_smc	10000	0.03713776777	268	1000	0.268	55	200	0.275	True
ancient_eurasia_single_origin_survival__neutral__rep009	9	277435855	gamma_smc	20000	0.04897434803	268	1000	0.268	55	200	0.275	True
ancient_eurasia_single_origin_survival__neutral__rep009	9	277435855	gamma_smc	30000	0.05744498685	268	1000	0.268	55	200	0.275	True
ancient_eurasia_single_origin_survival__neutral__rep009	9	277435855	gamma_smc	40000	0.07086830713	268	1000	0.268	55	200	0.275	True
ancient_eurasia_single_origin_survival__neutral__rep009	9	277435855	gamma_smc	50000	0.08220169374	268	1000	0.268	55	200	0.275	True
ancient_eurasia_single_origin_survival__neutral__rep010	10	1179498635	gamma_smc	1000	0.008392610827	226	1000	0.226	43	200	0.215	True
ancient_eurasia_single_origin_survival__neutral__rep010	10	1179498635	gamma_smc	4500	0.0187529698	226	1000	0.226	43	200	0.215	True
ancient_eurasia_single_origin_survival__neutral__rep010	10	1179498635	gamma_smc	10000	0.03597987493	226	1000	0.226	43	200	0.215	True
ancient_eurasia_single_origin_survival__neutral__rep010	10	1179498635	gamma_smc	20000	0.07174136651	226	1000	0.226	43	200	0.215	True
ancient_eurasia_single_origin_survival__neutral__rep010	10	1179498635	gamma_smc	30000	0.1063511879	226	1000	0.226	43	200	0.215	True
ancient_eurasia_single_origin_survival__neutral__rep010	10	1179498635	gamma_smc	40000	0.137736385	226	1000	0.226	43	200	0.215	True
ancient_eurasia_single_origin_survival__neutral__rep010	10	1179498635	gamma_smc	50000	0.1657176144	226	1000	0.226	43	200	0.215	True
ancient_eurasia_single_origin_survival__neutral__rep011	11	1727742856	gamma_smc	1000	0.004264797779	34	1000	0.034	4	200	0.02	True
ancient_eurasia_single_origin_survival__neutral__rep011	11	1727742856	gamma_smc	4500	0.02040463967	34	1000	0.034	4	200	0.02	True
ancient_eurasia_single_origin_survival__neutral__rep011	11	1727742856	gamma_smc	10000	0.04398008421	34	1000	0.034	4	200	0.02	True
ancient_eurasia_single_origin_survival__neutral__rep011	11	1727742856	gamma_smc	20000	0.08161273852	34	1000	0.034	4	200	0.02	True
ancient_eurasia_single_origin_survival__neutral__rep011	11	1727742856	gamma_smc	30000	0.1140439591	34	1000	0.034	4	200	0.02	True
ancient_eurasia_single_origin_survival__neutral__rep011	11	1727742856	gamma_smc	40000	0.1422770625	34	1000	0.034	4	200	0.02	True
ancient_eurasia_single_origin_survival__neutral__rep011	11	1727742856	gamma_smc	50000	0.1672110188	34	1000	0.034	4	200	0.02	True
ancient_eurasia_single_origin_survival__neutral__rep012	12	1622789100	gamma_smc	1000	0.01409041073	455	1000	0.455	91	200	0.455	True
ancient_eurasia_single_origin_survival__neutral__rep012	12	1622789100	gamma_smc	4500	0.04353480358	455	1000	0.455	91	200	0.455	True
ancient_eurasia_single_origin_survival__neutral__rep012	12	1622789100	gamma_smc	10000	0.07526561845	455	1000	0.455	91	200	0.455	True
ancient_eurasia_single_origin_survival__neutral__rep012	12	1622789100	gamma_smc	20000	0.1205311612	455	1000	0.455	91	200	0.455	True
ancient_eurasia_single_origin_survival__neutral__rep012	12	1622789100	gamma_smc	30000	0.1490040518	455	1000	0.455	91	200	0.455	True
ancient_eurasia_single_origin_survival__neutral__rep012	12	1622789100	gamma_smc	40000	0.1684943574	455	1000	0.455	91	200	0.455	True
ancient_eurasia_single_origin_survival__neutral__rep012	12	1622789100	gamma_smc	50000	0.1831187959	455	1000	0.455	91	200	0.455	True
ancient_eurasia_single_origin_survival__neutral__rep013	13	1149305007	gamma_smc	1000	0.006901270578	37	1000	0.037	9	200	0.045	True
ancient_eurasia_single_origin_survival__neutral__rep013	13	1149305007	gamma_smc	4500	0.03175577813	37	1000	0.037	9	200	0.045	True
ancient_eurasia_single_origin_survival__neutral__rep013	13	1149305007	gamma_smc	10000	0.05969196122	37	1000	0.037	9	200	0.045	True
ancient_eurasia_single_origin_survival__neutral__rep013	13	1149305007	gamma_smc	20000	0.09612965733	37	1000	0.037	9	200	0.045	True
ancient_eurasia_single_origin_survival__neutral__rep013	13	1149305007	gamma_smc	30000	0.1238593385	37	1000	0.037	9	200	0.045	True
ancient_eurasia_single_origin_survival__neutral__rep013	13	1149305007	gamma_smc	40000	0.1461883041	37	1000	0.037	9	200	0.045	True
