years,Ne
2843.7400817871094,37610.92578125
2845.4444885253906,37610.92578125
2847.1500396728516,37610.92578125
2848.856544494629,37610.92578125
2850.564193725586,37610.92578125
2852.2727966308594,37610.92578125
2853.982353210449,37610.92578125
2855.6930541992188,37610.92578125
2857.4047088623047,37610.92578125
2859.117317199707,37610.92578125
2860.831069946289,37610.92578125
2862.5457763671875,37648.546875
2864.2616271972656,37648.546875
2865.97843170166,37648.546875
2867.696189880371,37663.41015625
2869.4150924682617,37629.19140625
2871.1349487304688,37610.92578125
2872.8559494018555,37610.92578125
2874.5779037475586,37604.08984375
2876.300811767578,37604.08984375
2878.0248641967773,37629.19140625
2879.749870300293,37629.19140625
2881.4760208129883,37604.08984375
2883.203125,37604.08984375
2884.931182861328,37604.08984375
2886.660385131836,37604.08984375
2888.39054107666,37604.08984375
2890.121841430664,37592.775390625
2891.8540954589844,37592.775390625
2893.5874938964844,37592.775390625
2895.321846008301,37592.775390625
2897.057342529297,37592.775390625
2898.7937927246094,37592.775390625
2900.5311965942383,37592.775390625
2902.269744873047,37578.2890625
2904.009437561035,37564.560546875
2905.75008392334,37564.560546875
2907.491683959961,37557.439453125
2909.2344284057617,37557.439453125
2910.978126525879,37557.439453125
2912.722969055176,37557.439453125
2914.468765258789,37557.439453125
2916.215705871582,37557.439453125
2917.9636001586914,37557.439453125
2919.7126388549805,37557.439453125
2921.462631225586,37557.439453125
2923.213768005371,37557.439453125
2924.9658584594727,37557.439453125
2926.719093322754,37557.439453125
2928.4732818603516,37557.439453125
2930.228614807129,37557.439453125
2931.9849014282227,37557.439453125
2933.742332458496,37557.439453125
2935.500717163086,37557.439453125
2937.2602462768555,37557.439453125
2939.0207290649414,37557.439453125
2940.782356262207,37557.439453125
2942.5451278686523,37557.439453125
2944.308853149414,37557.439453125
2946.073532104492,37557.439453125
2947.83935546875,37557.439453125
2949.6063232421875,37557.439453125
2951.3742446899414,37557.439453125
2953.143310546875,37557.439453125
2954.913330078125,37557.439453125
2956.6844940185547,37557.439453125
2958.456611633301,37557.439453125
2960.2298736572266,37557.439453125
2962.004280090332,37520.16015625
2963.779640197754,37520.16015625
2965.555953979492,37520.16015625
2967.3336029052734,37520.16015625
2969.112205505371,37520.16015625
2970.891761779785,37520.16015625
2972.672462463379,37480.12890625
2974.4543075561523,37480.12890625
2976.237106323242,37480.12890625
2978.0210494995117,37480.12890625
2979.8059463500977,37480.12890625
2981.5919876098633,37480.12890625
2983.3791732788086,37480.12890625
2985.1673126220703,37480.12890625
2986.9565963745117,37480.12890625
2988.747024536133,37480.12890625
2990.5384063720703,37480.12890625
2992.3309326171875,37480.12890625
2994.124412536621,37480.12890625
2995.9190368652344,37480.12890625
2997.7148056030273,37480.12890625
2999.5115280151367,37480.12890625
3001.309394836426,37480.12890625
3003.1084060668945,37480.12890625
3004.9083709716797,37480.12890625
3006.7094802856445,37480.12890625
3008.511734008789,37480.12890625
3010.31494140625,37460.537109375
3012.1192932128906,37460.537109375
3013.924789428711,37470.091796875
3015.7312393188477,37470.091796875
3017.538833618164,37470.091796875
3019.347381591797,37470.091796875
3021.1572647094727,37470.091796875
3022.968101501465,37470.091796875
3024.7800827026367,37470.091796875
3026.593017578125,37470.091796875
3028.407096862793,37470.091796875
3030.2223205566406,37470.091796875
3032.0384979248047,37470.091796875
3033.8560104370117,37470.091796875
3035.674285888672,37440.021484375
3037.493896484375,37440.021484375
3039.3144607543945,37440.021484375
3041.1361694335938,37440.021484375
3042.9590225219727,37440.021484375
3044.7830200195312,37440.021484375
3046.6079711914062,37440.021484375
3048.434066772461,37440.021484375
3050.2613067626953,37440.021484375
3052.089500427246,37440.021484375
3053.9188385009766,37440.021484375
3055.7493209838867,37440.021484375
3057.5809478759766,37440.021484375
3059.413719177246,37440.021484375
3061.247444152832,37440.021484375
3063.0823135375977,37470.091796875
3064.918327331543,37470.091796875
3066.7552947998047,37470.091796875
3068.593406677246,37470.091796875
3070.4328536987305,37440.021484375
3072.273063659668,37440.021484375
3074.1146087646484,37440.021484375
3075.9571075439453,37440.021484375
3077.800941467285,37440.021484375
3079.6457290649414,37470.091796875
3081.4916610717773,37440.021484375
3083.3385467529297,37440.021484375
3085.186767578125,37467.458984375
3087.0359420776367,37467.458984375
3088.886260986328,37467.458984375
3090.737724304199,37467.458984375
3092.5901412963867,37467.458984375
3094.443893432617,37467.458984375
3096.298599243164,37467.458984375
3098.1544494628906,37467.458984375
3100.011444091797,37467.458984375
3101.869583129883,37467.458984375
3103.7288665771484,37467.458984375
3105.5891036987305,37487.05078125
3107.4506759643555,37487.05078125
3109.313201904297,37487.05078125
3111.176872253418,37487.05078125
3113.0416870117188,37487.05078125
3114.907455444336,37487.05078125
3116.774559020996,37487.05078125
3118.642807006836,37480.12890625
3120.512008666992,37480.12890625
3122.382354736328,37480.12890625
3124.2538452148438,37480.12890625
3126.126480102539,37480.12890625
3128.000259399414,37480.12890625
3129.8751831054688,37480.12890625
3131.751251220703,37470.091796875
3133.628273010254,37470.091796875
3135.5066299438477,37470.091796875
3137.385940551758,37510.08984375
3139.2663955688477,37510.08984375
3141.147994995117,37510.08984375
3143.0307388305664,37507.45703125
3144.9146270751953,37507.45703125
3146.799659729004,37507.45703125
3148.685836791992,37507.45703125
3150.57315826416,37507.45703125
3152.461624145508,37507.45703125
3154.351043701172,37507.45703125
3156.241798400879,37507.45703125
3158.1335067749023,37507.45703125
3160.0265502929688,37507.45703125
3161.9205474853516,37507.45703125
3163.8158798217773,37507.45703125
3165.7121658325195,37507.45703125
3167.6095962524414,37507.45703125
3169.5083618164062,37507.45703125
3171.4080810546875,37507.45703125
3173.3089447021484,37507.45703125
3175.210952758789,37507.45703125
3177.1141052246094,37500.53515625
3179.0184020996094,37500.53515625
3180.923843383789,37500.53515625
3182.8304290771484,37500.53515625
3184.738349914551,37500.53515625
3186.6472244262695,37500.53515625
3188.557243347168,37500.53515625
3190.468406677246,37500.53515625
3192.380714416504,37500.53515625
3194.2941665649414,37500.53515625
3196.2087631225586,37500.53515625
3198.1245040893555,37500.53515625
3200.0415802001953,37500.53515625
3201.9596099853516,37500.53515625
3203.8787841796875,37500.53515625
3205.799102783203,37500.53515625
3207.7205657958984,37500.53515625
3209.6431732177734,37500.53515625
3211.566925048828,37500.53515625
3213.492202758789,37500.53515625
3215.418243408203,37500.53515625
3217.345428466797,37500.53515625
3219.2737579345703,37500.53515625
3221.20361328125,37500.53515625
3223.134231567383,37500.53515625
3225.0659942626953,37500.53515625
3226.999282836914,37500.53515625
3228.933334350586,37500.53515625
3230.868911743164,37500.53515625
3232.8052520751953,37500.53515625
3234.743118286133,37561.09765625
3236.6817474365234,37561.09765625
3238.6219024658203,37561.09765625
3240.563201904297,37561.09765625
3242.5052642822266,37561.09765625
3244.4488525390625,37571.16796875
3246.393585205078,37571.16796875
3248.3394622802734,37571.16796875
3250.2864837646484,37571.16796875
3252.234649658203,37561.09765625
3254.1839599609375,37561.09765625
3256.1344146728516,37561.09765625
3258.0860137939453,37561.09765625
3260.0391387939453,37561.09765625
3261.9930267333984,37561.09765625
3263.9480590820312,37561.09765625
3265.9046173095703,37561.09765625
3267.8619384765625,37561.09765625
3269.820785522461,37561.09765625
3271.780776977539,37561.09765625
3273.741912841797,37549.05859375
3275.703811645508,37549.05859375
3277.667236328125,37549.05859375
3279.6321868896484,37549.05859375
3281.597900390625,37549.05859375
3283.5647583007812,37561.09765625
3285.532760620117,37561.09765625
3287.5022888183594,37561.09765625
3289.4725799560547,37561.09765625
3291.4443969726562,37561.09765625
3293.416976928711,37561.09765625
3295.391082763672,37561.09765625
3297.3663330078125,37561.09765625
3299.342727661133,37561.09765625
3301.320266723633,37561.09765625
3303.2989501953125,37561.09765625
3305.2791595458984,37561.09765625
3307.2601318359375,37577.099609375
3309.242630004883,37561.09765625
3311.2258911132812,37525.62890625
3313.210678100586,37525.62890625
3315.1966094970703,37525.62890625
3317.1836853027344,37525.62890625
3319.171905517578,37525.62890625
3321.1612701416016,37525.62890625
3323.1521606445312,37525.62890625
3325.143814086914,37525.62890625
3327.136993408203,37525.62890625
3329.131317138672,37525.62890625
3331.1267852783203,37525.62890625
3333.1233978271484,37525.62890625
3335.1211547851562,37525.62890625
3337.1200561523438,37525.62890625
3339.1204833984375,37561.09765625
3341.1216735839844,37561.09765625
3343.1243896484375,37500.53515625
3345.1282501220703,37500.53515625
3347.133255004883,37500.53515625
3349.139404296875,37500.53515625
3351.1470794677734,37500.53515625
3353.155517578125,37500.53515625
3355.165481567383,37500.53515625
3357.1765899658203,37500.53515625
3359.1888427734375,37500.53515625
3361.2022399902344,37500.53515625
3363.216781616211,37500.53515625
3365.232467651367,37500.53515625
3367.2496795654297,37500.53515625
3369.268035888672,37500.53515625
3371.2875366210938,37500.53515625
3373.3081817626953,37500.53515625
3375.3299713134766,37477.701171875
3377.353286743164,37477.701171875
3379.3777465820312,37477.701171875
3381.4029693603516,37477.701171875
3383.429718017578,37477.701171875
3385.457992553711,37477.701171875
3387.487030029297,37477.701171875
3389.517593383789,37477.701171875
3391.5489196777344,37477.701171875
3393.581771850586,37477.701171875
3395.6161499023438,37477.701171875
3397.6512908935547,37460.71484375
3399.687957763672,37480.01953125
3401.725387573242,37480.01953125
3403.7643432617188,37480.01953125
3405.8048248291016,37480.01953125
3407.8460693359375,37480.01953125
3409.888458251953,37480.01953125
3411.932373046875,37480.01953125
3413.9774322509766,37480.01953125
3416.0240173339844,37480.01953125
3418.0713653564453,37480.01953125
3420.1202392578125,37480.01953125
3422.1702575683594,37480.01953125
3424.221420288086,37480.01953125
3426.273727416992,37480.01953125
3428.327178955078,37480.01953125
3430.3821563720703,37480.01953125
3432.438278198242,37479.6484375
3434.4955444335938,37479.6484375
3436.5543365478516,37479.6484375
3438.614273071289,37479.6484375
3440.6753540039062,37479.6484375
3442.737579345703,37479.6484375
3444.8009490966797,37479.6484375
3446.8658447265625,37479.6484375
3448.931884765625,37474.78125
3450.999069213867,37474.78125
3453.067398071289,37474.78125
3455.137252807617,37474.78125
3457.208251953125,37474.78125
3459.2803955078125,37525.62890625
3461.3536834716797,37525.62890625
3463.428497314453,37525.62890625
3465.5044555664062,37513.58984375
3467.581558227539,37541.630859375
3469.660186767578,37541.630859375
3471.7395782470703,37541.630859375
3473.8204956054688,37556.23046875
3475.9029388427734,37541.630859375
3477.9861450195312,37541.630859375
3480.0708770751953,37541.630859375
3482.156753540039,37541.630859375
3484.2437744140625,37474.78125
3486.332321166992,37474.78125
3488.4220123291016,37474.78125
3490.5128479003906,37474.78125
3492.605209350586,37474.78125
3494.6983337402344,37474.78125
3496.792984008789,37452.978515625
3498.88916015625,37452.978515625
3500.986099243164,37452.978515625
3503.0845642089844,37452.978515625
3505.184555053711,37452.978515625
3507.2853088378906,37452.978515625
3509.3875885009766,37452.978515625
3511.491012573242,37452.978515625
3513.595962524414,37452.978515625
3515.701675415039,37452.978515625
3517.8089141845703,37452.978515625
3519.917678833008,37452.978515625
3522.0272064208984,37452.978515625
3524.1382598876953,37452.978515625
3526.2508392333984,37452.978515625
3528.3641815185547,37452.978515625
3530.479049682617,37498.958984375
3532.595443725586,37498.958984375
3534.712600708008,37498.958984375
3536.831283569336,37498.958984375
3538.9511108398438,37452.978515625
3541.072463989258,37452.978515625
3543.1949615478516,37452.978515625
3545.318603515625,37452.978515625
3547.4437713623047,37426.720703125
3549.570083618164,37426.720703125
3551.697540283203,37426.720703125
3553.8265228271484,37426.720703125
3555.9566497802734,37426.720703125
3558.087921142578,37426.720703125
3560.220718383789,37426.720703125
3562.3546600341797,37426.720703125
3564.48974609375,37426.720703125
3566.6263580322266,37452.978515625
3568.764114379883,37491.787109375
3570.9030151367188,37491.787109375
3573.043441772461,37498.958984375
3575.185012817383,37450.8984375
3577.328109741211,37450.8984375
3579.4723510742188,37407.0625
3581.6177368164062,37407.0625
3583.7642669677734,37407.0625
3585.912322998047,37356.107421875
3588.0619049072266,37356.107421875
3590.212631225586,37356.107421875
3592.364501953125,37356.107421875
3594.5175170898438,37356.107421875
3596.6720581054688,37356.107421875
3598.8277435302734,37356.107421875
3600.9849548339844,37356.107421875
3603.143310546875,37356.107421875
3605.303192138672,37356.107421875
3607.463836669922,37356.107421875
3609.6263885498047,37356.107421875
3611.7897033691406,37356.107421875
3613.954544067383,37356.107421875
3616.1209106445312,37356.107421875
3618.2884216308594,37356.107421875
3620.457077026367,37356.107421875
3622.6272583007812,37356.107421875
3624.798583984375,37356.107421875
3626.9710540771484,37356.107421875
3629.145050048828,37356.107421875
3631.3201904296875,37356.107421875
3633.496856689453,37356.107421875
3635.6746673583984,37356.107421875
3637.85400390625,37356.107421875
3640.0344848632812,37356.107421875
3642.216110229492,37356.107421875
3644.3992614746094,37356.107421875
3646.5835571289062,37356.107421875
3648.7693786621094,37263.509765625
3650.956344604492,37263.509765625
3653.1448364257812,37305.42578125
3655.33447265625,37305.42578125
3657.5252532958984,37305.42578125
3659.717559814453,37305.42578125
3661.9110107421875,37305.42578125
3664.105987548828,37305.42578125
3666.3021087646484,37305.42578125
3668.499755859375,37305.42578125
3670.6985473632812,37305.42578125
3672.8988647460938,37305.42578125
3675.100326538086,37282.14453125
3677.3033142089844,37282.14453125
3679.507064819336,37282.14453125
3681.7127227783203,37282.14453125
3683.9195251464844,37282.14453125
3686.127471923828,37282.14453125
3688.336944580078,37269.880859375
3690.547561645508,37269.880859375
3692.7597045898438,37276.625
3694.9729919433594,37276.625
3697.1878051757812,37276.625
3699.403762817383,37282.6015625
3701.6212463378906,37282.6015625
3703.839874267578,37282.6015625
3706.060028076172,37282.6015625
3708.2813262939453,37276.625
3710.504150390625,37276.625
3712.7281188964844,37276.625
3714.95361328125,37276.625
3717.1802520751953,37276.625
3719.4080352783203,37276.625
3721.6373443603516,37276.625
3723.868179321289,37299.44921875
3726.1001586914062,37299.44921875
3728.3336639404297,37299.44921875
3730.568313598633,37296.3359375
3732.804489135742,37296.3359375
3735.0418090820312,37296.3359375
3737.2806549072266,37296.3359375
3739.5206451416016,37296.3359375
3741.762161254883,37296.3359375
3744.0048217773438,37269.880859375
3746.249008178711,37269.880859375
3748.494338989258,37269.880859375
3750.741195678711,37269.880859375
3752.9891967773438,37269.880859375
3755.238723754883,37258.55078125
3757.4893951416016,37258.55078125
3759.7415924072266,37243.083984375
3761.995315551758,37258.55078125
3764.2501831054688,37258.55078125
3766.506576538086,37258.55078125
3768.764114379883,37258.55078125
3771.0227966308594,37258.55078125
3773.2833862304688,37258.55078125
3775.5447387695312,37258.55078125
3777.8079986572266,37258.55078125
3780.0724029541016,37258.55078125
3782.3379516601562,37258.55078125
3784.605026245117,37258.55078125
3786.8736267089844,37236.51171875
3789.1433715820312,37236.51171875
3791.4146423339844,37236.51171875
3793.687057495117,37236.51171875
3795.9609985351562,37236.51171875
3798.236083984375,37215.650390625
3800.5126953125,37215.650390625
3802.7908325195312,37208.685546875
3805.070114135742,37208.685546875
3807.3509216308594,37208.685546875
3809.6328735351562,37208.685546875
3811.9163513183594,37180.162109375
3814.200973510742,37180.162109375
3816.4871215820312,37170.509765625
3818.7747955322266,37128.30078125
3821.0636138916016,37119.80859375
3823.353958129883,37119.80859375
3825.6458282470703,37123.408203125
3827.9388427734375,37128.30078125
3830.2330017089844,37128.30078125
3832.529067993164,37128.30078125
3834.825897216797,37128.30078125
3837.1246337890625,37128.30078125
3839.424514770508,37113.255859375
3841.7259216308594,37113.255859375
3844.0284729003906,37143.828125
3846.332550048828,37143.828125
3848.638153076172,37143.828125
3850.9449005126953,37143.828125
3853.253173828125,37113.255859375
3855.5625915527344,37124.166015625
3857.87353515625,37124.166015625
3860.186004638672,37124.166015625
3862.4996185302734,37124.166015625
3864.8147583007812,37124.166015625
3867.1314239501953,37124.166015625
3869.449234008789,37160.205078125
3871.768569946289,37160.205078125
3874.0890502929688,37160.205078125
3876.4114379882812,37160.205078125
3878.734588623047,37160.205078125
3881.0596466064453,37160.205078125
3883.3858489990234,37160.205078125
3885.713577270508,37160.205078125
3888.042449951172,37160.205078125
3890.372848510742,37160.205078125
3892.7047729492188,37160.205078125
3895.0382232666016,37160.205078125
3897.372817993164,37160.205078125
3899.7085571289062,37160.205078125
3902.0462036132812,37160.205078125
3904.384994506836,37160.205078125
3906.725311279297,37124.166015625
3909.0667724609375,37124.166015625
3911.4097595214844,37124.166015625
3913.7542724609375,37160.205078125
3916.100311279297,37192.59375
3918.447494506836,37192.59375
3920.7962036132812,37192.59375
3923.1460571289062,37192.59375
3925.497817993164,37160.212890625
3927.8507232666016,37160.212890625
3930.2047729492188,37160.212890625
3932.5607299804688,37160.212890625
3934.9178314208984,37154.74609375
3937.276077270508,37154.74609375
3939.63623046875,37154.74609375
3941.997528076172,37143.8359375
3944.3603515625,37143.8359375
3946.724319458008,37089.5390625
3949.0901947021484,37089.5390625
3951.4572143554688,37042.8203125
3953.8257598876953,37035.45703125
3956.1954498291016,37035.45703125
3958.566665649414,37035.45703125
3960.939407348633,37035.45703125
3963.313674926758,37035.45703125
3965.6890869140625,37035.45703125
3968.0660247802734,36984.58203125
3970.4444885253906,36984.58203125
3972.824478149414,36984.58203125
3975.205612182617,37010.48046875
3977.5882720947266,37010.48046875
3979.972457885742,37010.48046875
3982.3577880859375,37010.48046875
3984.7450256347656,37010.48046875
3987.1334075927734,37038.796875
3989.522933959961,37038.796875
3991.9143676757812,37038.796875
3994.3069458007812,37038.796875
3996.7010498046875,36991.9453125
3999.0966796875,36991.9453125
4001.4938354492188,36991.9453125
4003.892135620117,36991.9453125
4006.291961669922,36991.9453125
4008.693313598633,36991.9453125
4011.09619140625,36932.37890625
4013.500213623047,36932.37890625
4015.9061431884766,36932.37890625
4018.313217163086,36932.37890625
4020.721435546875,36932.37890625
4023.131561279297,36984.58203125
4025.5428314208984,37038.796875
4027.956008911133,37038.796875
4030.3699493408203,37038.796875
4032.7857971191406,37038.796875
4035.203170776367,37038.796875
4037.6216888427734,37038.796875
4040.041732788086,37038.796875
4042.4633026123047,37038.796875
4044.8863983154297,37038.796875
4047.3106384277344,36984.58203125
4049.736785888672,36945.482421875
4052.164077758789,36945.482421875
4054.5928955078125,36945.482421875
4057.023239135742,36992.333984375
4059.4547271728516,36992.333984375
4061.8881225585938,36992.333984375
4064.3226623535156,36992.333984375
4066.7587280273438,36992.333984375
4069.196319580078,36992.333984375
4071.6354370117188,36992.333984375
4074.075698852539,36992.333984375
4076.517868041992,36992.333984375
4078.961181640625,36992.333984375
4081.406021118164,36992.333984375
4083.8523864746094,36992.333984375
4086.300277709961,36992.333984375
4088.749313354492,36940.130859375
4091.2002563476562,36940.130859375
4093.65234375,36940.130859375
4096.10595703125,36940.130859375
4098.561096191406,36949.779296875
4101.017761230469,36908.25390625
4103.4759521484375,36908.25390625
4105.9356689453125,36908.25390625
4108.396530151367,36908.25390625
4110.858917236328,36862.998046875
4113.323211669922,36895.150390625
4115.788650512695,36895.150390625
4118.255615234375,36862.998046875
4120.723724365234,36862.998046875
4123.193740844727,36862.998046875
4125.665283203125,36862.998046875
4128.137969970703,36862.998046875
4130.612564086914,36862.998046875
4133.088302612305,36862.998046875
4135.565567016602,36862.998046875
4138.044357299805,36862.998046875
4140.524673461914,36862.998046875
4143.00651550293,36857.572265625
4145.489501953125,36857.572265625
4147.974395751953,36846.52734375
4150.4608154296875,36846.52734375
4152.948379516602,36846.52734375
4155.437469482422,36846.52734375
4157.928466796875,36829.16015625
4160.420608520508,36846.52734375
4162.914276123047,36851.677734375
4165.409469604492,36851.677734375
4167.906188964844,36851.677734375
4170.404434204102,36894.875
4172.903823852539,36894.875
4175.405120849609,36894.875
4177.907943725586,36894.875
4180.411911010742,36894.875
4182.917785644531,36894.875
4185.4248046875,36940.130859375
4187.933349609375,36940.130859375
4190.443801879883,36940.130859375
4192.95539855957,36872.61328125
4195.468521118164,36872.61328125
4197.983169555664,36872.61328125
4200.49934387207,36872.61328125
4203.017425537109,36872.61328125
4205.536651611328,36840.4609375
4208.057403564453,36840.4609375
4210.579299926758,36840.4609375
4213.103103637695,36840.4609375
4215.628433227539,36840.4609375
4218.155288696289,36840.4609375
4220.683670043945,36802.435546875
4223.213577270508,36802.435546875
4225.74462890625,36802.435546875
4228.277587890625,36802.435546875
4230.812072753906,36802.435546875
4233.347702026367,36802.435546875
4235.885238647461,36797.28515625
4238.424301147461,36797.28515625
4240.964508056641,36797.28515625
4243.506622314453,36797.28515625
4246.050262451172,36797.28515625
4248.59504699707,36795.46875
4251.141738891602,36795.46875
4253.689956665039,36795.46875
4256.239318847656,36795.46875
4258.790588378906,36795.46875
4261.343002319336,36725.177734375
4263.897323608398,36774.57421875
4266.453170776367,36774.57421875
4269.010162353516,36774.57421875
4271.569061279297,36774.57421875
4274.129486083984,36738.94921875
4276.691436767578,36738.94921875
4279.254531860352,36721.978515625
4281.819534301758,36721.978515625
4284.38606262207,36721.978515625
4286.954116821289,36721.978515625
4289.523696899414,36757.603515625
4292.094802856445,36757.603515625
4294.667434692383,36757.603515625
4297.241592407227,36757.603515625
4299.817276000977,36757.603515625
4302.394485473633,36725.806640625
4304.973220825195,36725.806640625
4307.553482055664,36704.958984375
