years,Ne
7525.0030517578125,29020.4306640625
7529.5135498046875,28999.1328125
7534.027099609375,28946.826171875
7538.542938232422,28922.7119140625
7543.061065673828,28922.294921875
7547.582244873047,28922.294921875
7552.106475830078,28753.29296875
7556.632995605469,28753.29296875
7561.162567138672,28753.29296875
7565.694427490234,28743.6181640625
7570.229339599609,28738.9560546875
7574.766540527344,28727.861328125
7579.306793212891,28727.861328125
7583.849334716797,28727.861328125
7588.394927978516,28727.861328125
7592.943572998047,28665.171875
7597.4945068359375,28665.171875
7602.048492431641,28665.171875
7606.605529785156,28665.171875
7611.164093017578,28665.171875
7615.726470947266,28665.171875
7620.2911376953125,28665.171875
7624.858856201172,28587.646484375
7629.428863525391,28587.646484375
7634.001922607422,28587.646484375
7638.578033447266,28554.2412109375
7643.156433105469,28554.2412109375
7647.737121582031,28510.1640625
7652.321624755859,28510.1640625
7656.907653808594,28510.1640625
7661.497497558594,28510.1640625
7666.089630126953,28510.1640625
7670.684814453125,28510.1640625
7675.282287597656,28458.21484375
7679.8828125,28438.7998046875
7684.485626220703,28438.7998046875
7689.092254638672,28438.7998046875
7693.700408935547,28438.7998046875
7698.3123779296875,28438.7998046875
7702.9266357421875,28438.7998046875
7707.543182373047,28410.4970703125
7712.163543701172,28410.4970703125
7716.785430908203,28373.0830078125
7721.4111328125,28221.5029296875
7726.039123535156,28221.5029296875
7730.670166015625,28221.5029296875
7735.303497314453,28221.5029296875
7739.939880371094,28177.3544921875
7744.579315185547,28119.357421875
7749.221038818359,28052.1484375
7753.865814208984,28052.1484375
7758.513641357422,28026.46484375
7763.163757324219,27859.853515625
7767.816925048828,27859.853515625
7772.47314453125,27705.94140625
7777.131652832031,27705.94140625
7781.793212890625,27705.94140625
7786.457824707031,27697.458984375
7791.124725341797,27621.2431640625
7795.794677734375,27626.6904296875
7800.4669189453125,27626.6904296875
7805.142974853516,27626.6904296875
7809.821319580078,27626.6904296875
7814.501953125,27550.0029296875
7819.1864013671875,27304.486328125
7823.873138427734,27304.486328125
7828.562164306641,27282.2939453125
7833.254241943359,27282.2939453125
7837.950134277344,27282.2939453125
7842.647552490234,27282.2939453125
7847.348785400391,27216.732421875
7852.052307128906,27196.8271484375
7856.758117675781,27196.8271484375
7861.467742919922,27196.8271484375
7866.179656982422,27160.873046875
7870.894622802734,27134.5263671875
7875.612640380859,27051.7373046875
7880.332946777344,26931.8046875
7885.056304931641,26927.7060546875
7889.78271484375,26819.79296875
7894.511413574219,26819.79296875
7899.2431640625,26777.35546875
7903.977966308594,26777.35546875
7908.7158203125,26777.35546875
7913.455963134766,26687.46875
7918.199157714844,26624.75
7922.945404052734,26613.7138671875
7927.693939208984,26530.099609375
7932.445526123047,26530.099609375
7937.200164794922,26288.8291015625
7941.957855224609,26288.8291015625
7946.717834472656,26288.8291015625
7951.481628417969,26288.8291015625
7956.247711181641,26288.8291015625
7961.016082763672,26288.8291015625
7965.788269042969,26197.7568359375
7970.562744140625,26197.7568359375
7975.340270996094,26197.7568359375
7980.120086669922,26197.7568359375
7984.903717041016,26197.7568359375
7989.689636230469,25980.0205078125
7994.478607177734,25980.0205078125
7999.269866943359,25980.0205078125
8004.06494140625,25980.0205078125
8008.8623046875,25921.8896484375
8013.6627197265625,25921.8896484375
8018.4661865234375,25639.3876953125
8023.271942138672,25464.6640625
8028.081512451172,25353.6787109375
8032.893371582031,25266.650390625
8037.708282470703,25266.650390625
8042.525482177734,25215.35546875
8047.346496582031,25156.498046875
8052.1697998046875,25092.865234375
8056.996154785156,25001.2158203125
8061.8255615234375,25001.2158203125
8066.657257080078,25001.2158203125
8071.492767333984,25001.2158203125
8076.33056640625,24936.7451171875
8081.171417236328,24936.7451171875
8086.015319824219,24828.443359375
8090.861511230469,24828.443359375
8095.711517333984,24823.34375
8100.563812255859,24823.34375
8105.419158935547,24823.34375
8110.277557373047,24817.3916015625
8115.138244628906,24740.5029296875
8120.002746582031,24430.4365234375
8124.869537353516,24129.982421875
8129.7393798828125,24041.8349609375
8134.612274169922,24041.8349609375
8139.488220214844,24041.8349609375
8144.366455078125,24014.830078125
8149.248504638672,23698.478515625
8154.132843017578,23698.478515625
8159.020233154297,23698.478515625
8163.910675048828,23512.212890625
8168.804168701172,23378.185546875
8173.700714111328,23378.185546875
8178.599548339844,23367.4384765625
8183.501434326172,23166.4326171875
8188.407135009766,23107.208984375
8193.315124511719,22692.41796875
8198.226165771484,22566.8564453125
8203.13949584961,22400.0380859375
8208.056640625,22400.0380859375
8212.97607421875,22400.0380859375
8217.899322509766,22400.0380859375
8222.82485961914,22076.9091796875
8227.753448486328,22076.9091796875
8232.685089111328,21850.7255859375
8237.61978149414,21935.3203125
8242.556762695312,21907.8857421875
8247.49755859375,21860.080078125
8252.440643310547,21860.080078125
8257.38754272461,21860.080078125
8262.336730957031,21860.080078125
8267.288970947266,21734.712890625
8272.244262695312,21734.712890625
8277.202606201172,21734.712890625
8282.164001464844,21698.3525390625
8287.128448486328,21645.3427734375
8292.095184326172,21645.3427734375
8297.065734863281,21645.3427734375
8302.03857421875,21645.3427734375
8307.014465332031,21179.1337890625
8311.994171142578,20994.673828125
8316.976165771484,20994.673828125
8321.961212158203,20777.6455078125
8326.949310302734,20595.7646484375
8331.940460205078,20498.4248046875
8336.933898925781,20595.7646484375
8341.93115234375,20595.7646484375
8346.931457519531,20402.015625
8351.934051513672,19900.896484375
8356.940460205078,19900.896484375
8361.949157714844,19900.896484375
8366.961669921875,19900.896484375
8371.976470947266,20033.466796875
8376.994323730469,20021.150390625
8382.015228271484,19735.7763671875
8387.039947509766,19948.2138671875
8392.066955566406,19735.7763671875
8397.09701538086,19735.7763671875
8402.130126953125,19735.7763671875
8407.166290283203,19735.7763671875
8412.20474243164,19509.9208984375
8417.247009277344,19509.9208984375
8422.29232788086,19509.9208984375
8427.340698242188,19509.9208984375
8432.392120361328,19509.9208984375
8437.445831298828,19509.9208984375
8442.503356933594,19509.9208984375
8447.563934326172,19509.9208984375
8452.62680053711,19073.2568359375
8457.693481445312,19073.2568359375
8462.763214111328,18600.0107421875
8467.835235595703,18500.2216796875
8472.911071777344,18351.556640625
8477.989196777344,18183.703125
8483.07113647461,18183.703125
8488.155364990234,18042.830078125
8493.243408203125,18042.830078125
8498.333740234375,18042.830078125
8503.42788696289,18042.830078125
8508.524322509766,17883.8583984375
8513.624572753906,17940.9970703125
8518.72787475586,17818.1123046875
8523.833465576172,17759.0361328125
8528.94287109375,17759.0361328125
8534.054565429688,17719.212890625
8539.17007446289,17648.2919921875
8544.287872314453,17421.8203125
8549.409484863281,17421.8203125
8554.534149169922,17421.8203125
8559.661102294922,17376.341796875
8564.791870117188,17213.140625
8569.925689697266,17146.08203125
8575.062561035156,17027.74609375
8580.201721191406,16904.962890625
8585.344696044922,17027.74609375
8590.49072265625,17027.74609375
8595.63980102539,16904.962890625
8600.791931152344,16868.486328125
8605.94711303711,16868.486328125
8611.105346679688,16868.486328125
8616.266632080078,16868.486328125
8621.430969238281,16783.6328125
8626.59912109375,16650.818359375
8631.769561767578,16494.783203125
8636.943054199219,16494.783203125
8642.120361328125,16439.3310546875
8647.29995727539,16414.744140625
8652.483367919922,16333.06201171875
8657.669067382812,16329.01953125
8662.858581542969,16197.84912109375
8668.051147460938,16128.08935546875
8673.246765136719,16128.08935546875
8678.445434570312,16051.78271484375
8683.647155761719,16051.78271484375
8688.851928710938,16014.34326171875
8694.059753417969,16014.34326171875
8699.270629882812,15880.2666015625
8704.485321044922,15744.642578125
8709.70230102539,15744.642578125
8714.923095703125,15651.11181640625
8720.146179199219,15640.27099609375
8725.373077392578,15640.27099609375
8730.60302734375,15640.27099609375
8735.836029052734,15640.27099609375
8741.072082519531,15601.2373046875
8746.31118774414,15599.3330078125
8751.554107666016,15415.2265625
8756.79931640625,15317.7490234375
8762.04833984375,15317.7490234375
8767.29965209961,15317.7490234375
8772.554779052734,15317.7490234375
8777.812957763672,15269.98876953125
8783.074188232422,15166.603515625
8788.338470458984,14992.72265625
8793.606567382812,14972.14990234375
8798.876953125,14972.14990234375
8804.151153564453,14927.33203125
8809.428405761719,14927.33203125
8814.708709716797,14831.63232421875
8819.992065429688,14791.45166015625
8825.27847290039,14791.45166015625
8830.567932128906,14733.134765625
8835.861206054688,14683.58984375
8841.157531738281,14663.27734375
8846.456146240234,14663.27734375
8851.758575439453,14523.111328125
8857.064819335938,14567.603515625
8862.373352050781,14497.5986328125
8867.684936523438,14342.73876953125
8873.00033569336,14281.78662109375
8878.318786621094,14281.78662109375
8883.64028930664,14268.24755859375
8888.96484375,14268.24755859375
8894.293212890625,14239.4765625
8899.62387084961,14239.4765625
8904.95834350586,14204.27392578125
8910.295867919922,14143.00927734375
8915.636444091797,14110.982421875
8920.980834960938,13973.2978515625
8926.327514648438,13973.2978515625
8931.678009033203,13973.2978515625
8937.031555175781,13973.2978515625
8942.388153076172,13828.09130859375
8947.747802734375,13826.76025390625
8953.111267089844,13778.146484375
8958.477783203125,13778.146484375
8963.847351074219,13778.146484375
8969.219970703125,13778.146484375
8974.596405029297,13721.18310546875
8979.975128173828,13721.18310546875
8985.357666015625,13718.62890625
8990.743255615234,13718.62890625
8996.13265991211,13680.53564453125
9001.524353027344,13680.53564453125
9006.919860839844,13680.53564453125
9012.318420410156,13660.970703125
9017.720794677734,13621.92529296875
9023.125457763672,13573.193359375
9028.533935546875,13573.193359375
9033.94546508789,13476.39599609375
9039.360046386719,13476.39599609375
9044.778442382812,13446.69482421875
9050.199890136719,13446.69482421875
9055.624389648438,13446.69482421875
9061.051940917969,13273.1162109375
9066.483306884766,13253.02978515625
9071.917724609375,13226.5087890625
9077.355194091797,13202.02490234375
9082.795715332031,13111.369140625
9088.240051269531,13111.369140625
9093.687438964844,13111.369140625
9099.137878417969,13090.61279296875
9104.59213256836,13062.32373046875
9110.04867553711,12905.34326171875
9115.509796142578,12870.59619140625
9120.973205566406,12870.59619140625
9126.4404296875,12800.904296875
9131.910705566406,12751.03662109375
9137.384033203125,12751.03662109375
9142.860412597656,12751.03662109375
9148.340606689453,12751.03662109375
9153.823852539062,12671.93310546875
9159.310913085938,12671.93310546875
9164.801025390625,12665.419921875
9170.294189453125,12598.7314453125
9175.790405273438,12598.7314453125
9181.290435791016,12598.7314453125
9186.793518066406,12598.7314453125
9192.300415039062,12587.77490234375
9197.809600830078,12494.435546875
9203.32260131836,12442.08203125
9208.839416503906,12383.77392578125
9214.358520507812,12341.39501953125
9219.881439208984,12324.09521484375
9225.408172607422,12283.029296875
9230.937957763672,12283.029296875
9236.470794677734,12196.8369140625
9242.00668334961,12159.91162109375
9247.54638671875,12178.16357421875
9253.089141845703,12153.44970703125
9258.634948730469,12153.44970703125
9264.1845703125,12146.31005859375
9269.737243652344,12146.31005859375
9275.293731689453,12085.0087890625
9280.853271484375,12020.10546875
9286.41586303711,11973.2060546875
9291.98226928711,11973.2060546875
9297.551727294922,11922.8349609375
9303.124237060547,11891.52392578125
9308.700561523438,11843.44970703125
9314.27993774414,11799.52734375
9319.86312866211,11804.00927734375
9325.44937133789,11804.00927734375
9331.038665771484,11798.17236328125
9336.631774902344,11744.90185546875
9342.227935791016,11744.90185546875
9347.8271484375,11671.7216796875
9353.43017578125,11671.7216796875
9359.037017822266,11667.45458984375
9364.64614868164,11620.75830078125
9370.259857177734,11620.75830078125
9375.875854492188,11620.75830078125
9381.495666503906,11574.82470703125
9387.118530273438,11545.42431640625
9392.745208740234,11545.42431640625
9398.374938964844,11545.42431640625
9404.008483886719,11545.42431640625
9409.645080566406,11486.98974609375
9415.284729003906,11443.6640625
9420.928192138672,11445.3935546875
9426.575469970703,11445.3935546875
9432.225036621094,11414.35498046875
9437.879180908203,11367.6689453125
9443.535614013672,11367.6689453125
9449.195861816406,11329.060546875
9454.859924316406,11326.88525390625
9460.527038574219,11303.412109375
9466.197204589844,11294.5224609375
9471.871185302734,11136.67041015625
9477.54898071289,11136.67041015625
9483.229064941406,11136.67041015625
9488.91372680664,11136.67041015625
9494.601440429688,11136.67041015625
9500.292205810547,11118.1162109375
9505.986022949219,11118.1162109375
9511.68441772461,11059.90283203125
9517.38510131836,11059.90283203125
9523.089599609375,11038.0166015625
9528.797912597656,11034.26953125
9534.50927734375,11034.26953125
9540.22445678711,11017.91796875
9545.942687988281,10995.431640625
9551.663970947266,10995.431640625
9557.389068603516,10981.146484375
9563.117980957031,10979.08349609375
9568.84994506836,10979.08349609375
9574.5849609375,10974.2646484375
9580.323791503906,10974.2646484375
9586.066436767578,10939.8984375
9591.812133789062,10939.8984375
9597.561645507812,10901.0927734375
9603.314208984375,10901.0927734375
9609.06982421875,10901.0927734375
9614.830017089844,10843.2158203125
9620.592498779297,10843.2158203125
9626.358795166016,10812.72265625
9632.12890625,10812.72265625
9637.902069091797,10788.82568359375
9643.67904663086,10745.587890625
9649.459838867188,10698.79833984375
9655.242919921875,10695.07763671875
9661.030578613281,10695.07763671875
9666.8212890625,10632.9755859375
9672.615051269531,10632.9755859375
9678.412628173828,10632.9755859375
9684.21401977539,10591.986328125
9690.018463134766,10527.19189453125
9695.826721191406,10515.54248046875
9701.63803100586,10432.14990234375
9707.453155517578,10432.14990234375
9713.272094726562,10429.90869140625
9719.09408569336,10429.90869140625
9724.919128417969,10390.94580078125
9730.747985839844,10390.94580078125
9736.580657958984,10390.94580078125
9742.416381835938,10358.6904296875
9748.255920410156,10313.8681640625
9754.09927368164,10313.8681640625
9759.945678710938,10313.8681640625
9765.7958984375,10313.8681640625
9771.649169921875,10307.0244140625
9777.506256103516,10265.7119140625
9783.366394042969,10265.7119140625
9789.230346679688,10265.7119140625
9795.098114013672,10206.2099609375
9800.968933105469,10201.18212890625
9806.843566894531,10189.3740234375
9812.72201538086,10093.025390625
9818.603515625,10131.20751953125
9824.488830566406,10131.20751953125
9830.377197265625,10131.20751953125
9836.26937866211,10088.39990234375
9842.16537475586,10058.7275390625
9848.064422607422,10058.7275390625
9853.96728515625,10037.9228515625
9859.87319946289,9984.26513671875
9865.782928466797,9984.26513671875
9871.696472167969,9967.3740234375
9877.613830566406,9943.6533203125
9883.534240722656,9943.6533203125
9889.458465576172,9912.03515625
9895.3857421875,9878.16552734375
9901.316833496094,9878.16552734375
9907.251739501953,9878.16552734375
9913.189697265625,9862.4775390625
9919.131469726562,9862.4775390625
9925.077056884766,9862.4775390625
9931.026458740234,9862.4775390625
9936.978912353516,9776.146484375
9942.93441772461,9776.146484375
9948.894500732422,9681.4951171875
9954.857635498047,9681.4951171875
9960.824584960938,9681.4951171875
9966.79458618164,9665.83984375
9972.76840209961,9665.83984375
9978.746032714844,9659.7939453125
9984.727478027344,9649.01708984375
9990.711975097656,9649.01708984375
9996.700286865234,9628.255859375
10002.692413330078,9581.392578125
10008.687591552734,9554.57080078125
10014.686584472656,9520.11669921875
10020.689392089844,9519.7255859375
10026.696014404297,9519.7255859375
10032.705688476562,9514.521484375
10038.719177246094,9514.521484375
10044.73648071289,9501.25732421875
10050.7568359375,9501.25732421875
10056.781005859375,9501.25732421875
10062.808990478516,9481.09619140625
10068.840789794922,9417.3779296875
10074.87564086914,9370.85107421875
10080.914306640625,9370.85107421875
10086.956787109375,9370.25439453125
10093.002319335938,9342.19970703125
10099.052429199219,9342.19970703125
10105.105590820312,9302.6953125
10111.162567138672,9213.265625
10117.222595214844,9200.68798828125
10123.287200927734,9200.68798828125
10129.354858398438,9187.72509765625
10135.426330566406,9172.6240234375
10141.500854492188,9172.6240234375
10147.579956054688,9128.95654296875
10153.662109375,9100.35400390625
10159.748077392578,9094.45263671875
10165.837860107422,9089.15625
10171.930694580078,9089.15625
10178.028106689453,9089.15625
10184.12857055664,9089.15625
10190.232849121094,9089.15625
10196.340942382812,9069.8203125
10202.452087402344,9060.4052734375
10208.56704711914,9039.31298828125
10214.685821533203,9037.9248046875
10220.808410644531,9037.9248046875
10226.934814453125,8959.84716796875
10233.065032958984,9000.00537109375
10239.198303222656,8954.43017578125
10245.335388183594,8922.40625
10251.476287841797,8922.40625
10257.621002197266,8922.40625
10263.76953125,8901.77880859375
10269.921112060547,8884.27783203125
10276.077270507812,8882.36083984375
10282.23648071289,8870.86865234375
10288.399505615234,8870.86865234375
10294.566345214844,8860.1708984375
10300.736236572266,8860.1708984375
10306.910705566406,8860.1708984375
10313.08822631836,8860.1708984375
10319.270324707031,8867.6533203125
10325.455474853516,8804.51953125
10331.644439697266,8804.51953125
10337.836456298828,8804.51953125
10344.03305053711,8743.36279296875
10350.233459472656,8743.36279296875
10356.436920166016,8735.55322265625
10362.64419555664,8725.9228515625
10368.856048583984,8703.56005859375
10375.07095336914,8663.72998046875
10381.289672851562,8637.18017578125
10387.511444091797,8637.18017578125
10393.73779296875,8608.3740234375
10399.967956542969,8605.41455078125
10406.201171875,8567.837890625
10412.43896484375,8567.837890625
10418.679809570312,8567.001953125
10424.92446899414,8567.001953125
10431.172943115234,8567.001953125
10437.425231933594,8567.001953125
10443.681335449219,8567.001953125
10449.94125366211,8567.001953125
10456.204986572266,8523.0146484375
10462.471771240234,8480.431640625
10468.743133544922,8480.431640625
10475.017547607422,8468.9033203125
10481.29653930664,8418.81103515625
10487.578582763672,8443.9453125
10493.865203857422,8418.81103515625
10500.154876708984,8400.568359375
10506.448364257812,8384.17431640625
10512.745666503906,8354.53955078125
10519.046783447266,8343.94384765625
10525.35171508789,8336.10498046875
10531.660461425781,8325.69287109375
10537.973022460938,8297.19873046875
10544.28939819336,8285.02685546875
10550.609588623047,8274.6123046875
10556.93359375,8258.3408203125
10563.261413574219,8232.23828125
10569.593048095703,8215.17431640625
10575.927734375,8209.1318359375
10582.266998291016,8195.900390625
10588.610076904297,8195.900390625
10594.956970214844,8183.92724609375
10601.306915283203,8180.262939453125
10607.661437988281,8175.993896484375
10614.019775390625,8162.98388671875
10620.381164550781,8162.98388671875
10626.747131347656,8156.60205078125
10633.116912841797,8134.5498046875
10639.48974609375,8109.635986328125
10645.867156982422,8101.734619140625
10652.24838256836,8101.734619140625
10658.63265991211,8082.03271484375
10665.021514892578,8080.294921875
10671.414184570312,8080.294921875
10677.80990600586,8080.294921875
10684.210205078125,8080.294921875
10690.614318847656,8071.17041015625
10697.022247314453,8033.350830078125
10703.433990478516,8003.60693359375
10709.849548339844,7987.836669921875
10716.268920898438,7970.068603515625
10722.692108154297,7954.529052734375
10729.119110107422,7954.529052734375
10735.549926757812,7954.529052734375
10741.984558105469,7895.1298828125
10748.42300415039,7883.359130859375
10754.865264892578,7869.26171875
10761.312103271484,7862.914306640625
10767.761993408203,7862.914306640625
10774.215698242188,7862.914306640625
10780.67398071289,7851.386474609375
10787.13607788086,7851.386474609375
10793.60122680664,7837.8935546875
10800.07095336914,7841.729248046875
10806.544494628906,7837.8935546875
10813.021850585938,7837.8935546875
10819.503021240234,7790.030517578125
10825.988006591797,7790.030517578125
10832.476806640625,7790.030517578125
10838.969421386719,7789.994140625
10845.466613769531,7789.994140625
10851.966857910156,7780.18896484375
10858.4716796875,7746.062255859375
10864.979553222656,7717.85986328125
10871.492004394531,7717.85986328125
10878.008270263672,7717.85986328125
10884.528350830078,7713.204345703125
10891.05224609375,7713.204345703125
10897.58071899414,7713.204345703125
10904.112243652344,7708.346923828125
10910.648345947266,7696.167236328125
10917.1875,7694.966064453125
10923.731231689453,7671.449951171875
10930.278778076172,7662.919921875
10936.830139160156,7642.205322265625
10943.38607788086,7642.205322265625
10949.945068359375,7642.205322265625
10956.50863647461,7610.75
10963.075256347656,7609.47509765625
10969.646453857422,7596.94873046875
10976.221466064453,7583.85595703125
10982.801055908203,7575.5888671875
10989.383697509766,7549.822998046875
10995.970916748047,7539.8740234375
11002.56118774414,7539.8740234375
11009.156036376953,7535.482177734375
11015.754699707031,7516.626953125
11022.357940673828,7509.255859375
11028.964233398438,7503.457275390625
11035.575103759766,7503.457275390625
11042.189025878906,7497.1552734375
11048.808288574219,7497.1552734375
11055.430603027344,7475.328857421875
11062.056732177734,7463.844970703125
11068.687438964844,7443.614501953125
11075.321960449219,7443.614501953125
11081.96029663086,7433.193603515625
11088.602447509766,7433.193603515625
11095.24917602539,7425.329345703125
11101.898956298828,7421.87451171875
11108.553314208984,7412.63671875
11115.211486816406,7404.987548828125
11121.874237060547,7394.2431640625
11128.540802001953,7373.4755859375
11135.210418701172,7360.850341796875
11141.885375976562,7360.052001953125
11148.563385009766,7360.052001953125
11155.245971679688,7352.16943359375
11161.931610107422,7336.18603515625
11168.621826171875,7333.637939453125
11175.316619873047,7303.744873046875
11182.014465332031,7303.744873046875
11188.716888427734,7303.744873046875
11195.423889160156,7303.744873046875
11202.13394165039,7301.9541015625
11208.848571777344,7301.9541015625
11215.567016601562,7301.9541015625
11222.289276123047,7301.9541015625
11229.015350341797,7292.427490234375
11235.746002197266,7291.08251953125
11242.48046875,7291.08251953125
11249.219512939453,7286.35400390625
11255.961608886719,7278.249755859375
11262.708282470703,7269.91015625
11269.459533691406,7263.8251953125
11276.213836669922,7263.8251953125
11282.972717285156,7260.970703125
11289.735412597656,7259.631591796875
11296.502685546875,7239.241943359375
11303.27377319336,7242.623779296875
11310.04867553711,7242.623779296875
11316.827392578125,7232.166259765625
11323.61068725586,7227.865478515625
11330.39779663086,7223.468505859375
11337.189483642578,7223.08056640625
11343.984985351562,7223.08056640625
11350.784301757812,7203.710205078125
11357.587432861328,7203.710205078125
11364.395141601562,7203.710205078125
11371.206665039062,7189.259765625
11378.022766113281,7189.259765625
11384.842681884766,7180.772705078125
11391.666412353516,7180.772705078125
11398.494720458984,7167.843994140625
11405.326843261719,7167.843994140625
11412.162780761719,7160.848388671875
11419.003295898438,7140.599365234375
11425.847625732422,7131.039794921875
11432.695770263672,7113.08056640625
11439.54849243164,7099.793701171875
11446.405029296875,7099.793701171875
11453.266143798828,7093.23291015625
11460.131072998047,7093.23291015625
11466.999816894531,7093.23291015625
11473.873138427734,7074.06689453125
11480.750274658203,7067.329833984375
11487.63198852539,7067.329833984375
11494.517517089844,7044.8388671875
11501.406860351562,7055.965576171875
11508.30078125,7054.231201171875
11515.198516845703,7054.231201171875
11522.100830078125,7035.8857421875
11529.006958007812,7035.8857421875
11535.916900634766,7026.493408203125
11542.831420898438,7009.51220703125
11549.750518798828,7009.51220703125
11556.672668457031,7009.51220703125
11563.600158691406,6999.686767578125
11570.530700683594,6996.17822265625
11577.4658203125,6990.5078125
11584.405517578125,6974.942626953125
11591.349029541016,6968.77978515625
11598.297119140625,6954.710693359375
11605.2490234375,6954.710693359375
11612.20474243164,6934.04443359375
11619.1650390625,6920.326171875
11626.129150390625,6920.326171875
11633.097839355469,6920.326171875
11640.070343017578,6920.326171875
11647.047424316406,6914.137451171875
11654.0283203125,6914.137451171875
11661.013793945312,6903.0087890625
11668.00308227539,6903.0087890625
11674.996948242188,6903.0087890625
11681.99462890625,6903.0087890625
11688.996887207031,6873.364990234375
11696.002960205078,6872.557861328125
11703.013610839844,6872.557861328125
11710.028076171875,6872.557861328125
11717.046356201172,6864.211669921875
11724.06997680664,6864.211669921875
11731.096649169922,6855.23046875
11738.128662109375,6855.23046875
11745.164489746094,6832.399658203125
11752.204132080078,6824.84912109375
11759.248352050781,6824.84912109375
11766.29638671875,6824.84912109375
11773.348999023438,6806.629150390625
11780.40542602539,6793.571533203125
11787.466430664062,6778.297119140625
11794.532012939453,6769.51123046875
11801.60140991211,6766.85498046875
11808.675384521484,6762.954833984375
11815.753173828125,6765.62451171875
11822.835540771484,6762.954833984375
11829.92172241211,6756.1435546875
11837.012481689453,6746.649169921875
11844.107818603516,6746.649169921875
11851.206970214844,6746.250244140625
11858.309936523438,6737.50732421875
11865.41748046875,6737.50732421875
11872.529602050781,6728.46044921875
11879.646301269531,6728.46044921875
11886.766815185547,6725.759765625
11893.891143798828,6725.759765625
11901.020050048828,6725.759765625
11908.153533935547,6723.23193359375
11915.290832519531,6723.23193359375
11922.432708740234,6723.23193359375
11929.579162597656,6714.658447265625
11936.729431152344,6714.658447265625
11943.88427734375,6703.330078125
11951.042938232422,6703.330078125
11958.206939697266,6695.168212890625
11965.373992919922,6695.168212890625
11972.54638671875,6689.024169921875
11979.72183227539,6689.024169921875
11986.902618408203,6685.767333984375
11994.087219238281,6675.563720703125
12001.276397705078,6672.9033203125
12008.470153808594,6672.9033203125
12015.667724609375,6670.903564453125
12022.869873046875,6667.6376953125
12030.07583618164,6637.756103515625
12037.286376953125,6629.661865234375
12044.501495361328,6599.149658203125
12051.72119140625,6599.149658203125
12058.944702148438,6596.243408203125
12066.172790527344,6558.431396484375
12073.404693603516,6558.431396484375
12080.641174316406,6542.3837890625
12087.882232666016,6536.609375
12095.127868652344,6536.609375
12102.377319335938,6499.02294921875
12109.63134765625,6499.02294921875
12116.889953613281,6475.66259765625
12124.152374267578,6475.484619140625
12131.419372558594,6475.484619140625
12138.690948486328,6475.109619140625
12145.966339111328,6475.109619140625
12153.2470703125,6475.109619140625
12160.531616210938,6473.0517578125
12167.81997680664,6471.215087890625
12175.113677978516,6471.215087890625
12182.411193847656,6471.215087890625
12189.712524414062,6450.974365234375
12197.01919555664,6450.974365234375
12204.329681396484,6450.974365234375
12211.644744873047,6443.865966796875
12218.964385986328,6465.30078125
12226.288604736328,6443.865966796875
12233.616638183594,6443.865966796875
12240.949249267578,6438.457763671875
12248.286437988281,6415.867919921875
12255.628204345703,6393.9228515625
12262.97378540039,6381.974609375
12270.323944091797,6366.2373046875
12277.678680419922,6361.968994140625
12285.037994384766,6361.968994140625
12292.401123046875,6361.968994140625
12299.768829345703,6357.75244140625
12307.14111328125,6341.07568359375
12314.517974853516,6341.07568359375
12321.8994140625,6341.07568359375
12329.28466796875,6341.07568359375
12336.674499511719,6341.07568359375
12344.068908691406,6341.07568359375
12351.467895507812,6335.258544921875
12358.871459960938,6319.830810546875
12366.278839111328,6319.830810546875
12373.69155883789,6307.468994140625
12381.108093261719,6307.468994140625
12388.529205322266,6307.468994140625
12395.954132080078,6307.468994140625
12403.384399414062,6268.15283203125
12410.818481445312,6268.15283203125
12418.257904052734,6253.34765625
12425.701141357422,6268.26220703125
12433.148956298828,6253.34765625
12440.601348876953,6229.626220703125
12448.057556152344,6229.626220703125
12455.519104003906,6229.626220703125
12462.984466552734,6229.626220703125
12470.455169677734,6229.626220703125
12477.9296875,6229.626220703125
12485.408782958984,6222.22021484375
12492.892456054688,6222.2158203125
12500.379943847656,6222.2158203125
12507.872772216797,6222.2158203125
12515.369415283203,6222.2158203125
12522.871398925781,6218.76416015625
12530.377197265625,6218.76416015625
12537.887573242188,6199.24755859375
12545.402526855469,6199.24755859375
12552.922058105469,6189.221435546875
12560.446166992188,6189.221435546875
12567.974853515625,6189.221435546875
12575.508117675781,6185.715087890625
12583.045959472656,6166.296142578125
12590.587615966797,6166.296142578125
12598.13461303711,6155.04638671875
12605.685424804688,6131.43310546875
12613.241577148438,6115.078857421875
12620.801544189453,6105.07080078125
12628.366088867188,6105.07080078125
12635.93521118164,6105.07080078125
12643.508911132812,6105.07080078125
12651.087188720703,6105.07080078125
12658.670806884766,6105.07080078125
12666.258239746094,6089.14453125
12673.849487304688,6084.041259765625
12681.446075439453,6084.041259765625
12689.047241210938,6084.041259765625
12696.65298461914,6082.962890625
12704.263305664062,6082.962890625
12711.878204345703,6075.295654296875
12719.497680664062,6075.295654296875
12727.120971679688,6069.458740234375
12734.749603271484,6050.526611328125
12742.3828125,6048.128173828125
12750.020599365234,6038.602783203125
12757.662200927734,6038.602783203125
12765.309143066406,6038.602783203125
12772.960662841797,6038.602783203125
12780.616760253906,6038.602783203125
12788.277435302734,6038.602783203125
12795.941925048828,6038.602783203125
12803.611755371094,6029.20703125
12811.286926269531,6029.20703125
12818.965148925781,6018.085693359375
12826.64794921875,6018.085693359375
12834.336853027344,6018.085693359375
