# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	27
6	7
16	17
30	31
34	35
36	37
38	39
40	41
44	45
46	47
54	55
92	93
96	97
100	101
106	107
108	109
110	111
116	117
126	127
136	137
140	141
146	147
152	153
158	159
160	161
168	169
182	183
186	187
