# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	44
4	5
8	9
12	13
20	21
36	37
38	39
40	41
50	51
52	53
56	57
62	63
64	65
66	67
72	73
74	75
76	77
90	91
92	93
94	95
96	97
98	99
100	101
104	105
106	107
110	111
116	117
132	133
138	139
142	143
148	149
150	151
152	153
154	155
156	157
160	161
166	167
178	179
182	183
186	187
188	189
190	191
192	193
196	197
198	199
