# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	35
2	3
6	7
8	9
12	13
14	15
16	17
28	29
32	33
36	37
38	39
46	47
52	53
64	65
70	71
72	73
86	87
88	89
94	95
98	99
102	103
104	105
110	111
112	113
114	115
124	125
126	127
134	135
140	141
152	153
164	165
168	169
170	171
172	173
178	179
198	199
