# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	23
2	3
4	5
8	9
12	13
22	23
40	41
46	47
64	65
84	85
106	107
108	109
112	113
122	123
132	133
138	139
150	151
152	153
170	171
172	173
180	181
186	187
188	189
190	191
