# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	25
6	7
10	11
14	15
18	19
36	37
38	39
56	57
58	59
62	63
66	67
68	69
70	71
72	73
74	75
86	87
98	99
116	117
120	121
126	127
130	131
164	165
168	169
176	177
182	183
184	185
