# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	33
2	3
6	7
8	9
12	13
14	15
16	17
22	23
24	25
34	35
36	37
48	49
52	53
68	69
76	77
78	79
80	81
82	83
112	113
122	123
124	125
126	127
128	129
140	141
142	143
144	145
162	163
164	165
174	175
178	179
182	183
186	187
194	195
196	197
