attempt_zero_based	seed	status	timeout_seconds	elapsed_seconds	error	accepted	candidate_pool_alt_count	candidate_pool_af	candidate_pool_minimum_alt_count	candidate_pool_maximum_alt_count	candidate_pool_frequency_gate_passed	eligible_genotype_count_triples	sample_alt_count	sample_af	n_hom_ref	n_heterozygous	n_hom_alt	rejection_reason	planned_simulation_seed	panel_seed	panel_seed_used	supervisor_schema	supervisor_execution_id	supervisor_status	supervisor_pid	supervisor_process_identity	supervisor_started_unix_ns	child_pid	child_pgid	child_sid	child_process_identity	child_identity_observed	engine_wrapper_pid	engine_wrapper_process_identity	parent_death_watchdog_armed	supervisor_timeout_seconds	supervisor_term_grace_seconds	supervisor_sigterm_sent	supervisor_sigkill_sent	direct_child_reaped	adopted_children_reaped	process_group_gone	attempt_temp_directory	attempt_temp_tree_created	attempt_temp_tree_loaded	attempt_temp_tree_removed	supervisor_elapsed_seconds	attempt_ledger_schema	seed_plan_sha256
0	2101085446	timed_out	300.0	305.1891287399999	SLiM draw exceeded 300.000 wall-clock seconds	False												draw_timeout	2101085446	1047813021	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	e53ef4d2ce795388966643502d6b9f578864b5b0966f1e49eb87fabac3b8a215	timed_out	431	{'pid': 431, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312734}	1786658033604809161	503	503	503	{'pid': 503, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313642}	True	512	{'pid': 512, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313649}	True	300.0	5.0	True	True	True	2	True	.han_v3_attempt_000_seed_2101085446_g7rvjjlu	False	False	True	305.0163867850001	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
1	606060283	complete	300.0	300.01882120100026		False	103.0	0.103	175.0	225.0	False	0.0						candidate_pool_af_outside_prespecified_band	606060283	1320689180	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	d4b91cbec9a4b199fb27d520ba630896b64c943a6ca2369bb1d07617ad4337cc	complete	431	{'pid': 431, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312734}	1786658338906775131	724	724	724	{'pid': 724, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 344171}	True	728	{'pid': 728, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 344178}	True	300.0	5.0	False	False	True	0	True	.han_v3_attempt_001_seed_606060283_e8soddat	True	True	True	297.997684942	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
2	15900764	complete	300.0	190.19670734300007		False	57.0	0.057	175.0	225.0	False	0.0						candidate_pool_af_outside_prespecified_band	15900764	1630316712	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	418596b511a7466212a149b5951ff4348fb9b2a2465b3a78148fe5cf06f7760b	complete	431	{'pid': 431, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312734}	1786658639044427959	1079	1079	1079	{'pid': 1079, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 374183}	True	1080	{'pid': 1080, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 374187}	True	300.0	5.0	False	False	True	0	True	.han_v3_attempt_002_seed_15900764_fd51nk7_	True	True	True	188.50613237800007	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
