arm_id	selection_coefficient	mode	replicate_index	status	elapsed_seconds	error
eas_introgressed_s0p01	0.01	selected	60	completed	63.86106646500048	
eas_introgressed_s0p01	0.01	selected	61	completed	43.02161246800097	
eas_introgressed_s0p01	0.01	selected	62	completed	94.14316832700206	
eas_introgressed_s0p01	0.01	selected	63	completed	89.76493858800313	
eas_introgressed_s0p01	0.01	selected	64	completed	41.3086609359998	
eas_introgressed_s0p01	0.01	selected	65	completed	61.13680654200289	
eas_introgressed_s0p01	0.01	selected	66	completed	86.06168694200096	
eas_introgressed_s0p01	0.01	selected	67	completed	44.315676930000336	
eas_introgressed_s0p01	0.01	selected	68	completed	42.86348434200045	
eas_introgressed_s0p01	0.01	selected	69	completed	109.68555441900025	
eas_introgressed_s0p01	0.01	selected	70	completed	39.841111118999834	
eas_introgressed_s0p01	0.01	selected	71	completed	64.389664489001	
eas_introgressed_s0p01	0.01	selected	72	completed	65.78835533800157	
eas_introgressed_s0p01	0.01	selected	73	completed	108.67846842500148	
eas_introgressed_s0p01	0.01	selected	74	completed	64.63644790900071	
eas_introgressed_s0p01	0.01	selected	75	completed	45.19114807400183	
eas_introgressed_s0p01	0.01	selected	76	completed	40.99709228699794	
eas_introgressed_s0p01	0.01	selected	77	completed	58.51937158099827	
eas_introgressed_s0p01	0.01	selected	78	completed	38.717795377000584	
eas_introgressed_s0p01	0.01	selected	79	completed	69.14978392099874	
