# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	20
6	7
18	19
22	23
24	25
28	29
34	35
40	41
54	55
64	65
70	71
92	93
98	99
116	117
124	125
156	157
158	159
178	179
180	181
196	197
198	199
