# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	24
6	7
12	13
22	23
42	43
46	47
50	51
52	53
56	57
68	69
78	79
80	81
88	89
98	99
108	109
112	113
122	123
124	125
134	135
150	151
156	157
172	173
180	181
182	183
194	195
