# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	31
8	9
18	19
22	23
24	25
26	27
32	33
42	43
48	49
58	59
60	61
62	63
70	71
74	75
76	77
98	99
100	101
108	109
112	113
114	115
116	117
118	119
124	125
130	131
138	139
152	153
154	155
170	171
172	173
178	179
182	183
196	197
