time_generations	time_years	raw_median_ne	cosi2_integer_ne
110.25995635986328	2756.498908996582	37636.658203125	37637
110.32604217529297	2758.151054382324	37603.013671875	37603
110.39217376708984	2759.804344177246	37603.013671875	37603
110.45834350585938	2761.4585876464844	37603.013671875	37603
110.52455139160156	2763.113784790039	37603.013671875	37603
110.5907974243164	2764.76993560791	37603.013671875	37603
110.6570816040039	2766.4270401000977	37603.013671875	37603
110.7234115600586	2768.085289001465	37603.013671875	37603
110.7897720336914	2769.744300842285	37603.013671875	37603
110.8561782836914	2771.404457092285	37603.013671875	37603
110.92262268066406	2773.0655670166016	37603.013671875	37603
110.9891128540039	2774.7278213500977	37603.013671875	37603
111.05563354492188	2776.390838623047	37603.013671875	37603
111.12220001220703	2778.055000305176	37603.013671875	37603
111.18880462646484	2779.720115661621	37589.603515625	37590
111.25545501708984	2781.386375427246	37589.603515625	37590
111.32213592529297	2783.053398132324	37589.603515625	37590
111.38886260986328	2784.721565246582	37589.603515625	37590
111.45562744140625	2786.3906860351562	37589.603515625	37590
111.52243041992188	2788.060760498047	37589.603515625	37590
111.58927917480469	2789.731979370117	37589.603515625	37590
111.65615844726562	2791.4039611816406	37589.603515625	37590
111.72308349609375	2793.0770874023438	37589.603515625	37590
111.79005432128906	2794.7513580322266	37589.603515625	37590
111.8570556640625	2796.4263916015625	37603.013671875	37603
111.92410278320312	2798.102569580078	37603.013671875	37603
111.9911880493164	2799.77970123291	37603.013671875	37603
112.05831146240234	2801.4577865600586	37603.013671875	37603
112.12548065185547	2803.1370162963867	37603.013671875	37603
112.19268798828125	2804.8171997070312	37603.013671875	37603
112.25993347167969	2806.498336791992	37603.013671875	37603
112.32721710205078	2808.1804275512695	37603.013671875	37603
112.39454650878906	2809.8636627197266	37603.013671875	37603
112.4619140625	2811.5478515625	37603.013671875	37603
112.52932739257812	2813.233184814453	37603.013671875	37603
112.59677124023438	2814.9192810058594	37603.013671875	37603
112.66426086425781	2816.6065216064453	37603.013671875	37603
112.7317886352539	2818.2947158813477	37603.013671875	37603
112.79936218261719	2819.9840545654297	37603.013671875	37603
112.86697387695312	2821.674346923828	37603.013671875	37603
112.93462371826172	2823.365592956543	37603.013671875	37603
113.00231170654297	2825.057792663574	37603.013671875	37603
113.0700454711914	2826.751136779785	37603.013671875	37603
113.1378173828125	2828.4454345703125	37603.013671875	37603
113.20562744140625	2830.1406860351562	37603.013671875	37603
113.27348327636719	2831.8370819091797	37603.013671875	37603
113.34137725830078	2833.5344314575195	37603.013671875	37603
113.40931701660156	2835.232925415039	37603.013671875	37603
113.47728729248047	2836.9321823120117	37603.013671875	37603
113.54530334472656	2838.632583618164	37599.611328125	37600
113.61336517333984	2840.334129333496	37599.611328125	37600
113.68146514892578	2842.0366287231445	37599.611328125	37600
113.74960327148438	2843.7400817871094	37610.92578125	37611
113.81777954101562	2845.4444885253906	37610.92578125	37611
113.88600158691406	2847.1500396728516	37610.92578125	37611
113.95426177978516	2848.856544494629	37610.92578125	37611
114.02256774902344	2850.564193725586	37610.92578125	37611
114.09091186523438	2852.2727966308594	37610.92578125	37611
114.15929412841797	2853.982353210449	37610.92578125	37611
114.22772216796875	2855.6930541992188	37610.92578125	37611
114.29618835449219	2857.4047088623047	37610.92578125	37611
114.36469268798828	2859.117317199707	37610.92578125	37611
114.43324279785156	2860.831069946289	37610.92578125	37611
114.5018310546875	2862.5457763671875	37648.546875	37649
114.57046508789062	2864.2616271972656	37648.546875	37649
114.6391372680664	2865.97843170166	37648.546875	37649
114.70784759521484	2867.696189880371	37663.41015625	37663
114.77660369873047	2869.4150924682617	37629.19140625	37629
114.84539794921875	2871.1349487304688	37610.92578125	37611
114.91423797607422	2872.8559494018555	37610.92578125	37611
114.98311614990234	2874.5779037475586	37604.08984375	37604
115.05203247070312	2876.300811767578	37604.08984375	37604
115.1209945678711	2878.0248641967773	37629.19140625	37629
115.18999481201172	2879.749870300293	37629.19140625	37629
115.25904083251953	2881.4760208129883	37604.08984375	37604
115.328125	2883.203125	37604.08984375	37604
115.39724731445312	2884.931182861328	37604.08984375	37604
115.46641540527344	2886.660385131836	37604.08984375	37604
115.5356216430664	2888.39054107666	37604.08984375	37604
115.60487365722656	2890.121841430664	37592.775390625	37593
115.67416381835938	2891.8540954589844	37592.775390625	37593
115.74349975585938	2893.5874938964844	37592.775390625	37593
115.81287384033203	2895.321846008301	37592.775390625	37593
115.88229370117188	2897.057342529297	37592.775390625	37593
115.95175170898438	2898.7937927246094	37592.775390625	37593
116.02124786376953	2900.5311965942383	37592.775390625	37593
116.09078979492188	2902.269744873047	37578.2890625	37578
116.1603775024414	2904.009437561035	37564.560546875	37565
116.2300033569336	2905.75008392334	37564.560546875	37565
116.29966735839844	2907.491683959961	37557.439453125	37557
116.36937713623047	2909.2344284057617	37557.439453125	37557
116.43912506103516	2910.978126525879	37557.439453125	37557
116.50891876220703	2912.722969055176	37557.439453125	37557
116.57875061035156	2914.468765258789	37557.439453125	37557
116.64862823486328	2916.215705871582	37557.439453125	37557
116.71854400634766	2917.9636001586914	37557.439453125	37557
116.78850555419922	2919.7126388549805	37557.439453125	37557
116.85850524902344	2921.462631225586	37557.439453125	37557
116.92855072021484	2923.213768005371	37557.439453125	37557
116.9986343383789	2924.9658584594727	37557.439453125	37557
117.06876373291016	2926.719093322754	37557.439453125	37557
117.13893127441406	2928.4732818603516	37557.439453125	37557
117.20914459228516	2930.228614807129	37557.439453125	37557
117.2793960571289	2931.9849014282227	37557.439453125	37557
117.34969329833984	2933.742332458496	37557.439453125	37557
117.42002868652344	2935.500717163086	37557.439453125	37557
117.49040985107422	2937.2602462768555	37557.439453125	37557
117.56082916259766	2939.0207290649414	37557.439453125	37557
117.63129425048828	2940.782356262207	37557.439453125	37557
117.7018051147461	2942.5451278686523	37557.439453125	37557
117.77235412597656	2944.308853149414	37557.439453125	37557
117.84294128417969	2946.073532104492	37557.439453125	37557
117.91357421875	2947.83935546875	37557.439453125	37557
117.9842529296875	2949.6063232421875	37557.439453125	37557
118.05496978759766	2951.3742446899414	37557.439453125	37557
118.125732421875	2953.143310546875	37557.439453125	37557
118.196533203125	2954.913330078125	37557.439453125	37557
118.26737976074219	2956.6844940185547	37557.439453125	37557
118.33826446533203	2958.456611633301	37557.439453125	37557
118.40919494628906	2960.2298736572266	37557.439453125	37557
118.48017120361328	2962.004280090332	37520.16015625	37520
118.55118560791016	2963.779640197754	37520.16015625	37520
118.62223815917969	2965.555953979492	37520.16015625	37520
118.69334411621094	2967.3336029052734	37520.16015625	37520
118.76448822021484	2969.112205505371	37520.16015625	37520
118.8356704711914	2970.891761779785	37520.16015625	37520
118.90689849853516	2972.672462463379	37480.12890625	37480
118.9781723022461	2974.4543075561523	37480.12890625	37480
119.04948425292969	2976.237106323242	37480.12890625	37480
119.12084197998047	2978.0210494995117	37480.12890625	37480
119.1922378540039	2979.8059463500977	37480.12890625	37480
119.26367950439453	2981.5919876098633	37480.12890625	37480
119.33516693115234	2983.3791732788086	37480.12890625	37480
119.40669250488281	2985.1673126220703	37480.12890625	37480
119.47826385498047	2986.9565963745117	37480.12890625	37480
119.54988098144531	2988.747024536133	37480.12890625	37480
119.62153625488281	2990.5384063720703	37480.12890625	37480
119.6932373046875	2992.3309326171875	37480.12890625	37480
119.76497650146484	2994.124412536621	37480.12890625	37480
119.83676147460938	2995.9190368652344	37480.12890625	37480
119.9085922241211	2997.7148056030273	37480.12890625	37480
119.98046112060547	2999.5115280151367	37480.12890625	37480
120.05237579345703	3001.309394836426	37480.12890625	37480
120.12433624267578	3003.1084060668945	37480.12890625	37480
120.19633483886719	3004.9083709716797	37480.12890625	37480
120.26837921142578	3006.7094802856445	37480.12890625	37480
120.34046936035156	3008.511734008789	37480.12890625	37480
120.41259765625	3010.31494140625	37460.537109375	37461
120.48477172851562	3012.1192932128906	37460.537109375	37461
120.55699157714844	3013.924789428711	37470.091796875	37470
120.6292495727539	3015.7312393188477	37470.091796875	37470
120.70155334472656	3017.538833618164	37470.091796875	37470
120.77389526367188	3019.347381591797	37470.091796875	37470
120.8462905883789	3021.1572647094727	37470.091796875	37470
120.9187240600586	3022.968101501465	37470.091796875	37470
120.99120330810547	3024.7800827026367	37470.091796875	37470
121.063720703125	3026.593017578125	37470.091796875	37470
121.13628387451172	3028.407096862793	37470.091796875	37470
121.20889282226562	3030.2223205566406	37470.091796875	37470
121.28153991699219	3032.0384979248047	37470.091796875	37470
121.35424041748047	3033.8560104370117	37470.091796875	37470
121.42697143554688	3035.674285888672	37440.021484375	37440
121.499755859375	3037.493896484375	37440.021484375	37440
121.57257843017578	3039.3144607543945	37440.021484375	37440
121.64544677734375	3041.1361694335938	37440.021484375	37440
121.7183609008789	3042.9590225219727	37440.021484375	37440
121.79132080078125	3044.7830200195312	37440.021484375	37440
121.86431884765625	3046.6079711914062	37440.021484375	37440
121.93736267089844	3048.434066772461	37440.021484375	37440
122.01045227050781	3050.2613067626953	37440.021484375	37440
122.08358001708984	3052.089500427246	37440.021484375	37440
122.15675354003906	3053.9188385009766	37440.021484375	37440
122.22997283935547	3055.7493209838867	37440.021484375	37440
122.30323791503906	3057.5809478759766	37440.021484375	37440
122.37654876708984	3059.413719177246	37440.021484375	37440
122.44989776611328	3061.247444152832	37440.021484375	37440
122.5232925415039	3063.0823135375977	37470.091796875	37470
122.59673309326172	3064.918327331543	37470.091796875	37470
122.67021179199219	3066.7552947998047	37470.091796875	37470
122.74373626708984	3068.593406677246	37470.091796875	37470
122.81731414794922	3070.4328536987305	37440.021484375	37440
122.89092254638672	3072.273063659668	37440.021484375	37440
122.96458435058594	3074.1146087646484	37440.021484375	37440
123.03828430175781	3075.9571075439453	37440.021484375	37440
123.1120376586914	3077.800941467285	37440.021484375	37440
123.18582916259766	3079.6457290649414	37470.091796875	37470
123.2596664428711	3081.4916610717773	37440.021484375	37440
123.33354187011719	3083.3385467529297	37440.021484375	37440
123.407470703125	3085.186767578125	37467.458984375	37467
123.48143768310547	3087.0359420776367	37467.458984375	37467
123.55545043945312	3088.886260986328	37467.458984375	37467
123.62950897216797	3090.737724304199	37467.458984375	37467
123.70360565185547	3092.5901412963867	37467.458984375	37467
123.77775573730469	3094.443893432617	37467.458984375	37467
123.85194396972656	3096.298599243164	37467.458984375	37467
123.92617797851562	3098.1544494628906	37467.458984375	37467
124.00045776367188	3100.011444091797	37467.458984375	37467
124.07478332519531	3101.869583129883	37467.458984375	37467
124.14915466308594	3103.7288665771484	37467.458984375	37467
124.22356414794922	3105.5891036987305	37487.05078125	37487
124.29802703857422	3107.4506759643555	37487.05078125	37487
124.37252807617188	3109.313201904297	37487.05078125	37487
124.44707489013672	3111.176872253418	37487.05078125	37487
124.52166748046875	3113.0416870117188	37487.05078125	37487
124.59629821777344	3114.907455444336	37487.05078125	37487
124.67098236083984	3116.774559020996	37487.05078125	37487
124.74571228027344	3118.642807006836	37480.12890625	37480
124.82048034667969	3120.512008666992	37480.12890625	37480
124.89529418945312	3122.382354736328	37480.12890625	37480
124.97015380859375	3124.2538452148438	37480.12890625	37480
125.04505920410156	3126.126480102539	37480.12890625	37480
125.12001037597656	3128.000259399414	37480.12890625	37480
125.19500732421875	3129.8751831054688	37480.12890625	37480
125.27005004882812	3131.751251220703	37470.091796875	37470
125.34513092041016	3133.628273010254	37470.091796875	37470
125.4202651977539	3135.5066299438477	37470.091796875	37470
125.49543762207031	3137.385940551758	37510.08984375	37510
125.5706558227539	3139.2663955688477	37510.08984375	37510
125.64591979980469	3141.147994995117	37510.08984375	37510
125.72122955322266	3143.0307388305664	37507.45703125	37507
125.79658508300781	3144.9146270751953	37507.45703125	37507
125.87198638916016	3146.799659729004	37507.45703125	37507
125.94743347167969	3148.685836791992	37507.45703125	37507
126.0229263305664	3150.57315826416	37507.45703125	37507
126.09846496582031	3152.461624145508	37507.45703125	37507
126.17404174804688	3154.351043701172	37507.45703125	37507
126.24967193603516	3156.241798400879	37507.45703125	37507
126.3253402709961	3158.1335067749023	37507.45703125	37507
126.40106201171875	3160.0265502929688	37507.45703125	37507
126.47682189941406	3161.9205474853516	37507.45703125	37507
126.5526351928711	3163.8158798217773	37507.45703125	37507
126.62848663330078	3165.7121658325195	37507.45703125	37507
126.70438385009766	3167.6095962524414	37507.45703125	37507
126.78033447265625	3169.5083618164062	37507.45703125	37507
126.8563232421875	3171.4080810546875	37507.45703125	37507
126.93235778808594	3173.3089447021484	37507.45703125	37507
127.00843811035156	3175.210952758789	37507.45703125	37507
127.08456420898438	3177.1141052246094	37500.53515625	37501
127.16073608398438	3179.0184020996094	37500.53515625	37501
127.23695373535156	3180.923843383789	37500.53515625	37501
127.31321716308594	3182.8304290771484	37500.53515625	37501
127.38953399658203	3184.738349914551	37500.53515625	37501
127.46588897705078	3186.6472244262695	37500.53515625	37501
127.54228973388672	3188.557243347168	37500.53515625	37501
127.61873626708984	3190.468406677246	37500.53515625	37501
127.69522857666016	3192.380714416504	37500.53515625	37501
127.77176666259766	3194.2941665649414	37500.53515625	37501
127.84835052490234	3196.2087631225586	37500.53515625	37501
127.92498016357422	3198.1245040893555	37500.53515625	37501
128.0016632080078	3200.0415802001953	37500.53515625	37501
128.07838439941406	3201.9596099853516	37500.53515625	37501
128.1551513671875	3203.8787841796875	37500.53515625	37501
128.23196411132812	3205.799102783203	37500.53515625	37501
128.30882263183594	3207.7205657958984	37500.53515625	37501
128.38572692871094	3209.6431732177734	37500.53515625	37501
128.46267700195312	3211.566925048828	37500.53515625	37501
128.53968811035156	3213.492202758789	37500.53515625	37501
128.61672973632812	3215.418243408203	37500.53515625	37501
128.69381713867188	3217.345428466797	37500.53515625	37501
128.7709503173828	3219.2737579345703	37500.53515625	37501
128.84814453125	3221.20361328125	37500.53515625	37501
128.9253692626953	3223.134231567383	37500.53515625	37501
129.0026397705078	3225.0659942626953	37500.53515625	37501
129.07997131347656	3226.999282836914	37500.53515625	37501
129.15733337402344	3228.933334350586	37500.53515625	37501
129.23475646972656	3230.868911743164	37500.53515625	37501
129.3122100830078	3232.8052520751953	37500.53515625	37501
129.3897247314453	3234.743118286133	37561.09765625	37561
129.46726989746094	3236.6817474365234	37561.09765625	37561
129.5448760986328	3238.6219024658203	37561.09765625	37561
129.62252807617188	3240.563201904297	37561.09765625	37561
129.70021057128906	3242.5052642822266	37561.09765625	37561
129.7779541015625	3244.4488525390625	37571.16796875	37571
129.85574340820312	3246.393585205078	37571.16796875	37571
129.93357849121094	3248.3394622802734	37571.16796875	37571
130.01145935058594	3250.2864837646484	37571.16796875	37571
130.08938598632812	3252.234649658203	37561.09765625	37561
130.1673583984375	3254.1839599609375	37561.09765625	37561
130.24537658691406	3256.1344146728516	37561.09765625	37561
130.3234405517578	3258.0860137939453	37561.09765625	37561
130.4015655517578	3260.0391387939453	37561.09765625	37561
130.47972106933594	3261.9930267333984	37561.09765625	37561
130.55792236328125	3263.9480590820312	37561.09765625	37561
130.6361846923828	3265.9046173095703	37561.09765625	37561
130.7144775390625	3267.8619384765625	37561.09765625	37561
130.79283142089844	3269.820785522461	37561.09765625	37561
130.87123107910156	3271.780776977539	37561.09765625	37561
130.94967651367188	3273.741912841797	37549.05859375	37549
131.0281524658203	3275.703811645508	37549.05859375	37549
131.106689453125	3277.667236328125	37549.05859375	37549
131.18528747558594	3279.6321868896484	37549.05859375	37549
131.263916015625	3281.597900390625	37549.05859375	37549
131.34259033203125	3283.5647583007812	37561.09765625	37561
131.4213104248047	3285.532760620117	37561.09765625	37561
131.50009155273438	3287.5022888183594	37561.09765625	37561
131.5789031982422	3289.4725799560547	37561.09765625	37561
131.65777587890625	3291.4443969726562	37561.09765625	37561
131.73667907714844	3293.416976928711	37561.09765625	37561
131.81564331054688	3295.391082763672	37561.09765625	37561
131.8946533203125	3297.3663330078125	37561.09765625	37561
131.9737091064453	3299.342727661133	37561.09765625	37561
132.0528106689453	3301.320266723633	37561.09765625	37561
132.1319580078125	3303.2989501953125	37561.09765625	37561
132.21116638183594	3305.2791595458984	37561.09765625	37561
132.2904052734375	3307.2601318359375	37577.099609375	37577
132.3697052001953	3309.242630004883	37561.09765625	37561
132.44903564453125	3311.2258911132812	37525.62890625	37526
132.52842712402344	3313.210678100586	37525.62890625	37526
132.6078643798828	3315.1966094970703	37525.62890625	37526
132.68734741210938	3317.1836853027344	37525.62890625	37526
132.76687622070312	3319.171905517578	37525.62890625	37526
132.84645080566406	3321.1612701416016	37525.62890625	37526
132.92608642578125	3323.1521606445312	37525.62890625	37526
133.00575256347656	3325.143814086914	37525.62890625	37526
133.08547973632812	3327.136993408203	37525.62890625	37526
133.16525268554688	3329.131317138672	37525.62890625	37526
133.2450714111328	3331.1267852783203	37525.62890625	37526
133.32493591308594	3333.1233978271484	37525.62890625	37526
133.40484619140625	3335.1211547851562	37525.62890625	37526
133.48480224609375	3337.1200561523438	37525.62890625	37526
133.5648193359375	3339.1204833984375	37561.09765625	37561
133.64486694335938	3341.1216735839844	37561.09765625	37561
133.7249755859375	3343.1243896484375	37500.53515625	37501
133.8051300048828	3345.1282501220703	37500.53515625	37501
133.8853302001953	3347.133255004883	37500.53515625	37501
133.965576171875	3349.139404296875	37500.53515625	37501
134.04588317871094	3351.1470794677734	37500.53515625	37501
134.126220703125	3353.155517578125	37500.53515625	37501
134.2066192626953	3355.165481567383	37500.53515625	37501
134.2870635986328	3357.1765899658203	37500.53515625	37501
134.3675537109375	3359.1888427734375	37500.53515625	37501
134.44808959960938	3361.2022399902344	37500.53515625	37501
134.52867126464844	3363.216781616211	37500.53515625	37501
134.6092987060547	3365.232467651367	37500.53515625	37501
134.6899871826172	3367.2496795654297	37500.53515625	37501
134.77072143554688	3369.268035888672	37500.53515625	37501
134.85150146484375	3371.2875366210938	37500.53515625	37501
134.9323272705078	3373.3081817626953	37500.53515625	37501
135.01319885253906	3375.3299713134766	37477.701171875	37478
135.09413146972656	3377.353286743164	37477.701171875	37478
135.17510986328125	3379.3777465820312	37477.701171875	37478
135.25611877441406	3381.4029693603516	37477.701171875	37478
135.33718872070312	3383.429718017578	37477.701171875	37478
135.41831970214844	3385.457992553711	37477.701171875	37478
135.49948120117188	3387.487030029297	37477.701171875	37478
135.58070373535156	3389.517593383789	37477.701171875	37478
135.66195678710938	3391.5489196777344	37477.701171875	37478
135.74327087402344	3393.581771850586	37477.701171875	37478
135.82464599609375	3395.6161499023438	37477.701171875	37478
135.9060516357422	3397.6512908935547	37460.71484375	37461
135.98751831054688	3399.687957763672	37480.01953125	37480
136.0690155029297	3401.725387573242	37480.01953125	37480
136.15057373046875	3403.7643432617188	37480.01953125	37480
136.23219299316406	3405.8048248291016	37480.01953125	37480
136.3138427734375	3407.8460693359375	37480.01953125	37480
136.39553833007812	3409.888458251953	37480.01953125	37480
136.477294921875	3411.932373046875	37480.01953125	37480
136.55909729003906	3413.9774322509766	37480.01953125	37480
136.64096069335938	3416.0240173339844	37480.01953125	37480
136.7228546142578	3418.0713653564453	37480.01953125	37480
136.8048095703125	3420.1202392578125	37480.01953125	37480
136.88681030273438	3422.1702575683594	37480.01953125	37480
136.96885681152344	3424.221420288086	37480.01953125	37480
137.0509490966797	3426.273727416992	37480.01953125	37480
