demography_id	selection_coefficient	time_variable	time_generations	time_kya	initial_af_assumption	deterministic_final_af
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2241	56.025	0.0001278772378516624	0.903844273360376
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2251	56.275	0.00012751849018107625	0.9078681406489233
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2261	56.525	0.0001268713524486171	0.9115565220716815
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2271	56.775	0.0001266784899923993	0.9153877298214582
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2281	57.025	0.00012658227848101267	0.9191243439340467
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2291	57.275	0.00012651821862348178	0.9227279609144322
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2301	57.525	0.00012569130216189038	0.9257690802951067
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2311	57.775	0.00012512512512512512	0.928834922294976
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2321	58.025	0.00012481278082875687	0.931911474636472
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2331	58.275	0.00012431626056688214	0.9347737528637464
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2341	58.525	0.00012406947890818859	0.937640772157033
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2351	58.775	0.00012367054167697255	0.9403206139884562
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2361	59.025	0.000123334977799704	0.9429194178715156
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2371	59.275	0.00012291052114060964	0.9453739134395193
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2381	59.525	0.00012251899044351874	0.9477414396667098
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2391	59.775	0.000122040517451794	0.9499774616969121
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2401	60.025	0.00012171372930866602	0.9521787632567162
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2411	60.275	0.00012097749818533752	0.9541399061838455
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2421	60.525	0.00012030798845043312	0.9560461002603898
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2431	60.775	0.0001201634222542658	0.9580516375325822
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2441	61.025	0.00011933174224343676	0.9597481965369677
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2451	61.275	0.00011921793037672866	0.9616007654137829
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2461	61.525	0.0001188212927756654	0.9632872975878075
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2471	61.775	0.00011868027533823879	0.9649750386224172
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2481	62.025	0.00011825922421948912	0.9665113588083013
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2491	62.275	0.0001179245283018868	0.9680048324674965
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2501	62.525	0.00011775788977861517	0.9694758663041411
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2511	62.775	0.00011676786548341896	0.9706819109139384
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2521	63.025	0.00011638733705772812	0.9719830743859328
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2531	63.275	0.00011582117211026175	0.9731860408561488
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2541	63.525	0.00011542012927054478	0.9743738972681915
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2551	63.775	0.0001147842056932966	0.9754612785052642
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2561	64.025	0.00011470520761642578	0.9766143573088613
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2571	64.275	0.00011462631820265933	0.9777145009413514
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2581	64.525	0.00011420740063956144	0.978702119290405
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2591	64.775	0.0001137915339098771	0.9796471472069307
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2601	65.025	0.00011340440009072352	0.9805556534998621
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2611	65.275	0.00011317338162064282	0.9814493142499786
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2621	65.525	0.00011273957158962796	0.982271298656617
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2631	65.775	0.00011261261261261261	0.9831026341845959
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2641	66.025	0.00011215791834903544	0.9838493020206862
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2651	66.275	0.00011175681716584712	0.984570533366815
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2661	66.525	0.0001115822361080116	0.9852893392742684
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2671	66.775	0.00011096316023080337	0.9859197057466396
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2681	67.025	0.00011052166224580017	0.9865443808075733
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2691	67.275	0.00011035091591260208	0.9871726486548089
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2701	67.525	0.00011032656663724625	0.9877879457772123
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2711	67.775	0.00011035091591260208	0.9883791471408927
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2721	68.025	0.00011020498126515319	0.9889251486463162
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2731	68.275	0.00010960105217010084	0.9894021112263657
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2741	68.525	0.00010905125408942203	0.9898634218171285
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2751	68.775	0.00010853049706967658	0.9903071744163153
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2761	69.025	0.00010836584308625921	0.9907616505485456
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2771	69.275	0.00010843634786380394	0.9912139157027573
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2781	69.525	0.00010782833728703904	0.9915920806248228
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2791	69.775	0.00010766580534022394	0.9919868757487739
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2801	70.025	0.00010743446497636442	0.9923584044649336
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2811	70.275	0.00010718113612004287	0.9927113159910042
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2821	70.525	0.00010683760683760684	0.9930421754415211
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2831	70.775	0.00010624734381640459	0.9933427249955116
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2841	71.025	0.00010573059843518714	0.9936345813621681
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2851	71.275	0.00010541851149061775	0.9939253221586478
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2861	71.525	0.00010526315789473685	0.9942113930775203
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2871	71.775	0.00010488777008600797	0.9944725464238888
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2881	72.025	0.00010462439840970915	0.9947275348970845
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2891	72.275	0.00010440593025683859	0.9949729405494803
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2901	72.525	0.00010434056761268782	0.9952139582071549
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2911	72.775	0.00010423181154888472	0.9954415831297658
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2921	73.025	0.00010384215991692627	0.9956467305360795
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2931	73.275	0.00010364842454394693	0.9958504522056282
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2941	73.525	0.00010239606799098914	0.9960039313193224
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2951	73.775	0.00010191602119853241	0.9961802396354199
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2961	74.025	0.00010189525168127165	0.996365116396804
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2971	74.275	0.00010189525168127165	0.9965417787045616
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2981	74.525	0.00010115314586283633	0.9966858229795759
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	2991	74.775	0.00010082677959265981	0.9968367727965152
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3001	75.025	0.00010070493454179255	0.9969869503818787
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3011	75.275	0.00010040160642570282	0.997124841155854
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3021	75.525	0.0001003814495081309	0.9972641329390601
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3031	75.775	0.00010002000400080016	0.9973878333224471
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3041	76.025	9.996001599360256e-05	0.9975134258118125
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3051	76.275	9.934432743890324e-05	0.9976197832307141
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3061	76.525	9.942334460131238e-05	0.9977374006560927
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3071	76.775	9.930486593843098e-05	0.9978449485930038
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3081	77.025	9.858044164037855e-05	0.9979348000806472
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3091	77.275	9.817396426467701e-05	0.9980272039266248
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3101	77.525	9.800078400627205e-05	0.9981199271797223
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3111	77.775	9.763718023823472e-05	0.9982048061296113
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3121	78.025	9.735202492211838e-05	0.998287215010277
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3131	78.275	9.676795045480937e-05	0.9983607928773961
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3141	78.525	9.617234083477592e-05	0.9984309699926115
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3151	78.775	9.582215408202377e-05	0.9985019310586113
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3161	79.025	9.54380606986066e-05	0.9985691608754123
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3171	79.275	9.512937595129375e-05	0.9986344375567145
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3181	79.525	9.475080538184574e-05	0.9986957663163313
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3191	79.775	9.433962264150943e-05	0.9987538941954001
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3201	80.025	9.419743782969103e-05	0.9988128081174101
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3211	80.275	9.398496240601504e-05	0.9988680922272409
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3221	80.525	9.342301943198804e-05	0.9989167662145914
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3231	80.775	9.328358208955224e-05	0.9989680028600822
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3241	81.025	9.310986964618249e-05	0.999016454615728
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3251	81.275	9.291953168556031e-05	0.999062462884164
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3261	81.525	9.260974254491573e-05	0.9991051653796331
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3271	81.775	9.240436148586214e-05	0.9991468792960332
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3281	82.025	9.219988936013277e-05	0.9991866542429833
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3291	82.275	9.211495946941784e-05	0.9992255780204232
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3301	82.525	9.124087591240875e-05	0.9992562664320132
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3311	82.775	9.095870474804439e-05	0.9992903196827224
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3321	83.025	9.0711175616836e-05	0.999323066748543
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3331	83.275	9.049773755656108e-05	0.9993545420294458
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3341	83.525	9.010632546404758e-05	0.9993833363209736
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3351	83.775	9.002520705797624e-05	0.9994128654146552
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3361	84.025	8.983111749910169e-05	0.9994402781483225
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3371	84.275	8.96700143472023e-05	0.9994666054042318
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3381	84.525	8.907892392659897e-05	0.9994892407312711
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3391	84.775	8.901548869503294e-05	0.9995137925493967
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3401	85.025	8.852691218130312e-05	0.9995349426081513
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3411	85.275	8.84486113568017e-05	0.9995572221987852
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3421	85.525	8.835483300936562e-05	0.9995783607339219
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3431	85.775	8.784258608573436e-05	0.9995965779244212
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3441	86.025	8.778089887640449e-05	0.999615975900778
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3451	86.275	8.768853034023149e-05	0.9996343134439708
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3461	86.525	8.745845723281441e-05	0.9996512271279937
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3471	86.775	8.748906386701662e-05	0.9996683473739002
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3481	87.025	8.721437292865864e-05	0.9996835237412545
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3491	87.275	8.695652173913044e-05	0.99969806132684
eas_phlash_median	0.01	mutation_birth_and_selection_onset_generations_ago	3500	87.5	8.676036786395974e-05	0.9997106910711789
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	0	0.0	0.012	0.23401523723581902
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	2	0.058	0.012	0.23222748621924671
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	4	0.116	0.012	0.23044928376634868
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	6	0.174	0.012	0.22868064177837436
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	8	0.232	0.012	0.22692157107806504
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	10	0.29	0.012	0.22517208141942
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	12	0.348	0.012	0.2234321814976156
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	14	0.406	0.012	0.22170187895907545
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	16	0.464	0.012	0.21998118041168133
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	18	0.522	0.012	0.21827009143512302
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	20	0.58	0.012	0.21656861659137766
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	22	0.638	0.012	0.2148767594353158
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	24	0.696	0.012	0.21319452252542587
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	26	0.754	0.012	0.21152190743465332
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	28	0.812	0.012	0.20985891476134735
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	30	0.87	0.012	0.20820554414031048
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	32	0.928	0.012	0.20656179425394444
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	34	0.986	0.012	0.20492766284348857
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	36	1.044	0.012	0.20330314672034241
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	38	1.102	0.012	0.20168824177747066
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	40	1.16	0.012	0.20008294300088147
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	42	1.218	0.012	0.19848724448117602
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	44	1.276	0.012	0.19690113942516144
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	46	1.334	0.012	0.1953246201675244
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	48	1.392	0.012	0.1937576781825575
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	50	1.45	0.012	0.19220030409593694
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	52	1.508	0.012	0.19065248769654225
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	54	1.566	0.012	0.18911421794831748
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	56	1.624	0.012	0.1875854830021658
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	58	1.682	0.012	0.18606627020787472
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	60	1.74	0.012	0.18455656612606594
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	62	1.798	0.012	0.18305635654016647
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	64	1.856	0.012	0.18156562646839597
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	66	1.914	0.012	0.18008436017576504
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	68	1.972	0.012	0.17861254118608227
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	70	2.03	0.012	0.17715015229396305
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	72	2.088	0.012	0.17569717557683878
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	74	2.146	0.012	0.17425359240695967
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	76	2.204	0.012	0.17281938346338974
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	78	2.262	0.012	0.1713945287439877
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	80	2.32	0.012	0.16997900757737194
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	82	2.378	0.012	0.168572798634864
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	84	2.436	0.012	0.16717587994240873
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	86	2.494	0.012	0.16578822889246572
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	88	2.552	0.012	0.16440982225587017
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	90	2.61	0.012	0.16304063619365816
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	92	2.668	0.012	0.16168064626885484
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	94	2.726	0.012	0.1603298274582203
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	96	2.784	0.012	0.1589881541639517
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	98	2.842	0.012	0.15765560022533723
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	100	2.9	0.012	0.1563321389303603
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	102	2.958	0.012	0.15501774302724922
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	104	3.016	0.012	0.15371238473597185
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	106	3.074	0.012	0.15241603575966994
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	108	3.132	0.012	0.15112866729603314
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	110	3.19	0.012	0.1498502500486075
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	112	3.248	0.012	0.14858075423803818
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	114	3.306	0.012	0.1473201496132428
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	116	3.364	0.012	0.1460684054625129
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	118	3.422	0.012	0.14482549062454259
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	120	3.48	0.012	0.14359137349938017
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	122	3.538	0.012	0.14236602205930313
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	124	3.596	0.012	0.14114940385961197
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	126	3.654	0.012	0.13994148604934314
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	128	3.712	0.012	0.13874223538189734
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	130	3.77	0.012	0.1375516182255832
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	132	3.828	0.012	0.13636960057407296
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	134	3.886	0.012	0.13519614805677
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	136	3.944	0.012	0.13403122594908518
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	138	4.002	0.012	0.13287479918262218
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	140	4.06	0.012	0.13172683235526866
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	142	4.118	0.012	0.13058728974119369
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	144	4.176	0.012	0.12945613530074818
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	146	4.234	0.012	0.12833333269026942
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	148	4.292	0.012	0.12721884527178615
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	150	4.35	0.012	0.12611263612262533
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	152	4.408	0.012	0.12501466804491773
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	154	4.466	0.012	0.12392490357500288
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	156	4.524	0.012	0.12284330499273124
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	158	4.582	0.012	0.1217698343306642
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	160	4.64	0.012	0.12070445338316925
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	162	4.698	0.012	0.11964712371541157
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	164	4.756	0.012	0.11859780667224035
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	166	4.814	0.012	0.11755646338696894
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	168	4.872	0.012	0.11652305479004946
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	170	4.93	0.012	0.11549754161764013
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	172	4.988	0.012	0.11447988442006601
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	174	5.046	0.012	0.11347004357017174
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	176	5.104	0.012	0.1124679792715669
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	178	5.162	0.012	0.111473651566763
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	180	5.22	0.012	0.11048702034520246
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	182	5.278	0.012	0.10950804535117865
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	184	5.336	0.012	0.10853668619164812
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	186	5.394	0.012	0.10757290234393317
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	188	5.452	0.012	0.10661665316331656
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	190	5.51	0.012	0.105667897890527
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	192	5.568	0.012	0.1047265956591163
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	194	5.626	0.012	0.10379270550272757
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	196	5.684	0.012	0.10286618636225549
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	198	5.742	0.012	0.10194699709289781
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	200	5.8	0.012	0.10103509647109922
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	202	5.858	0.012	0.10013044320138692
out_of_africa_archaic_admixture_5r19_chb	0.01	fixed_selection_path_generations_before_present	204	5.916	0.012	0.09923299592309918
