# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	41
2	3
8	9
10	11
12	13
26	27
28	29
30	31
34	35
42	43
44	45
46	47
54	55
60	61
62	63
64	65
70	71
74	75
78	79
80	81
82	83
84	85
86	87
96	97
98	99
100	101
106	107
110	111
118	119
120	121
122	123
124	125
126	127
140	141
144	145
152	153
158	159
160	161
170	171
172	173
176	177
182	183
