arm_id	estimator	genotype_class	threshold_years	n_null	mean	sd	q500	q900	q950	q975	q990
chb_ooa_archaic	gamma_smc_frac	overall	1000.0	100	0.0006999999999999999	0.0025643239997624285	0.0	0.0	0.01	0.01	0.01
chb_ooa_archaic	gamma_smc_frac	overall	4500.0	100	0.006500000000000001	0.008087276451565161	0.0	0.02	0.02	0.025249999999999915	0.03
chb_ooa_archaic	gamma_smc_frac	overall	10000.0	100	0.053200000000000004	0.03187348728832777	0.04	0.1	0.11	0.12524999999999992	0.15
chb_ooa_archaic	gamma_smc_frac	overall	20000.0	100	0.18360000000000004	0.08150751344185851	0.16	0.31	0.34049999999999997	0.3652499999999999	0.37010000000000004
chb_ooa_archaic	gamma_smc_frac	overall	30000.0	100	0.2775	0.12000315652414138	0.24	0.43200000000000016	0.5115	0.5657499999999998	0.5903000000000002
chb_ooa_archaic	gamma_smc_frac	overall	40000.0	100	0.33809999999999996	0.1409613099722435	0.31	0.5410000000000001	0.65	0.6657499999999997	0.6801000000000001
chb_ooa_archaic	gamma_smc_frac	overall	50000.0	100	0.382	0.15188379396330232	0.335	0.6210000000000001	0.6724999999999999	0.7352499999999998	0.7601000000000001
chb_ooa_archaic	gamma_smc_frac	overall	75000.0	100	0.47130000000000005	0.1660574015395297	0.455	0.74	0.7805	0.8209999999999996	0.8503000000000002
chb_ooa_archaic	gamma_smc_frac	overall	100000.0	100	0.5395	0.17935560861995464	0.52	0.7810000000000001	0.8509999999999999	0.8952499999999999	0.9105000000000003
chb_ooa_archaic	gamma_smc_frac	overall	150000.0	100	0.6726000000000002	0.19045729127019473	0.675	0.9110000000000001	0.9509999999999998	0.99	0.9901000000000001
chb_ooa_archaic	gamma_smc_frac	overall	200000.0	100	0.7536	0.1808426963083685	0.785	0.96	0.9904999999999999	1.0	1.0
chb_ooa_archaic	gamma_smc_meanp	overall	1000.0	100	0.01268077857962	0.004853858857159095	0.011659513029999999	0.01958202033	0.0220615301545	0.023140395855	0.024268416703900002
chb_ooa_archaic	gamma_smc_meanp	overall	4500.0	100	0.0585130776211	0.020620863377882576	0.05137840606	0.087491638061	0.09579664400149998	0.1028825922225	0.10431119232100002
chb_ooa_archaic	gamma_smc_meanp	overall	10000.0	100	0.1251594692249	0.04275833132677981	0.1127724135	0.19042010383000005	0.20819756306499998	0.21276186215499998	0.22288568348600002
chb_ooa_archaic	gamma_smc_meanp	overall	20000.0	100	0.22462020864649998	0.0737805896839367	0.2067285681	0.34579601987999997	0.36761817427	0.3803257361325	0.3883946530340001
chb_ooa_archaic	gamma_smc_meanp	overall	30000.0	100	0.30133269730900003	0.09500214106298427	0.28481130065	0.44279698996000016	0.485840083215	0.5049818179975	0.5080559820660001
