arm_id	mode	replicate_index	unit_id	seed	allele_present	estimator	genotype_class	n_pairs	threshold_years	value
chb_ooa_archaic	neutral	0	chb_ooa_archaic__neutral__rep000	31260820	False	gamma_smc_frac	overall	100	1000.0	0.01
chb_ooa_archaic	neutral	1	chb_ooa_archaic__neutral__rep001	31260821	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_ooa_archaic	neutral	2	chb_ooa_archaic__neutral__rep002	31260822	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_ooa_archaic	neutral	3	chb_ooa_archaic__neutral__rep003	31260823	True	gamma_smc_frac	overall	100	1000.0	0.0
chb_ooa_archaic	neutral	4	chb_ooa_archaic__neutral__rep004	31260824	False	gamma_smc_frac	overall	100	1000.0	0.01
chb_ooa_archaic	neutral	5	chb_ooa_archaic__neutral__rep005	31260825	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_ooa_archaic	neutral	6	chb_ooa_archaic__neutral__rep006	31260826	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_ooa_archaic	neutral	7	chb_ooa_archaic__neutral__rep007	31260827	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_ooa_archaic	neutral	8	chb_ooa_archaic__neutral__rep008	31260828	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_ooa_archaic	neutral	9	chb_ooa_archaic__neutral__rep009	31260829	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_ooa_archaic	neutral	10	chb_ooa_archaic__neutral__rep010	31260830	True	gamma_smc_frac	overall	100	1000.0	0.0
chb_ooa_archaic	neutral	11	chb_ooa_archaic__neutral__rep011	31260831	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_ooa_archaic	neutral	12	chb_ooa_archaic__neutral__rep012	31260832	True	gamma_smc_frac	overall	100	1000.0	0.0
chb_ooa_archaic	neutral	13	chb_ooa_archaic__neutral__rep013	31260833	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_ooa_archaic	neutral	14	chb_ooa_archaic__neutral__rep014	31260834	False	gamma_smc_frac	overall	100	1000.0	0.0
