# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	40
0	1
6	7
12	13
24	25
28	29
30	31
34	35
42	43
44	45
48	49
54	55
58	59
68	69
72	73
78	79
82	83
84	85
88	89
92	93
102	103
104	105
112	113
118	119
122	123
130	131
136	137
140	141
150	151
152	153
154	155
160	161
164	165
166	167
168	169
170	171
174	175
190	191
192	193
194	195
198	199
