# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	32
36	37
38	39
40	41
42	43
44	45
46	47
50	51
52	53
56	57
60	61
66	67
78	79
84	85
88	89
90	91
98	99
100	101
108	109
116	117
120	121
136	137
138	139
144	145
146	147
150	151
158	159
164	165
178	179
184	185
186	187
188	189
196	197
