# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	30
6	7
10	11
14	15
18	19
20	21
24	25
26	27
32	33
36	37
50	51
64	65
66	67
68	69
74	75
96	97
106	107
108	109
116	117
118	119
122	123
128	129
132	133
142	143
148	149
152	153
160	161
166	167
170	171
190	191
192	193
