# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	15
12	13
22	23
64	65
66	67
68	69
86	87
96	97
102	103
138	139
150	151
152	153
176	177
182	183
192	193
198	199
