# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	47
0	1
2	3
6	7
10	11
16	17
20	21
26	27
32	33
34	35
36	37
40	41
42	43
48	49
50	51
52	53
54	55
58	59
60	61
78	79
80	81
88	89
90	91
94	95
104	105
108	109
110	111
114	115
116	117
120	121
122	123
124	125
128	129
134	135
142	143
146	147
148	149
156	157
158	159
160	161
162	163
164	165
166	167
168	169
170	171
180	181
184	185
190	191
